Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
15752,20180127:0800,20.9,18.0,74.0,16.1
3925,20180127:0800,19.7,18.2,86.0,17.3
15752,20180128:0800,21.7,18.7,74.0,16.9
3925,20180128:0800,19.6,18.1,86.0,17.2
15752,20180129:0800,21.7,19.1,77.0,17.5
3925,20180129:0800,20.4,18.3,81.0,17.0
15752,20180130:0800,20.7,19.0,84.0,17.9
3925,20180130:0800,19.2,18.0,88.0,17.2
15752,20180131:0800,23.4,17.8,55.0,13.9
3925,20180131:0800,18.5,17.2,87.0,16.3
15752,20180201:0800,15.0,14.4,93.0,13.9
3925,20180201:0800,18.9,18.3,94.0,17.9
15752,20180202:0800,11.0,9.1,76.0,6.9
3925,20180202:0800,13.8,12.3,83.0,11.0
15752,20180203:0800,10.0,8.5,80.0,6.7
3925,20180203:0800,13.8,11.0,69.0,8.2
15752,20180204:0800,13.0,10.5,71.0,7.9
3925,20180204:0800,13.2,11.3,78.0,9.5
15752,20180205:0800,12.7,11.6,87.0,10.6
3925,20180205:0800,15.0,13.7,86.0,12.7
15752,20180206:0800,10.0,7.2,64.0,3.5
3925,20180206:0800,13.0,12.2,91.0,11.6
15752,20180207:0800,13.8,10.3,62.0,6.7
3925,20180207:0800,11.3,10.2,86.0,9.0
15752,20180208:0800,15.2,12.4,70.0,9.8
3925,20180208:0800,14.0,12.5,83.0,11.2
15752,20180209:0800,15.2,13.7,84.0,12.5
3925,20180209:0800,16.1,13.9,77.0,12.1
15752,20180210:0800,15.6,14.4,87.0,13.5
3925,20180210:0800,14.0,13.3,92.0,12.7
15752,20180211:0800,15.9,15.5,96.0,15.3
3925,20180211:0800,17.9,17.4,95.0,17.1
15752,20180212:0800,17.7,16.4,87.0,15.5
3925,20180212:0800,19.3,18.1,88.0,17.3
15752,20180213:0800,19.0,15.5,67.0,12.8
3925,20180213:0800,15.4,14.9,94.0,14.4
15752,20180214:0800,15.2,13.0,76.0,11.0
3925,20180214:0800,16.5,15.3,87.0,14.3
15752,20180215:0800,17.6,14.8,72.0,12.5
3925,20180215:0800,14.9,13.4,84.0,12.2
15752,20180216:0800,17.5,13.1,58.0,9.2
3925,20180216:0800,14.6,13.9,92.0,13.3
15752,20180217:0800,16.0,14.4,83.0,13.1
3925,20180217:0800,19.2,18.3,91.0,17.7
15752,20180218:0800,16.3,14.3,79.0,12.7
3925,20180218:0800,14.6,13.7,90.0,13.0
15752,20180219:0800,13.1,12.2,89.0,11.3
3925,20180219:0800,16.7,14.7,79.0,13.1
15752,20180220:0800,10.8,10.1,91.0,9.4
3925,20180220:0800,15.0,14.5,94.0,14.1
15752,20180221:0800,10.0,8.4,79.0,6.6
3925,20180221:0800,15.3,13.0,75.0,10.9
15752,20180222:0800,10.9,9.2,79.0,7.4
3925,20180222:0800,11.8,10.3,82.0,8.8
15752,20180223:0800,15.6,11.8,61.0,8.1
3925,20180223:0800,9.5,9.1,95.0,8.7
15752,20180224:0800,15.2,12.3,69.0,9.6
3925,20180224:0800,13.6,12.9,92.0,12.3
15752,20180225:0800,19.0,13.6,51.0,8.7
3925,20180225:0800,14.6,13.1,83.0,11.8
15752,20180226:0800,12.1,10.2,77.0,8.2
3925,20180226:0800,13.0,12.5,94.0,12.1
15752,20180227:0800,12.5,10.4,75.0,8.2
3925,20180227:0800,10.2,9.0,85.0,7.8
15752,20180228:0800,15.0,12.6,74.0,10.4
3925,20180228:0800,13.1,12.7,95.0,12.3
15752,20180301:0800,17.2,15.3,81.0,13.9
3925,20180301:0800,15.8,15.5,97.0,15.3
15752,20180302:0800,16.7,15.9,92.0,15.4
3925,20180302:0800,16.9,16.4,95.0,16.1
15752,20180303:0800,15.1,14.7,96.0,14.5
3925,20180303:0800,17.4,17.0,96.0,16.8
15752,20180304:0800,16.8,16.4,96.0,16.2
3925,20180304:0800,16.0,15.5,95.0,15.2
15752,20180305:0800,15.1,13.8,86.0,12.8
3925,20180305:0800,17.8,17.4,96.0,17.2
15752,20180306:0800,13.7,12.6,87.0,11.6
3925,20180306:0800,16.2,15.4,91.0,14.7
15752,20180307:0800,11.2,8.9,72.0,6.4
3925,20180307:0800,13.6,12.6,88.0,11.7
15752,20180308:0800,13.0,11.0,77.0,9.1
3925,20180308:0800,12.6,10.8,79.0,9.1
15752,20180309:0800,11.6,9.7,77.0,7.7
3925,20180309:0800,13.2,11.0,75.0,8.9
15752,20180310:0800,12.7,9.7,66.0,6.5
3925,20180310:0800,9.0,7.4,79.0,5.6
15752,20180311:0800,13.1,11.4,80.0,9.7
3925,20180311:0800,10.0,9.2,90.0,8.4
15752,20180312:0800,15.7,12.6,68.0,9.8
3925,20180312:0800,12.1,11.1,88.0,10.2
15752,20180313:0800,12.4,8.6,56.0,3.9
3925,20180313:0800,14.2,13.1,88.0,12.3
15752,20180314:0800,12.8,8.3,50.0,2.7
3925,20180314:0800,10.7,10.3,95.0,9.9
15752,20180315:0800,14.1,12.3,80.0,10.7
3925,20180315:0800,12.8,12.5,96.0,12.2
15752,20180316:0800,12.3,9.0,62.0,5.2
3925,20180316:0800,14.5,14.0,94.0,13.6
15752,20180317:0800,8.9,6.4,67.0,3.1
3925,20180317:0800,10.5,9.8,91.0,9.1
15752,20180318:0800,13.5,10.6,67.0,7.5
3925,20180318:0800,12.6,11.8,90.0,11.0
15752,20180319:0800,14.7,13.1,82.0,11.7
3925,20180319:0800,13.4,12.5,90.0,11.8
15752,20180320:0800,18.2,15.2,71.0,12.9
3925,20180320:0800,12.8,12.4,95.0,12.0
15752,20180321:0800,15.6,14.7,90.0,14.0
3925,20180321:0800,13.8,13.0,91.0,12.4
15752,20180322:0800,10.5,8.0,69.0,5.1
3925,20180322:0800,13.4,13.0,95.0,12.6
15752,20180323:0800,9.7,8.3,81.0,6.6
3925,20180323:0800,9.8,9.4,95.0,9.1
15752,20180324:0800,11.9,11.2,91.0,10.5
3925,20180324:0800,12.1,11.9,97.0,11.6
15752,20180325:0800,12.9,11.8,87.0,10.8
3925,20180325:0800,11.8,11.6,97.0,11.3
15752,20180326:0800,15.4,12.2,67.0,9.3
3925,20180326:0800,10.2,10.1,98.0,9.9
15752,20180327:0800,18.4,12.4,45.0,6.3
3925,20180327:0800,13.4,13.0,95.0,12.6
15752,20180328:0800,14.1,10.8,64.0,7.4
3925,20180328:0800,14.1,13.8,97.0,13.6
3925,20180329:0800,10.1,9.7,95.0,9.3
15752,20180330:0800,14.7,12.8,79.0,11.1
3925,20180330:0800,9.6,9.5,98.0,9.3
15752,20180331:0800,16.9,13.5,66.0,10.5
3925,20180331:0800,14.0,13.3,92.0,12.7
15752,20180401:0900,12.8,8.0,47.0,1.8
3925,20180401:0900,10.9,10.2,91.0,9.5
15752,20180402:0900,13.7,11.2,72.0,8.8
3925,20180402:0900,12.0,10.5,82.0,9.0
15752,20180403:0900,13.3,11.1,75.0,9.0
3925,20180403:0900,15.7,15.3,96.0,15.1
15752,20180404:0900,17.2,12.5,55.0,8.1
3925,20180404:0900,12.9,11.6,85.0,10.5
15752,20180405:0900,14.4,10.0,53.0,5.0
3925,20180405:0900,14.2,13.1,88.0,12.3
15752,20180406:0900,14.0,11.1,68.0,8.2
3925,20180406:0900,7.5,7.3,97.0,7.1
15752,20180407:0900,10.7,8.5,72.0,5.9
3925,20180407:0900,14.4,12.4,78.0,10.6
15752,20180408:0900,12.2,8.8,61.0,4.9
3925,20180408:0900,9.2,9.0,97.0,8.8
15752,20180409:0900,8.2,6.0,70.0,3.1
3925,20180409:0900,11.2,10.9,96.0,10.6
15752,20180410:0900,7.7,5.0,62.0,0.9
3925,20180410:0900,7.0,6.2,88.0,5.2
15752,20180411:0900,5.8,5.0,88.0,4.0
3925,20180411:0900,4.1,2.8,78.0,0.6
15752,20180412:0900,4.5,3.6,85.0,2.2
3925,20180412:0900,0.8,0.7,97.0,0.4
15752,20180413:0900,7.6,6.1,78.0,4.0
3925,20180413:0900,6.5,6.4,98.0,6.2
15752,20180414:0900,5.8,5.0,87.0,3.8
3925,20180414:0900,8.1,7.1,86.0,5.9
15752,20180415:0900,11.6,8.4,62.0,4.6
3925,20180415:0900,10.8,9.6,85.0,8.4
15752,20180416:0900,12.6,10.9,80.0,9.3
3925,20180416:0900,14.0,13.7,96.0,13.4
15752,20180417:0900,14.7,10.8,59.0,6.8
3925,20180417:0900,14.2,13.7,94.0,13.2
15752,20180418:0900,7.9,5.3,64.0,1.5
3925,20180418:0900,8.1,7.2,87.0,6.1
15752,20180419:0900,10.3,8.1,72.0,5.5
3925,20180419:0900,7.8,7.5,96.0,7.2
15752,20180420:0900,10.7,9.7,87.0,8.6
3925,20180420:0900,10.8,10.5,96.0,10.2
15752,20180421:0900,10.0,7.6,69.0,4.6
3925,20180421:0900,10.8,10.6,97.0,10.4
15752,20180422:0900,8.7,6.5,70.0,3.5
3925,20180422:0900,8.6,8.1,93.0,7.5
15752,20180423:0900,11.0,8.7,71.0,6.0
3925,20180423:0900,9.5,8.8,91.0,8.1
15752,20180424:0900,13.6,9.9,59.0,5.8
3925,20180424:0900,9.5,9.1,95.0,8.7
15752,20180425:0900,10.8,8.8,75.0,6.6
3925,20180425:0900,7.5,7.4,98.0,7.2
15752,20180426:0900,14.9,10.9,58.0,6.7
3925,20180426:0900,7.4,7.1,96.0,6.8
15752,20180427:0900,12.6,10.6,77.0,8.7
3925,20180427:0900,7.4,7.1,95.0,6.7
15752,20180428:0900,10.5,9.3,84.0,7.9
3925,20180428:0900,10.4,10.2,97.0,9.9
15752,20180429:0900,9.9,9.2,91.0,8.5
3925,20180429:0900,11.9,11.6,96.0,11.3
15752,20180430:0900,9.9,9.3,92.0,8.7
3925,20180430:0900,13.3,13.1,97.0,12.8
15752,20180501:0900,8.9,8.1,89.0,7.2
3925,20180501:0900,9.1,8.9,97.0,8.7
15752,20180502:0900,9.0,7.1,74.0,4.6
3925,20180502:0900,7.4,7.3,98.0,7.1
15752,20180503:0900,10.7,9.6,86.0,8.5
3925,20180503:0900,7.5,7.0,92.0,6.3
15752,20180504:0900,9.0,8.4,92.0,7.8
3925,20180504:0900,10.0,9.6,94.0,9.1
15752,20180505:0900,10.3,9.1,84.0,7.7
3925,20180505:0900,10.4,9.9,94.0,9.5
15752,20180506:0900,8.6,8.1,93.0,7.5
3925,20180506:0900,10.6,10.5,98.0,10.3
15752,20180507:0900,12.5,8.5,54.0,3.5
3925,20180507:0900,7.3,7.1,97.0,6.9
15752,20180508:0900,9.7,7.8,75.0,5.5
3925,20180508:0900,10.1,9.8,96.0,9.5
15752,20180509:0900,13.9,8.3,41.0,0.9
3925,20180509:0900,9.7,9.5,97.0,9.3
15752,20180510:0900,9.1,8.0,85.0,6.7
3925,20180510:0900,6.6,6.5,98.0,6.3
15752,20180511:0900,9.6,8.6,87.0,7.6
3925,20180511:0900,10.6,10.5,98.0,10.3
15752,20180512:0900,8.4,7.4,86.0,6.2
3925,20180512:0900,9.9,9.8,98.0,9.6
15752,20180513:0900,3.5,2.6,85.0,1.2
3925,20180513:0900,9.0,8.6,94.0,8.1
15752,20180514:0900,2.1,1.5,88.0,0.3
3925,20180514:0900,8.3,8.2,98.0,8.0
15752,20180515:0900,10.5,8.4,74.0,6.1
3925,20180515:0900,8.5,8.3,97.0,8.1
15752,20180516:0900,8.4,7.7,90.0,6.9
3925,20180516:0900,10.6,10.4,97.0,10.2
15752,20180517:0900,6.4,3.3,55.0,-2.0
3925,20180517:0900,6.8,6.6,97.0,6.4
15752,20180518:0900,5.8,4.8,84.0,3.3
3925,20180518:0900,8.3,8.2,98.0,8.0
15752,20180519:0900,4.9,3.7,81.0,1.9
3925,20180519:0900,9.8,9.7,98.0,9.5
15752,20180520:0900,14.7,8.8,39.0,0.9
3925,20180520:0900,6.2,6.1,98.0,5.9
15752,20180521:0900,4.9,3.3,74.0,0.7
3925,20180521:0900,7.1,6.7,94.0,6.2
15752,20180522:0900,11.1,6.9,50.0,1.1
3925,20180522:0900,8.0,7.5,93.0,6.9
15752,20180523:0900,4.9,3.8,83.0,2.3
3925,20180523:0900,4.1,3.9,96.0,3.5
15752,20180524:0900,5.8,3.5,65.0,-0.2
3925,20180524:0900,7.1,6.3,88.0,5.3
15752,20180525:0900,5.8,3.6,67.0,0.2
3925,20180525:0900,2.6,2.4,97.0,2.2
15752,20180526:0900,5.9,4.7,82.0,3.1
3925,20180526:0900,-0.9,-0.9,100.0,-1.0
15752,20180527:0900,6.5,5.4,83.0,3.8
3925,20180527:0900,5.8,5.7,98.0,5.5
15752,20180528:0900,5.0,4.0,84.0,2.5
3925,20180528:0900,0.2,-0.1,94.0,-0.6
15752,20180529:0900,4.9,3.8,82.0,2.1
3925,20180529:0900,-2.2,-2.2,99.0,-2.5
15752,20180530:0900,-0.2,-0.5,93.0,-1.2
3925,20180530:0900,-0.3,-0.3,99.0,-0.4
15752,20180531:0900,1.2,0.7,91.0,-0.1
3925,20180531:0900,4.6,4.2,93.0,3.6
15752,20180601:0900,7.2,5.1,70.0,2.1
3925,20180601:0900,0.6,0.6,99.0,0.5
15752,20180602:0900,7.7,5.9,75.0,3.6
3925,20180602:0900,-2.0,-2.0,100.0,-2.2
15752,20180603:0900,6.6,5.0,76.0,2.7
3925,20180603:0900,0.0,0.0,99.0,-0.1
15752,20180604:0900,5.8,4.8,85.0,3.5
3925,20180604:0900,0.4,0.4,99.0,0.3
15752,20180605:0900,2.8,2.1,87.0,0.9
3925,20180605:0900,2.4,2.4,99.0,2.3
15752,20180606:0900,3.5,2.5,82.0,0.7
3925,20180606:0900,2.8,2.5,94.0,2.0
15752,20180607:0900,10.9,9.2,79.0,7.4
3925,20180607:0900,0.2,-0.2,93.0,-0.8
15752,20180608:0900,5.9,4.5,79.0,2.6
3925,20180608:0900,-2.0,-2.0,100.0,-2.2
15752,20180609:0900,7.1,5.7,79.0,3.7
3925,20180609:0900,3.5,3.3,97.0,3.1
15752,20180610:0900,7.7,6.7,85.0,5.4
3925,20180610:0900,8.6,8.0,91.0,7.2
15752,20180611:0900,7.0,6.6,94.0,6.1
3925,20180611:0900,6.3,5.8,93.0,5.3
15752,20180612:0900,7.2,6.5,89.0,5.5
3925,20180612:0900,8.1,6.2,73.0,3.6
15752,20180613:0900,8.6,7.9,90.0,7.1
3925,20180613:0900,7.6,6.3,82.0,4.7
15752,20180614:0900,8.0,7.6,94.0,7.1
3925,20180614:0900,6.3,6.0,96.0,5.7
15752,20180615:0900,7.1,6.5,91.0,5.7
3925,20180615:0900,4.3,4.2,98.0,4.0
15752,20180616:0900,6.1,5.8,95.0,5.4
3925,20180616:0900,5.1,5.0,98.0,4.8
15752,20180617:0900,6.3,6.0,95.0,5.6
3925,20180617:0900,7.4,7.3,98.0,7.1
15752,20180618:0900,4.6,4.2,93.0,3.6
3925,20180618:0900,4.5,4.4,98.0,4.2
15752,20180619:0900,6.0,4.6,78.0,2.5
3925,20180619:0900,5.8,5.2,90.0,4.3
15752,20180620:0900,6.1,5.8,95.0,5.4
3925,20180620:0900,-1.9,-1.9,98.0,-2.1
15752,20180621:0900,1.2,0.9,95.0,0.5
3925,20180621:0900,-3.0,-3.0,99.0,-3.4
15752,20180622:0900,2.4,1.8,89.0,0.8
3925,20180622:0900,0.0,-0.1,98.0,-0.3
15752,20180623:0900,0.0,-0.7,87.0,-1.9
3925,20180623:0900,2.8,2.7,98.0,2.5
15752,20180624:0900,7.7,6.4,81.0,4.7
3925,20180624:0900,5.4,5.3,98.0,5.1
15752,20180625:0900,5.5,3.2,64.0,-0.8
3925,20180625:0900,3.2,2.8,93.0,2.2
15752,20180626:0900,3.7,2.8,85.0,1.4
3925,20180626:0900,1.8,1.6,96.0,1.2
15752,20180627:0900,9.3,7.3,74.0,4.9
3925,20180627:0900,-2.6,-2.6,100.0,-2.9
15752,20180628:0900,8.0,6.1,73.0,3.5
3925,20180628:0900,-0.6,-0.6,100.0,-0.7
15752,20180629:0900,8.1,6.5,78.0,4.5
3925,20180629:0900,-1.1,-1.1,100.0,-1.2
15752,20180630:0900,3.6,2.7,85.0,1.3
3925,20180630:0900,1.4,1.4,100.0,1.4
15752,20180701:0900,9.0,5.6,56.0,0.7
3925,20180701:0900,5.9,5.8,98.0,5.6
15752,20180702:0900,8.6,7.7,87.0,6.6
3925,20180702:0900,6.8,6.7,98.0,6.5
15752,20180703:0900,4.2,3.2,84.0,1.8
3925,20180703:0900,0.1,0.1,100.0,0.1
15752,20180704:0900,5.4,3.6,72.0,0.8
3925,20180704:0900,0.7,0.7,100.0,0.7
15752,20180705:0900,8.7,6.6,72.0,4.0
3925,20180705:0900,1.1,1.1,99.0,1.0
15752,20180706:0900,5.9,4.9,84.0,3.4
3925,20180706:0900,4.8,4.7,98.0,4.5
15752,20180707:0900,15.1,10.0,48.0,4.2
3925,20180707:0900,11.3,10.7,93.0,10.2
15752,20180708:0900,6.1,4.4,74.0,1.8
3925,20180708:0900,12.6,12.4,97.0,12.1
15752,20180709:0900,7.3,5.6,75.0,3.2
3925,20180709:0900,8.2,7.7,93.0,7.2
15752,20180710:0900,6.1,4.2,71.0,1.3
3925,20180710:0900,0.4,0.4,99.0,0.3
15752,20180711:0900,5.0,3.2,72.0,0.4
3925,20180711:0900,3.8,3.8,99.0,3.7
15752,20180712:0900,5.6,3.2,64.0,-0.7
3925,20180712:0900,5.4,5.3,98.0,5.1
15752,20180713:0900,0.2,-0.7,82.0,-2.5
3925,20180713:0900,5.6,5.4,97.0,5.2
15752,20180714:0900,3.4,2.1,77.0,-0.2
3925,20180714:0900,4.6,4.5,98.0,4.3
15752,20180715:0900,9.4,8.3,85.0,7.0
3925,20180715:0900,4.5,3.8,88.0,2.7
15752,20180716:0900,9.8,8.9,88.0,7.9
3925,20180716:0900,7.1,7.0,98.0,6.8
15752,20180717:0900,7.6,5.5,71.0,2.7
3925,20180717:0900,6.7,6.6,98.0,6.4
15752,20180718:0900,8.1,5.0,58.0,0.4
3925,20180718:0900,4.8,4.7,98.0,4.5
15752,20180719:0900,5.2,3.8,78.0,1.7
3925,20180719:0900,4.5,4.4,99.0,4.4
15752,20180720:0900,3.4,2.9,92.0,2.2
3925,20180720:0900,3.3,3.3,100.0,3.3
15752,20180721:0900,9.1,6.7,68.0,3.5
3925,20180721:0900,8.5,7.7,89.0,6.8
15752,20180722:0900,3.8,2.7,82.0,1.0
3925,20180722:0900,7.4,7.1,95.0,6.7
15752,20180723:0900,8.7,7.4,82.0,5.8
3925,20180723:0900,3.9,3.6,94.0,3.0
15752,20180724:0900,5.5,5.1,94.0,4.6
3925,20180724:0900,4.2,4.0,97.0,3.8
15752,20180725:0900,4.9,4.7,96.0,4.3
3925,20180725:0900,3.5,3.4,98.0,3.2
15752,20180726:0900,6.3,5.7,91.0,5.0
3925,20180726:0900,5.7,5.5,97.0,5.3
15752,20180727:0900,6.8,4.4,65.0,0.7
3925,20180727:0900,4.8,4.7,98.0,4.5
15752,20180728:0900,4.3,2.5,71.0,-0.5
3925,20180728:0900,5.8,5.7,98.0,5.5
15752,20180729:0900,7.1,5.6,78.0,3.5
3925,20180729:0900,7.9,7.8,98.0,7.6
15752,20180730:0900,2.7,2.1,90.0,1.2
3925,20180730:0900,1.6,1.6,99.0,1.5
15752,20180731:0900,8.6,6.8,76.0,4.6
3925,20180731:0900,6.7,6.4,95.0,6.0
15752,20180801:0900,8.3,6.3,72.0,3.6
3925,20180801:0900,6.5,6.4,98.0,6.2
15752,20180802:0900,10.0,8.2,77.0,6.2
3925,20180802:0900,7.4,7.2,97.0,7.0
15752,20180803:0900,8.9,8.5,95.0,8.2
3925,20180803:0900,5.0,4.8,97.0,4.6
15752,20180804:0900,8.4,8.1,95.0,7.7
3925,20180804:0900,1.6,1.6,99.0,1.5
15752,20180805:0900,5.8,5.3,92.0,4.6
3925,20180805:0900,0.6,0.6,100.0,0.6
15752,20180806:0900,2.9,2.6,94.0,2.0
3925,20180806:0900,3.4,3.4,99.0,3.3
15752,20180807:0900,5.5,4.4,83.0,2.9
3925,20180807:0900,7.5,7.4,98.0,7.2
15752,20180808:0900,6.6,5.8,88.0,4.8
3925,20180808:0900,9.8,8.9,88.0,7.9
15752,20180809:0900,6.2,5.7,92.0,5.0
3925,20180809:0900,6.6,6.5,98.0,6.3
15752,20180810:0900,9.2,6.5,64.0,2.8
3925,20180810:0900,6.6,6.5,98.0,6.3
15752,20180811:0900,5.7,4.9,88.0,3.9
3925,20180811:0900,4.2,4.1,98.0,3.9
15752,20180812:0900,6.3,5.2,83.0,3.6
3925,20180812:0900,3.9,3.6,95.0,3.2
15752,20180813:0900,9.0,6.9,72.0,4.2
3925,20180813:0900,2.7,2.6,98.0,2.4
15752,20180814:0900,8.6,7.7,88.0,6.7
3925,20180814:0900,7.1,6.4,90.0,5.6
15752,20180815:0900,8.3,6.7,78.0,4.7
3925,20180815:0900,7.8,7.4,94.0,6.9
15752,20180816:0900,10.9,7.9,63.0,4.2
3925,20180816:0900,6.8,6.6,97.0,6.4
15752,20180817:0900,7.3,6.1,83.0,4.6
3925,20180817:0900,8.4,7.9,93.0,7.3
15752,20180818:0900,6.5,5.2,80.0,3.3
3925,20180818:0900,4.0,3.5,91.0,2.7
15752,20180819:0900,3.5,1.9,73.0,-0.8
3925,20180819:0900,1.0,1.0,99.0,0.9
15752,20180820:0900,8.2,5.7,66.0,2.3
3925,20180820:0900,5.2,5.0,96.0,4.6
15752,20180821:0900,6.7,5.0,75.0,2.6
3925,20180821:0900,5.8,5.6,96.0,5.2
15752,20180822:0900,8.3,5.7,65.0,2.1
3925,20180822:0900,6.7,6.6,98.0,6.4
15752,20180823:0900,7.1,6.4,89.0,5.4
3925,20180823:0900,0.8,0.8,99.0,0.7
15752,20180824:0900,7.9,6.8,84.0,5.4
3925,20180824:0900,0.1,0.1,99.0,0.0
15752,20180825:0900,7.1,4.4,62.0,0.3
3925,20180825:0900,4.2,4.0,97.0,3.8
15752,20180826:0900,9.7,7.5,72.0,4.9
3925,20180826:0900,5.8,5.5,95.0,5.1
15752,20180827:0900,8.9,6.7,71.0,3.9
3925,20180827:0900,4.8,4.7,98.0,4.5
15752,20180828:0900,8.2,6.2,72.0,3.5
3925,20180828:0900,6.1,5.8,96.0,5.5
15752,20180829:0900,9.1,8.0,85.0,6.7
3925,20180829:0900,6.9,6.4,93.0,5.9
15752,20180830:0900,9.0,7.3,77.0,5.2
3925,20180830:0900,7.1,6.8,96.0,6.5
3925,20180831:0900,4.3,4.2,98.0,4.0
15752,20180901:0900,7.0,6.5,92.0,5.8
3925,20180901:0900,2.6,2.6,99.0,2.5
15752,20180902:0900,8.8,7.8,86.0,6.6
3925,20180902:0900,6.1,5.8,95.0,5.4
15752,20180903:0900,6.3,4.2,69.0,1.1
3925,20180903:0900,7.6,7.3,96.0,7.0
15752,20180904:0900,8.2,7.9,96.0,7.6
3925,20180904:0900,5.6,4.3,80.0,2.4
15752,20180905:0900,8.6,6.4,70.0,3.5
3925,20180905:0900,4.7,3.2,76.0,0.9
15752,20180906:0900,8.2,5.5,63.0,1.6
3925,20180906:0900,6.0,4.4,75.0,1.9
15752,20180907:0900,8.2,6.2,73.0,3.7
3925,20180907:0900,3.2,1.9,78.0,-0.2
15752,20180908:0900,7.3,5.6,76.0,3.4
3925,20180908:0900,3.0,1.7,78.0,-0.4
15752,20180909:0900,8.7,6.6,71.0,3.8
3925,20180909:0900,8.2,7.0,83.0,5.5
15752,20180910:0900,8.4,7.2,83.0,5.7
3925,20180910:0900,6.6,5.7,86.0,4.4
15752,20180911:0900,10.9,8.4,69.0,5.5
3925,20180911:0900,10.5,9.4,86.0,8.3
15752,20180912:0900,11.5,9.0,70.0,6.2
3925,20180912:0900,11.8,10.2,80.0,8.5
15752,20180913:0900,14.0,10.9,66.0,7.8
3925,20180913:0900,10.9,9.5,82.0,8.0
15752,20180914:0900,13.1,10.3,68.0,7.3
3925,20180914:0900,10.8,10.3,94.0,9.9
15752,20180915:0900,12.2,10.1,75.0,7.9
3925,20180915:0900,8.3,7.4,87.0,6.3
15752,20180916:0900,19.3,11.4,32.0,2.2
3925,20180916:0900,8.8,8.1,90.0,7.3
15752,20180917:0900,7.6,6.5,84.0,5.1
3925,20180917:0900,13.1,12.2,89.0,11.3
15752,20180918:0900,8.6,6.5,71.0,3.7
3925,20180918:0900,7.6,7.2,94.0,6.7
15752,20180919:0900,10.6,8.9,78.0,6.9
3925,20180919:0900,5.0,4.8,97.0,4.6
15752,20180920:0900,9.5,8.5,86.0,7.3
3925,20180920:0900,4.0,3.9,98.0,3.7
15752,20180921:0900,10.7,8.7,75.0,6.5
3925,20180921:0900,9.4,8.5,88.0,7.5
15752,20180922:0900,10.6,8.5,74.0,6.2
3925,20180922:0900,8.7,7.4,82.0,5.8
15752,20180923:0900,11.0,10.1,88.0,9.1
3925,20180923:0900,9.8,8.4,81.0,6.7
15752,20180924:0900,7.4,6.9,93.0,6.4
3925,20180924:0900,9.8,9.0,90.0,8.2
15752,20180925:0900,7.5,4.6,59.0,0.0
