Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
3925,20180925:0900,9.1,7.7,81.0,6.0
15752,20180926:0900,6.1,4.1,70.0,1.1
3925,20180926:0900,7.4,6.9,92.0,6.2
15752,20180927:0900,9.1,6.7,68.0,3.5
3925,20180927:0900,7.3,7.0,95.0,6.6
15752,20180928:0900,10.4,7.6,65.0,4.1
3925,20180928:0900,7.6,7.1,92.0,6.4
15752,20180929:0900,12.8,8.3,50.0,2.7
3925,20180929:0900,8.3,7.4,87.0,6.3
15752,20180930:0800,9.0,8.4,92.0,7.8
3925,20180930:0800,7.9,7.6,95.0,7.2
15752,20181001:0800,9.7,8.6,86.0,7.5
3925,20181001:0800,10.5,9.7,89.0,8.8
15752,20181002:0800,9.8,9.5,96.0,9.2
3925,20181002:0800,10.1,9.4,91.0,8.7
15752,20181003:0800,9.5,6.6,62.0,2.6
3925,20181003:0800,8.2,7.4,88.0,6.4
15752,20181004:0800,11.9,8.5,60.0,4.4
3925,20181004:0800,6.0,5.5,92.0,4.8
15752,20181005:0800,8.6,7.0,78.0,5.0
3925,20181005:0800,9.6,9.2,94.0,8.7
15752,20181006:0800,10.8,8.0,65.0,4.5
3925,20181006:0800,8.0,7.7,95.0,7.3
15752,20181007:0800,12.6,8.3,51.0,2.8
3925,20181007:0800,10.7,9.6,86.0,8.5
15752,20181008:0800,8.8,7.2,78.0,5.2
3925,20181008:0800,8.4,7.8,92.0,7.2
15752,20181009:0800,12.9,9.1,57.0,4.6
3925,20181009:0800,8.0,6.4,78.0,4.4
15752,20181010:0800,12.7,9.2,60.0,5.2
3925,20181010:0800,8.3,7.5,89.0,6.6
15752,20181011:0800,7.0,6.5,92.0,5.8
3925,20181011:0800,12.4,10.6,79.0,8.9
15752,20181012:0800,6.9,4.7,68.0,1.4
3925,20181012:0800,10.2,9.4,89.0,8.5
15752,20181013:0800,7.1,4.2,59.0,-0.3
3925,20181013:0800,5.5,2.8,58.0,-2.1
15752,20181014:0800,7.8,5.7,71.0,2.9
3925,20181014:0800,7.4,5.8,77.0,3.6
15752,20181015:0800,8.9,6.5,68.0,3.3
3925,20181015:0800,8.2,7.0,83.0,5.5
15752,20181016:0800,10.6,8.2,70.0,5.4
3925,20181016:0800,9.2,8.3,88.0,7.3
15752,20181017:0800,15.8,11.0,52.0,6.0
3925,20181017:0800,9.8,8.7,86.0,7.6
15752,20181018:0800,11.4,9.1,72.0,6.6
3925,20181018:0800,11.6,10.8,90.0,10.0
15752,20181019:0800,12.4,9.8,70.0,7.1
3925,20181019:0800,11.5,10.7,90.0,9.9
15752,20181020:0800,14.5,11.5,68.0,8.7
3925,20181020:0800,13.2,12.0,86.0,10.9
15752,20181021:0800,15.3,13.2,78.0,11.5
3925,20181021:0800,13.5,11.4,76.0,9.4
15752,20181022:0800,13.9,11.4,72.0,9.0
3925,20181022:0800,12.3,11.2,87.0,10.2
15752,20181023:0800,14.0,13.0,89.0,12.2
3925,20181023:0800,12.0,10.7,84.0,9.4
15752,20181024:0800,15.2,14.2,89.0,13.4
3925,20181024:0800,14.0,12.3,81.0,10.8
15752,20181025:0800,8.4,7.9,93.0,7.3
3925,20181025:0800,14.0,12.0,78.0,10.2
15752,20181026:0800,8.9,8.2,90.0,7.4
3925,20181026:0800,10.2,9.3,88.0,8.3
15752,20181027:0800,11.1,9.7,83.0,8.3
3925,20181027:0800,10.2,8.4,77.0,6.4
15752,20181028:0800,11.4,9.8,80.0,8.1
3925,20181028:0800,8.2,7.2,86.0,6.0
15752,20181029:0800,11.0,10.4,92.0,9.8
3925,20181029:0800,11.2,10.5,91.0,9.8
15752,20181030:0800,10.0,8.4,79.0,6.6
3925,20181030:0800,11.8,11.0,90.0,10.2
15752,20181031:0800,8.9,6.5,68.0,3.3
3925,20181031:0800,6.9,6.0,87.0,4.9
15752,20181101:0800,9.7,7.1,67.0,3.9
3925,20181101:0800,9.4,7.9,80.0,6.1
15752,20181102:0800,12.7,9.7,66.0,6.5
3925,20181102:0800,7.2,6.1,84.0,4.7
15752,20181103:0800,12.6,10.6,76.0,8.5
3925,20181103:0800,11.6,11.1,94.0,10.7
15752,20181104:0800,12.8,7.9,45.0,1.2
3925,20181104:0800,8.4,7.8,91.0,7.0
15752,20181105:0800,14.2,10.2,57.0,5.8
3925,20181105:0800,9.4,9.0,94.0,8.5
15752,20181106:0800,15.1,11.8,65.0,8.6
3925,20181106:0800,11.6,10.5,86.0,9.3
15752,20181107:0800,17.0,13.7,67.0,10.8
3925,20181107:0800,11.3,10.1,85.0,8.9
15752,20181108:0800,10.8,10.5,96.0,10.2
3925,20181108:0800,16.8,16.1,93.0,15.7
15752,20181109:0800,8.3,7.4,87.0,6.3
3925,20181109:0800,16.3,15.6,93.0,15.2
15752,20181110:0800,11.2,8.7,70.0,5.9
3925,20181110:0800,8.5,8.0,93.0,7.4
15752,20181111:0800,13.2,11.1,76.0,9.1
3925,20181111:0800,10.9,9.2,79.0,7.4
15752,20181112:0800,13.7,12.3,84.0,11.0
3925,20181112:0800,11.3,9.3,76.0,7.2
15752,20181113:0800,15.8,12.2,63.0,8.8
3925,20181113:0800,11.8,10.8,88.0,9.9
15752,20181114:0800,14.8,12.5,75.0,10.4
3925,20181114:0800,12.4,11.5,89.0,10.6
15752,20181115:0800,15.5,13.6,80.0,12.1
3925,20181115:0800,11.9,10.7,85.0,9.5
15752,20181116:0800,12.9,11.9,88.0,11.0
3925,20181116:0800,14.8,13.1,81.0,11.6
15752,20181117:0800,13.7,12.0,81.0,10.5
3925,20181117:0800,14.1,12.8,85.0,11.6
15752,20181118:0800,11.6,9.8,78.0,7.9
3925,20181118:0800,13.7,11.4,74.0,9.2
15752,20181119:0800,8.8,7.4,81.0,5.7
3925,20181119:0800,7.7,6.0,76.0,3.8
15752,20181120:0800,11.2,9.6,80.0,7.9
3925,20181120:0800,3.9,3.6,95.0,3.2
15752,20181121:0800,12.0,10.5,82.0,9.0
3925,20181121:0800,8.0,6.7,82.0,5.1
15752,20181122:0800,11.4,10.8,93.0,10.3
3925,20181122:0800,7.7,7.2,93.0,6.7
15752,20181123:0800,13.0,12.1,89.0,11.3
3925,20181123:0800,9.9,9.4,93.0,8.8
15752,20181124:0800,12.4,11.7,92.0,11.2
3925,20181124:0800,14.7,13.2,83.0,11.8
15752,20181125:0800,12.1,12.1,100.0,12.1
3925,20181125:0800,16.5,14.6,80.0,13.0
15752,20181126:0800,10.8,9.9,88.0,8.9
3925,20181126:0800,14.5,12.9,82.0,11.5
15752,20181127:0800,12.7,10.9,79.0,9.2
3925,20181127:0800,14.9,11.3,62.0,7.7
15752,20181128:0800,12.9,11.6,85.0,10.5
3925,20181128:0800,14.6,11.7,69.0,9.0
15752,20181129:0800,14.4,12.8,82.0,11.4
3925,20181129:0800,14.8,13.3,84.0,12.1
15752,20181130:0800,15.0,12.8,76.0,10.8
3925,20181130:0800,15.9,14.3,83.0,13.0
15752,20181201:0800,15.6,14.2,85.0,13.1
3925,20181201:0800,16.3,14.7,83.0,13.4
15752,20181202:0800,14.7,14.4,96.0,14.1
3925,20181202:0800,19.9,16.0,65.0,13.2
15752,20181203:0800,15.7,15.2,94.0,14.7
3925,20181203:0800,17.5,15.6,81.0,14.2
15752,20181204:0800,15.2,14.4,91.0,13.8
3925,20181204:0800,15.8,14.9,90.0,14.2
15752,20181205:0800,12.5,12.4,99.0,12.4
3925,20181205:0800,11.5,10.8,91.0,10.1
15752,20181206:0800,10.4,7.8,67.0,4.6
3925,20181206:0800,12.9,11.5,84.0,10.3
15752,20181207:0800,13.1,10.5,70.0,7.8
3925,20181207:0800,9.4,8.7,91.0,8.0
15752,20181208:0800,15.3,13.6,82.0,12.3
3925,20181208:0800,15.1,12.6,73.0,10.3
15752,20181209:0800,15.9,15.1,91.0,14.4
3925,20181209:0800,16.4,12.7,63.0,9.4
15752,20181210:0800,13.7,10.4,64.0,7.0
3925,20181210:0800,18.7,15.9,73.0,13.8
15752,20181211:0800,13.7,11.9,80.0,10.3
3925,20181211:0800,17.5,15.3,78.0,13.6
15752,20181212:0800,12.2,12.0,98.0,11.9
3925,20181212:0800,17.2,14.4,72.0,12.1
15752,20181213:0800,13.4,12.7,92.0,12.1
3925,20181213:0800,14.7,13.5,87.0,12.6
15752,20181214:0800,16.8,15.0,82.0,13.7
3925,20181214:0800,15.3,14.6,92.0,14.0
15752,20181215:0800,14.6,13.9,92.0,13.3
3925,20181215:0800,17.2,15.0,78.0,13.3
15752,20181216:0800,14.9,13.3,82.0,11.9
3925,20181216:0800,17.2,15.3,81.0,13.9
15752,20181217:0800,18.0,15.0,71.0,12.7
3925,20181217:0800,16.6,13.6,70.0,11.1
15752,20181218:0800,19.5,14.7,57.0,10.8
3925,20181218:0800,16.7,14.8,80.0,13.2
15752,20181219:0800,10.7,8.4,71.0,5.7
3925,20181219:0800,17.6,16.4,88.0,15.6
15752,20181220:0800,10.2,9.6,92.0,9.0
3925,20181220:0800,13.9,12.3,82.0,10.9
15752,20181221:0800,13.0,11.3,80.0,9.6
3925,20181221:0800,15.4,14.0,85.0,12.9
15752,20181222:0800,11.1,10.3,90.0,9.5
3925,20181222:0800,14.0,12.8,86.0,11.7
15752,20181223:0800,12.7,9.4,62.0,5.6
3925,20181223:0800,15.4,12.7,71.0,10.2
15752,20181224:0800,15.6,12.6,69.0,10.0
3925,20181224:0800,17.0,13.2,63.0,9.9
15752,20181225:0800,16.8,14.9,81.0,13.5
3925,20181225:0800,16.7,14.4,77.0,12.7
15752,20181226:0800,14.7,11.1,62.0,7.5
3925,20181226:0800,17.4,13.9,66.0,11.0
15752,20181227:0800,15.2,10.7,54.0,6.0
3925,20181227:0800,14.6,10.8,60.0,6.9
15752,20181228:0800,15.8,13.1,72.0,10.8
3925,20181228:0800,13.4,11.2,75.0,9.1
15752,20181229:0800,20.9,16.7,63.0,13.6
3925,20181229:0800,11.6,10.7,89.0,9.9
15752,20181230:0800,18.5,16.5,81.0,15.2
3925,20181230:0800,16.0,14.9,88.0,14.0
