Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
3925,20170301:0800,13.8,13.2,93.0,12.7
15752,20170302:0800,16.2,13.6,73.0,11.4
3925,20170302:0800,14.6,12.4,76.0,10.4
15752,20170303:0800,15.7,13.8,80.0,12.3
3925,20170303:0800,15.0,13.4,83.0,12.2
15752,20170304:0800,12.2,8.2,54.0,3.2
3925,20170304:0800,13.2,11.5,80.0,9.8
15752,20170305:0800,12.7,11.3,84.0,10.1
3925,20170305:0800,12.9,11.6,85.0,10.5
15752,20170306:0800,12.6,11.9,92.0,11.3
3925,20170306:0800,13.4,12.4,88.0,11.5
15752,20170307:0800,10.6,8.1,69.0,5.2
3925,20170307:0800,12.7,12.1,93.0,11.6
15752,20170308:0800,9.8,7.3,68.0,4.2
3925,20170308:0800,8.6,7.2,81.0,5.5
15752,20170309:0800,9.7,8.2,80.0,6.4
3925,20170309:0800,7.6,6.6,85.0,5.2
15752,20170310:0800,11.7,10.0,79.0,8.2
3925,20170310:0800,10.5,9.8,91.0,9.1
15752,20170311:0800,10.8,10.0,90.0,9.2
3925,20170311:0800,15.2,14.8,95.0,14.4
15752,20170312:0800,10.5,9.5,87.0,8.4
3925,20170312:0800,12.9,12.6,96.0,12.3
15752,20170313:0800,10.4,10.0,95.0,9.6
3925,20170313:0800,12.4,12.2,97.0,12.0
15752,20170314:0800,11.0,9.8,85.0,8.6
3925,20170314:0800,11.6,11.0,93.0,10.5
15752,20170315:0800,9.3,8.6,91.0,7.9
3925,20170315:0800,7.5,7.3,97.0,7.1
15752,20170316:0800,11.9,10.9,88.0,10.0
3925,20170316:0800,8.5,8.4,98.0,8.2
15752,20170317:0800,11.2,11.1,98.0,10.9
3925,20170317:0800,9.9,9.8,98.0,9.6
15752,20170318:0800,10.8,8.2,68.0,5.1
3925,20170318:0800,13.0,12.2,90.0,11.4
15752,20170319:0800,10.6,9.3,84.0,8.0
3925,20170319:0800,14.8,14.4,95.0,14.0
15752,20170320:0800,11.6,9.9,79.0,8.1
3925,20170320:0800,12.6,12.2,95.0,11.8
15752,20170321:0800,11.6,9.3,72.0,6.7
3925,20170321:0800,12.6,12.0,93.0,11.5
15752,20170322:0800,11.7,8.4,61.0,4.5
3925,20170322:0800,15.8,15.3,94.0,14.9
15752,20170323:0800,9.8,7.7,73.0,5.2
3925,20170323:0800,13.6,11.9,81.0,10.4
15752,20170324:0800,8.9,7.7,84.0,6.4
3925,20170324:0800,11.8,11.2,93.0,10.7
15752,20170325:0800,10.5,8.7,77.0,6.7
3925,20170325:0800,13.4,13.0,95.0,12.6
15752,20170326:0800,12.6,11.2,83.0,9.8
3925,20170326:0800,14.2,13.9,97.0,13.7
15752,20170327:0800,11.4,10.4,87.0,9.3
3925,20170327:0800,15.8,15.5,97.0,15.3
15752,20170328:0800,12.1,10.3,78.0,8.4
3925,20170328:0800,10.5,10.3,97.0,10.0
15752,20170329:0800,12.8,12.2,93.0,11.7
3925,20170329:0800,11.5,11.3,98.0,11.2
15752,20170330:0800,11.7,11.5,98.0,11.4
3925,20170330:0800,15.7,14.8,90.0,14.1
15752,20170331:0800,15.9,14.3,83.0,13.0
3925,20170331:0800,12.5,12.0,94.0,11.6
15752,20170401:0800,14.3,13.4,90.0,12.7
3925,20170401:0800,11.9,11.4,94.0,11.0
15752,20170402:0900,13.7,12.9,91.0,12.3
3925,20170402:0900,17.3,16.2,89.0,15.5
15752,20170403:0900,11.3,8.4,65.0,5.0
3925,20170403:0900,14.1,13.4,92.0,12.8
15752,20170404:0900,9.1,7.8,82.0,6.2
3925,20170404:0900,12.5,10.1,72.0,7.6
15752,20170405:0900,11.5,8.4,63.0,4.7
3925,20170405:0900,12.3,9.7,69.0,6.8
15752,20170406:0900,10.7,9.0,78.0,7.0
3925,20170406:0900,10.1,9.1,87.0,8.0
15752,20170407:0900,11.5,8.4,63.0,4.7
3925,20170407:0900,9.0,7.9,85.0,6.6
15752,20170408:0900,11.5,9.0,70.0,6.2
3925,20170408:0900,8.7,8.3,94.0,7.8
15752,20170409:0900,12.2,10.2,76.0,8.1
3925,20170409:0900,11.1,9.7,82.0,8.1
15752,20170410:0900,12.0,11.2,90.0,10.4
3925,20170410:0900,8.4,8.3,98.0,8.1
15752,20170411:0900,14.4,12.5,79.0,10.8
3925,20170411:0900,11.2,10.9,96.0,10.6
15752,20170412:0900,12.0,11.6,95.0,11.2
3925,20170412:0900,15.4,15.0,95.0,14.6
15752,20170413:0900,11.4,11.1,96.0,10.8
3925,20170413:0900,14.8,14.5,96.0,14.2
15752,20170414:0900,13.4,13.0,95.0,12.6
3925,20170414:0900,13.8,13.6,98.0,13.5
15752,20170415:0900,14.0,13.7,96.0,13.4
3925,20170415:0900,13.5,13.3,98.0,13.2
15752,20170416:0900,11.1,9.8,84.0,8.5
3925,20170416:0900,8.3,8.1,97.0,7.9
15752,20170417:0900,10.1,8.8,83.0,7.4
3925,20170417:0900,9.5,8.8,90.0,7.9
15752,20170418:0900,11.0,9.9,86.0,8.8
3925,20170418:0900,8.9,8.3,92.0,7.7
15752,20170419:0900,13.0,9.5,61.0,5.7
3925,20170419:0900,9.9,9.8,98.0,9.6
15752,20170420:0900,10.4,8.5,76.0,6.4
3925,20170420:0900,11.9,10.9,88.0,10.0
15752,20170421:0900,12.9,11.0,78.0,9.2
3925,20170421:0900,4.6,4.5,98.0,4.3
15752,20170422:0900,13.4,11.8,82.0,10.4
3925,20170422:0900,7.3,7.2,98.0,7.0
15752,20170423:0900,12.8,11.9,89.0,11.0
3925,20170423:0900,10.6,9.9,91.0,9.2
15752,20170424:0900,12.1,11.8,96.0,11.5
3925,20170424:0900,10.6,10.4,97.0,10.2
15752,20170425:0900,10.9,10.6,96.0,10.3
3925,20170425:0900,7.4,7.2,97.0,7.0
15752,20170426:0900,12.2,10.7,82.0,9.2
3925,20170426:0900,11.8,11.3,94.0,10.9
15752,20170427:0900,12.8,11.0,79.0,9.3
3925,20170427:0900,10.3,10.1,97.0,9.8
15752,20170428:0900,16.2,12.0,58.0,7.9
3925,20170428:0900,15.2,14.7,94.0,14.3
15752,20170429:0900,11.3,8.6,67.0,5.4
3925,20170429:0900,12.3,11.9,95.0,11.5
15752,20170430:0900,10.0,8.9,85.0,7.6
3925,20170430:0900,7.5,7.4,98.0,7.2
15752,20170501:0900,7.7,5.8,73.0,3.2
3925,20170501:0900,3.4,2.8,89.0,1.8
15752,20170502:0900,8.4,7.2,83.0,5.7
3925,20170502:0900,2.6,2.6,99.0,2.5
15752,20170503:0900,13.7,11.2,72.0,8.8
3925,20170503:0900,11.8,10.7,87.0,9.7
15752,20170504:0900,10.4,6.6,53.0,1.3
3925,20170504:0900,6.0,5.9,98.0,5.7
15752,20170505:0900,10.4,7.8,67.0,4.6
3925,20170505:0900,5.7,5.6,99.0,5.6
15752,20170506:0900,10.4,8.9,81.0,7.3
3925,20170506:0900,8.8,8.0,89.0,7.1
15752,20170507:0900,7.9,7.3,91.0,6.5
3925,20170507:0900,9.8,8.7,86.0,7.6
15752,20170508:0900,7.4,7.1,96.0,6.8
3925,20170508:0900,8.9,8.5,94.0,8.0
15752,20170509:0900,9.0,8.4,92.0,7.8
3925,20170509:0900,9.6,9.3,96.0,9.0
15752,20170510:0900,8.4,8.2,97.0,8.0
3925,20170510:0900,11.3,11.1,97.0,10.9
15752,20170511:0900,10.2,9.6,92.0,9.0
3925,20170511:0900,11.6,11.4,97.0,11.1
15752,20170512:0900,9.6,8.3,83.0,6.9
3925,20170512:0900,9.5,9.4,98.0,9.2
15752,20170513:0900,6.4,5.0,79.0,3.0
3925,20170513:0900,3.4,3.2,96.0,2.8
15752,20170514:0900,9.1,7.6,80.0,5.9
3925,20170514:0900,3.1,3.1,99.0,3.0
15752,20170515:0900,6.7,6.0,90.0,5.2
3925,20170515:0900,3.9,3.9,99.0,3.8
15752,20170516:0900,7.4,6.6,89.0,5.7
3925,20170516:0900,5.0,4.9,98.0,4.7
15752,20170517:0900,9.2,8.2,86.0,7.0
3925,20170517:0900,10.6,10.5,99.0,10.5
15752,20170518:0900,9.4,8.3,85.0,7.0
3925,20170518:0900,10.2,9.7,93.0,9.1
15752,20170519:0900,5.8,4.4,79.0,2.5
3925,20170519:0900,6.3,6.1,97.0,5.9
15752,20170520:0900,2.0,1.5,90.0,0.6
3925,20170520:0900,3.7,3.5,96.0,3.1
15752,20170521:0900,6.3,4.8,78.0,2.8
3925,20170521:0900,-1.7,-1.7,100.0,-1.9
15752,20170522:0900,2.8,2.0,86.0,0.7
3925,20170522:0900,-2.0,-2.0,100.0,-2.2
15752,20170523:0900,11.3,8.3,64.0,4.8
3925,20170523:0900,5.3,5.2,98.0,5.0
15752,20170524:0900,8.6,7.1,80.0,5.4
3925,20170524:0900,6.3,6.2,99.0,6.2
15752,20170525:0900,2.6,2.1,91.0,1.3
3925,20170525:0900,3.7,3.6,98.0,3.4
15752,20170526:0900,6.4,5.7,90.0,4.9
3925,20170526:0900,3.6,3.3,95.0,2.9
15752,20170527:0900,10.2,9.7,93.0,9.1
3925,20170527:0900,8.8,8.7,98.0,8.5
15752,20170528:0900,8.7,7.4,82.0,5.8
3925,20170528:0900,3.8,3.7,98.0,3.5
15752,20170529:0900,3.8,3.6,96.0,3.2
3925,20170529:0900,7.1,7.0,98.0,6.8
15752,20170530:0900,8.2,6.9,82.0,5.3
3925,20170530:0900,8.0,7.9,98.0,7.7
15752,20170531:0900,9.6,9.3,96.0,9.0
3925,20170531:0900,5.1,5.0,98.0,4.8
15752,20170601:0900,9.1,8.9,97.0,8.7
3925,20170601:0900,6.6,6.0,91.0,5.2
15752,20170602:0900,8.6,8.2,94.0,7.7
3925,20170602:0900,6.7,6.3,94.0,5.8
15752,20170603:0900,8.0,6.1,74.0,3.7
3925,20170603:0900,1.1,1.1,100.0,1.1
15752,20170604:0900,7.4,5.9,79.0,4.0
3925,20170604:0900,5.6,5.5,98.0,5.3
15752,20170605:0900,2.9,2.7,96.0,2.3
3925,20170605:0900,4.5,3.7,87.0,2.5
15752,20170606:0900,4.8,3.6,80.0,1.7
3925,20170606:0900,-0.7,-0.7,100.0,-0.8
15752,20170607:0900,4.8,3.9,86.0,2.7
3925,20170607:0900,3.1,2.9,96.0,2.5
15752,20170608:0900,8.5,7.3,84.0,6.0
3925,20170608:0900,-0.6,-0.6,100.0,-0.7
15752,20170609:0900,3.9,3.2,88.0,2.1
3925,20170609:0900,1.3,1.3,99.0,1.2
15752,20170610:0900,7.8,5.7,70.0,2.7
3925,20170610:0900,7.9,7.6,95.0,7.2
15752,20170611:0900,7.6,6.6,86.0,5.4
3925,20170611:0900,1.2,1.1,98.0,0.9
15752,20170612:0900,7.6,5.9,76.0,3.7
3925,20170612:0900,5.2,5.1,98.0,4.9
15752,20170613:0900,7.4,6.3,84.0,4.9
3925,20170613:0900,8.6,8.5,98.0,8.3
15752,20170614:0900,5.5,4.3,81.0,2.5
3925,20170614:0900,5.0,4.8,97.0,4.6
15752,20170615:0900,5.5,3.7,72.0,0.9
3925,20170615:0900,-1.3,-1.3,100.0,-1.5
15752,20170616:0900,5.1,4.3,87.0,3.1
3925,20170616:0900,4.9,4.8,98.0,4.6
15752,20170617:0900,7.8,5.9,73.0,3.3
3925,20170617:0900,2.3,2.3,99.0,2.2
15752,20170618:0900,5.7,4.9,88.0,3.9
3925,20170618:0900,0.6,0.5,98.0,0.3
15752,20170619:0900,6.6,5.3,81.0,3.6
3925,20170619:0900,6.8,6.6,97.0,6.4
15752,20170620:0900,3.3,2.6,88.0,1.5
3925,20170620:0900,7.2,6.9,96.0,6.6
15752,20170621:0900,3.2,2.5,88.0,1.4
3925,20170621:0900,2.4,2.4,99.0,2.3
15752,20170622:0900,8.2,6.2,72.0,3.5
3925,20170622:0900,5.9,5.8,99.0,5.8
15752,20170623:0900,7.8,6.2,77.0,4.0
3925,20170623:0900,8.1,5.9,70.0,3.0
15752,20170624:0900,5.2,4.4,87.0,3.2
3925,20170624:0900,5.8,5.6,97.0,5.4
15752,20170625:0900,3.6,2.7,84.0,1.2
3925,20170625:0900,7.1,6.7,94.0,6.2
15752,20170626:0900,6.5,3.4,55.0,-1.9
3925,20170626:0900,1.2,1.2,99.0,1.1
15752,20170627:0900,7.2,6.5,90.0,5.7
3925,20170627:0900,2.7,2.7,99.0,2.6
15752,20170628:0900,2.2,1.9,95.0,1.5
3925,20170628:0900,1.5,1.5,99.0,1.4
15752,20170629:0900,1.2,0.9,94.0,0.4
3925,20170629:0900,5.1,5.0,98.0,4.8
15752,20170630:0900,7.6,6.3,82.0,4.7
3925,20170630:0900,6.5,6.2,96.0,5.9
15752,20170701:0900,6.4,5.9,93.0,5.4
3925,20170701:0900,10.0,9.7,96.0,9.4
15752,20170702:0900,8.5,8.1,94.0,7.6
3925,20170702:0900,6.1,6.0,98.0,5.8
15752,20170703:0900,7.5,6.3,82.0,4.7
3925,20170703:0900,2.5,2.5,100.0,2.5
15752,20170704:0900,5.2,3.5,74.0,1.0
3925,20170704:0900,5.7,5.6,99.0,5.6
15752,20170705:0900,5.1,4.1,84.0,2.6
3925,20170705:0900,2.5,2.4,98.0,2.2
15752,20170706:0900,2.2,2.0,97.0,1.8
3925,20170706:0900,-1.4,-1.4,100.0,-1.6
15752,20170707:0900,5.5,3.5,69.0,0.3
3925,20170707:0900,1.1,1.1,100.0,1.1
15752,20170708:0900,7.0,4.9,69.0,1.7
3925,20170708:0900,3.5,3.5,99.0,3.4
15752,20170709:0900,1.9,1.3,89.0,0.3
3925,20170709:0900,2.7,2.7,99.0,2.6
15752,20170710:0900,2.9,2.3,90.0,1.4
3925,20170710:0900,2.5,2.5,99.0,2.4
15752,20170711:0900,6.0,4.9,83.0,3.4
3925,20170711:0900,5.0,4.9,98.0,4.7
15752,20170712:0900,2.1,1.6,90.0,0.7
3925,20170712:0900,3.1,1.8,78.0,-0.3
15752,20170713:0900,4.8,4.2,90.0,3.3
3925,20170713:0900,2.0,0.2,68.0,-3.3
15752,20170714:0900,5.1,4.8,95.0,4.4
3925,20170714:0900,2.3,1.4,84.0,-0.1
15752,20170715:0900,1.1,0.8,94.0,0.3
3925,20170715:0900,-3.4,-3.4,99.0,-3.8
15752,20170716:0900,6.7,3.8,58.0,-0.9
3925,20170716:0900,0.9,0.9,99.0,0.8
15752,20170717:0900,7.0,6.3,89.0,5.3
3925,20170717:0900,8.1,8.0,98.0,7.8
15752,20170718:0900,2.2,1.9,95.0,1.5
3925,20170718:0900,2.6,2.6,99.0,2.5
15752,20170719:0900,4.5,4.1,94.0,3.6
3925,20170719:0900,2.4,2.3,98.0,2.1
15752,20170720:0900,8.4,6.7,77.0,4.6
3925,20170720:0900,6.0,5.7,95.0,5.3
15752,20170721:0900,8.3,8.1,97.0,7.9
3925,20170721:0900,7.7,7.4,96.0,7.1
15752,20170722:0900,6.2,5.8,94.0,5.3
3925,20170722:0900,5.4,5.2,96.0,4.8
15752,20170723:0900,-0.2,-0.4,96.0,-0.7
3925,20170723:0900,2.6,2.5,98.0,2.3
15752,20170724:0900,8.9,6.3,65.0,2.7
3925,20170724:0900,5.2,5.1,98.0,4.9
15752,20170725:0900,3.4,2.5,84.0,1.0
3925,20170725:0900,5.1,5.0,98.0,4.8
15752,20170726:0900,8.5,5.4,58.0,0.8
3925,20170726:0900,4.7,4.6,98.0,4.4
15752,20170727:0900,6.7,6.4,96.0,6.1
3925,20170727:0900,8.2,7.8,94.0,7.3
15752,20170728:0900,2.5,1.5,82.0,-0.3
3925,20170728:0900,2.0,1.8,96.0,1.4
15752,20170729:0900,-0.2,-0.9,85.0,-2.4
3925,20170729:0900,-3.1,-3.1,97.0,-3.5
15752,20170730:0900,-0.1,-0.8,85.0,-2.3
3925,20170730:0900,-3.4,-3.4,99.0,-3.8
15752,20170731:0900,7.4,4.4,58.0,-0.3
3925,20170731:0900,2.7,2.5,97.0,2.3
15752,20170801:0900,8.8,7.8,86.0,6.6
3925,20170801:0900,7.0,6.9,98.0,6.7
15752,20170802:0900,4.8,4.4,94.0,3.9
3925,20170802:0900,3.4,3.1,95.0,2.7
15752,20170803:0900,3.7,2.6,82.0,0.9
3925,20170803:0900,-0.6,-0.7,97.0,-1.0
15752,20170804:0900,5.9,3.6,65.0,-0.1
3925,20170804:0900,-3.7,-3.7,98.0,-4.1
15752,20170805:0900,6.2,4.3,71.0,1.3
3925,20170805:0900,-1.4,-1.5,97.0,-1.8
15752,20170806:0900,8.1,5.0,58.0,0.4
3925,20170806:0900,6.9,6.6,96.0,6.3
15752,20170807:0900,7.3,5.6,75.0,3.2
3925,20170807:0900,6.4,6.3,98.0,6.1
15752,20170808:0900,8.2,6.8,80.0,5.0
3925,20170808:0900,4.7,4.6,98.0,4.4
15752,20170809:0900,9.6,8.5,86.0,7.4
3925,20170809:0900,10.4,10.3,98.0,10.1
15752,20170810:0900,9.6,8.4,84.0,7.0
3925,20170810:0900,7.6,7.4,97.0,7.2
15752,20170811:0900,9.1,8.0,85.0,6.7
3925,20170811:0900,6.3,6.2,98.0,6.0
15752,20170812:0900,8.8,7.0,75.0,4.6
3925,20170812:0900,8.6,8.3,96.0,8.0
15752,20170813:0900,8.8,5.8,60.0,1.5
3925,20170813:0900,8.5,8.2,95.0,7.8
15752,20170814:0900,5.1,4.2,86.0,3.0
3925,20170814:0900,5.7,5.2,92.0,4.5
15752,20170815:0900,2.9,2.5,93.0,1.9
3925,20170815:0900,4.3,4.1,96.0,3.7
15752,20170816:0900,7.2,5.5,75.0,3.1
3925,20170816:0900,5.9,5.7,96.0,5.3
15752,20170817:0900,11.8,9.2,69.0,6.3
3925,20170817:0900,12.3,11.4,89.0,10.6
15752,20170818:0900,10.4,7.7,66.0,4.4
3925,20170818:0900,7.7,7.5,97.0,7.3
15752,20170819:0900,5.6,5.4,97.0,5.2
3925,20170819:0900,4.7,4.6,98.0,4.4
15752,20170820:0900,7.8,7.5,95.0,7.1
3925,20170820:0900,5.9,5.3,90.0,4.4
15752,20170821:0900,6.0,4.9,83.0,3.4
3925,20170821:0900,4.5,3.6,85.0,2.2
15752,20170822:0900,7.4,4.9,65.0,1.3
3925,20170822:0900,2.9,1.9,83.0,0.3
15752,20170823:0900,7.0,5.7,81.0,4.0
3925,20170823:0900,5.4,4.7,89.0,3.7
15752,20170824:0900,9.3,7.3,73.0,4.7
3925,20170824:0900,3.2,3.2,99.0,3.1
15752,20170825:0900,9.3,8.1,84.0,6.7
3925,20170825:0900,6.4,6.1,96.0,5.8
15752,20170826:0900,10.3,8.6,78.0,6.7
3925,20170826:0900,8.3,7.8,93.0,7.2
15752,20170827:0900,12.7,9.7,66.0,6.5
3925,20170827:0900,6.3,6.2,98.0,6.0
15752,20170828:0900,11.2,9.1,74.0,6.8
3925,20170828:0900,10.4,10.2,97.0,9.9
15752,20170829:0900,10.2,8.1,73.0,5.6
3925,20170829:0900,9.0,8.8,97.0,8.6
15752,20170830:0900,9.6,7.9,78.0,6.0
3925,20170830:0900,9.2,8.8,95.0,8.5
15752,20170831:0900,8.1,7.3,89.0,6.4
3925,20170831:0900,9.2,8.5,91.0,7.8
15752,20170901:0900,7.0,6.3,90.0,5.5
3925,20170901:0900,7.6,6.1,78.0,4.0
15752,20170902:0900,4.2,3.7,92.0,3.0
3925,20170902:0900,9.2,7.2,74.0,4.8
15752,20170903:0900,5.4,4.8,91.0,4.1
3925,20170903:0900,4.6,3.4,80.0,1.5
15752,20170904:0900,8.1,5.9,70.0,3.0
3925,20170904:0900,1.7,1.6,98.0,1.4
15752,20170905:0900,8.2,6.9,82.0,5.3
3925,20170905:0900,5.7,5.3,93.0,4.7
15752,20170906:0900,10.0,8.0,74.0,5.6
3925,20170906:0900,10.6,9.5,86.0,8.4
15752,20170907:0900,8.3,6.8,79.0,4.9
3925,20170907:0900,9.2,8.5,91.0,7.8
15752,20170908:0900,7.9,5.4,65.0,1.7
3925,20170908:0900,5.1,4.9,96.0,4.5
15752,20170909:0900,9.3,4.9,44.0,-2.3
3925,20170909:0900,3.8,3.5,94.0,2.9
15752,20170910:0900,6.8,6.0,88.0,5.0
3925,20170910:0900,5.4,4.9,92.0,4.2
15752,20170911:0900,6.2,5.2,84.0,3.7
3925,20170911:0900,3.0,2.8,97.0,2.6
15752,20170912:0900,8.5,7.8,90.0,7.0
3925,20170912:0900,4.0,3.8,96.0,3.4
15752,20170913:0900,10.4,8.8,80.0,7.1
3925,20170913:0900,8.9,8.2,91.0,7.5
15752,20170914:0900,11.0,10.0,87.0,8.9
3925,20170914:0900,10.2,10.0,97.0,9.8
15752,20170915:0900,13.0,10.8,75.0,8.7
3925,20170915:0900,12.8,11.7,87.0,10.7
15752,20170916:0900,10.5,7.4,62.0,3.6
3925,20170916:0900,10.7,9.9,90.0,9.1
15752,20170917:0900,10.1,7.4,66.0,4.1
3925,20170917:0900,9.4,9.0,95.0,8.6
15752,20170918:0900,9.6,9.2,95.0,8.8
3925,20170918:0900,5.9,5.8,98.0,5.6
15752,20170919:0900,9.1,8.9,97.0,8.7
3925,20170919:0900,10.0,9.0,87.0,8.0
15752,20170920:0900,11.2,9.2,75.0,7.0
3925,20170920:0900,7.8,7.0,88.0,6.0
15752,20170921:0900,10.6,9.7,89.0,8.9
3925,20170921:0900,8.7,8.3,94.0,7.8
15752,20170922:0900,12.0,10.7,84.0,9.4
3925,20170922:0900,10.0,8.7,83.0,7.3
15752,20170923:0900,11.7,11.1,92.0,10.4
3925,20170923:0900,12.3,10.6,80.0,9.0
15752,20170924:0800,11.5,9.2,72.0,6.7
