Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
3925,20190216:0800,14.6,13.0,82.0,11.6
15752,20190217:0800,12.8,10.1,69.0,7.3
3925,20190217:0800,13.4,12.1,85.0,10.9
15752,20190218:0800,15.8,13.3,74.0,11.2
3925,20190218:0800,14.8,11.3,63.0,7.8
15752,20190219:0800,19.6,16.3,70.0,14.0
3925,20190219:0800,16.0,13.8,77.0,12.0
15752,20190220:0800,16.9,14.4,75.0,12.4
3925,20190220:0800,17.8,15.4,76.0,13.5
15752,20190221:0800,17.3,15.4,81.0,14.0
3925,20190221:0800,16.4,15.6,92.0,15.1
15752,20190222:0800,13.3,11.4,78.0,9.6
3925,20190222:0800,17.1,15.8,87.0,14.9
15752,20190223:0800,12.0,9.0,65.0,5.7
3925,20190223:0800,12.1,9.7,72.0,7.2
15752,20190224:0800,11.8,9.6,74.0,7.3
3925,20190224:0800,10.3,9.7,92.0,9.1
15752,20190225:0800,9.4,7.8,79.0,6.0
3925,20190225:0800,8.4,6.4,73.0,3.9
15752,20190226:0800,13.8,11.8,77.0,9.9
3925,20190226:0800,8.3,7.5,89.0,6.6
15752,20190227:0800,15.5,13.3,77.0,11.5
3925,20190227:0800,12.4,11.0,83.0,9.6
15752,20190228:0800,10.7,8.1,68.0,5.1
3925,20190228:0800,8.0,7.6,94.0,7.1
15752,20190301:0800,14.1,10.2,58.0,6.0
3925,20190301:0800,7.0,6.0,85.0,4.7
15752,20190302:0800,13.1,11.1,77.0,9.2
3925,20190302:0800,8.9,8.0,87.0,6.9
15752,20190303:0800,13.1,11.8,85.0,10.6
3925,20190303:0800,9.8,9.0,89.0,8.1
15752,20190304:0800,15.2,14.1,88.0,13.2
3925,20190304:0800,11.2,10.0,85.0,8.8
15752,20190305:0800,19.7,16.0,66.0,13.2
3925,20190305:0800,14.2,13.0,86.0,11.9
15752,20190306:0800,19.6,15.3,61.0,11.9
3925,20190306:0800,16.1,14.4,82.0,13.0
15752,20190307:0800,17.2,15.0,78.0,13.3
3925,20190307:0800,14.4,13.9,94.0,13.5
15752,20190308:0800,11.7,10.2,82.0,8.7
3925,20190308:0800,13.8,13.3,94.0,12.9
15752,20190309:0800,13.7,11.8,79.0,10.1
3925,20190309:0800,12.2,10.5,80.0,8.9
15752,20190310:0800,13.1,11.1,77.0,9.2
3925,20190310:0800,15.5,13.9,83.0,12.6
15752,20190311:0800,15.4,13.4,79.0,11.8
3925,20190311:0800,15.2,13.5,82.0,12.2
15752,20190312:0800,17.1,15.8,87.0,14.9
3925,20190312:0800,15.4,15.0,95.0,14.6
15752,20190313:0800,18.5,15.0,67.0,12.3
3925,20190313:0800,16.7,16.2,95.0,15.9
15752,20190314:0800,12.4,10.0,72.0,7.5
3925,20190314:0800,15.9,15.4,94.0,15.0
15752,20190315:0800,14.5,13.0,83.0,11.7
3925,20190315:0800,15.2,14.8,96.0,14.6
15752,20190316:0800,12.6,12.4,97.0,12.1
3925,20190316:0800,16.8,15.8,90.0,15.2
15752,20190317:0800,13.5,13.2,96.0,12.9
3925,20190317:0800,17.0,16.0,90.0,15.4
15752,20190318:0800,14.3,14.3,100.0,14.3
3925,20190318:0800,17.1,16.1,90.0,15.5
15752,20190319:0800,15.0,14.0,89.0,13.2
3925,20190319:0800,14.8,14.4,95.0,14.0
15752,20190320:0800,14.7,14.3,95.0,13.9
3925,20190320:0800,16.9,15.7,88.0,14.9
15752,20190321:0800,16.0,15.4,93.0,14.9
3925,20190321:0800,16.6,15.7,90.0,15.0
15752,20190322:0800,16.7,16.0,93.0,15.6
3925,20190322:0800,16.3,15.2,88.0,14.3
15752,20190323:0800,14.1,13.7,95.0,13.3
3925,20190323:0800,13.9,13.1,91.0,12.5
15752,20190324:0800,16.6,14.9,82.0,13.5
3925,20190324:0800,13.8,13.3,94.0,12.9
15752,20190325:0800,17.7,16.9,92.0,16.4
3925,20190325:0800,15.9,15.0,90.0,14.3
15752,20190326:0800,20.0,17.1,73.0,15.0
3925,20190326:0800,17.2,16.2,90.0,15.6
15752,20190327:0800,13.9,13.6,97.0,13.4
3925,20190327:0800,15.5,15.0,95.0,14.7
15752,20190328:0800,11.7,8.8,65.0,5.4
3925,20190328:0800,9.4,9.0,94.0,8.5
15752,20190329:0800,13.8,12.1,81.0,10.6
3925,20190329:0800,9.2,9.0,97.0,8.8
15752,20190330:0800,14.3,12.9,84.0,11.7
3925,20190330:0800,13.3,12.4,90.0,11.7
15752,20190331:0800,14.8,14.5,96.0,14.2
3925,20190331:0800,14.1,13.8,96.0,13.5
15752,20190401:0800,20.1,15.4,58.0,11.6
3925,20190401:0800,15.4,14.9,94.0,14.4
15752,20190402:0800,9.5,7.3,71.0,4.5
3925,20190402:0800,7.8,7.5,96.0,7.2
15752,20190403:0800,7.5,7.1,94.0,6.6
3925,20190403:0800,4.4,4.2,96.0,3.8
15752,20190404:0800,10.4,10.0,95.0,9.6
3925,20190404:0800,6.0,5.7,95.0,5.3
15752,20190405:0800,7.6,6.6,85.0,5.2
3925,20190405:0800,10.3,9.2,86.0,8.1
15752,20190406:0800,5.0,4.5,92.0,3.8
3925,20190406:0800,4.1,3.1,83.0,1.5
15752,20190407:0900,11.9,8.1,56.0,3.4
3925,20190407:0900,8.3,6.5,75.0,4.1
15752,20190408:0900,13.9,11.6,74.0,9.3
3925,20190408:0900,7.7,6.8,87.0,5.7
15752,20190409:0900,14.0,11.8,76.0,9.8
3925,20190409:0900,9.2,7.7,80.0,5.9
15752,20190410:0900,15.2,13.2,78.0,11.4
3925,20190410:0900,13.5,13.2,96.0,12.9
15752,20190411:0900,10.5,9.9,92.0,9.3
3925,20190411:0900,13.8,13.5,96.0,13.2
15752,20190412:0900,9.7,8.2,80.0,6.4
3925,20190412:0900,12.0,10.9,86.0,9.8
15752,20190413:0900,8.2,7.2,86.0,6.0
3925,20190413:0900,5.5,4.9,90.0,4.0
15752,20190414:0900,11.6,10.0,80.0,8.3
3925,20190414:0900,4.5,4.3,97.0,4.1
15752,20190415:0900,10.7,8.5,73.0,6.1
3925,20190415:0900,7.4,7.0,94.0,6.5
15752,20190416:0900,10.5,9.9,92.0,9.3
3925,20190416:0900,8.8,7.0,76.0,4.8
15752,20190417:0900,8.5,7.9,91.0,7.1
3925,20190417:0900,7.6,6.8,89.0,5.9
15752,20190418:0900,10.3,9.2,86.0,8.1
3925,20190418:0900,7.9,7.3,91.0,6.5
15752,20190419:0900,11.8,10.1,79.0,8.3
3925,20190419:0900,10.1,9.3,90.0,8.6
15752,20190420:0900,11.1,10.8,96.0,10.5
3925,20190420:0900,8.8,8.5,96.0,8.2
15752,20190421:0900,12.6,11.4,86.0,10.3
3925,20190421:0900,10.4,9.9,94.0,9.5
15752,20190422:0900,10.8,10.0,90.0,9.2
3925,20190422:0900,10.2,9.9,96.0,9.6
15752,20190423:0900,12.4,11.0,83.0,9.6
3925,20190423:0900,7.1,6.8,95.0,6.4
15752,20190424:0900,12.9,12.1,90.0,11.3
3925,20190424:0900,7.6,7.3,96.0,7.0
15752,20190425:0900,12.5,10.9,81.0,9.3
3925,20190425:0900,10.4,9.8,92.0,9.2
15752,20190426:0900,11.8,10.7,87.0,9.7
3925,20190426:0900,10.9,10.7,97.0,10.5
15752,20190427:0900,14.4,13.3,88.0,12.5
3925,20190427:0900,15.5,14.7,91.0,14.0
15752,20190428:0900,10.6,8.1,69.0,5.2
3925,20190428:0900,8.7,8.5,97.0,8.3
15752,20190429:0900,11.4,11.1,96.0,10.8
3925,20190429:0900,10.6,10.0,92.0,9.4
15752,20190430:0900,10.0,7.4,67.0,4.2
3925,20190430:0900,4.2,3.8,93.0,3.2
15752,20190501:0900,12.6,9.7,67.0,6.7
3925,20190501:0900,2.0,1.9,98.0,1.7
15752,20190502:0900,16.7,13.0,63.0,9.6
3925,20190502:0900,7.1,6.6,92.0,5.9
15752,20190503:0900,9.0,8.4,92.0,7.8
3925,20190503:0900,10.9,10.7,97.0,10.5
15752,20190504:0900,10.2,9.7,93.0,9.1
3925,20190504:0900,11.8,11.1,91.0,10.4
15752,20190505:0900,13.4,11.9,83.0,10.6
3925,20190505:0900,11.8,11.5,96.0,11.2
15752,20190506:0900,12.4,11.9,94.0,11.5
3925,20190506:0900,9.1,8.8,96.0,8.5
15752,20190507:0900,13.1,11.5,81.0,9.9
3925,20190507:0900,9.0,8.6,94.0,8.1
15752,20190508:0900,12.7,11.2,82.0,9.7
3925,20190508:0900,8.4,8.2,97.0,8.0
15752,20190509:0900,13.0,12.1,89.0,11.3
3925,20190509:0900,12.9,12.6,96.0,12.3
15752,20190510:0900,13.5,12.7,91.0,12.1
3925,20190510:0900,12.2,12.0,97.0,11.8
15752,20190511:0900,12.5,12.3,98.0,12.2
3925,20190511:0900,12.8,12.1,92.0,11.5
15752,20190512:0900,11.3,10.8,94.0,10.4
3925,20190512:0900,11.2,10.7,94.0,10.3
15752,20190513:0900,8.6,6.5,71.0,3.7
3925,20190513:0900,9.0,8.5,93.0,7.9
15752,20190514:0900,10.7,7.5,61.0,3.5
3925,20190514:0900,8.4,8.2,97.0,8.0
15752,20190515:0900,12.7,8.2,49.0,2.3
3925,20190515:0900,9.6,9.3,96.0,9.0
15752,20190516:0900,6.0,5.4,91.0,4.7
3925,20190516:0900,8.6,8.3,96.0,8.0
15752,20190517:0900,6.8,5.2,76.0,2.9
3925,20190517:0900,6.3,5.4,86.0,4.2
15752,20190518:0900,13.5,9.4,55.0,4.7
3925,20190518:0900,5.8,5.6,97.0,5.4
15752,20190519:0900,8.4,6.4,72.0,3.7
3925,20190519:0900,9.4,9.0,94.0,8.5
15752,20190520:0900,11.7,9.5,73.0,7.0
3925,20190520:0900,7.1,6.8,96.0,6.5
15752,20190521:0900,7.0,6.7,95.0,6.3
3925,20190521:0900,6.0,5.8,96.0,5.4
15752,20190522:0900,8.6,8.0,92.0,7.4
3925,20190522:0900,6.0,5.4,90.0,4.5
15752,20190523:0900,9.5,8.3,84.0,6.9
3925,20190523:0900,8.6,8.2,94.0,7.7
15752,20190524:0900,6.8,6.4,94.0,5.9
3925,20190524:0900,7.6,6.8,89.0,5.9
15752,20190525:0900,12.6,9.2,61.0,5.3
3925,20190525:0900,7.7,7.4,96.0,7.1
15752,20190526:0900,15.7,11.1,53.0,6.2
3925,20190526:0900,6.4,6.2,97.0,6.0
15752,20190527:0900,16.3,11.5,52.0,6.5
3925,20190527:0900,9.5,9.4,98.0,9.2
15752,20190528:0900,11.2,10.1,86.0,9.0
3925,20190528:0900,11.8,11.3,94.0,10.9
15752,20190529:0900,7.7,7.3,94.0,6.8
3925,20190529:0900,8.7,8.5,97.0,8.3
15752,20190530:0900,9.2,8.2,86.0,7.0
3925,20190530:0900,13.5,12.6,90.0,11.9
15752,20190531:0900,6.6,6.3,96.0,6.0
3925,20190531:0900,8.1,7.8,96.0,7.5
15752,20190601:0900,5.3,4.7,91.0,4.0
3925,20190601:0900,4.7,4.5,96.0,4.1
15752,20190602:0900,4.9,4.4,92.0,3.7
3925,20190602:0900,1.1,0.6,91.0,-0.2
15752,20190603:0900,7.3,5.6,75.0,3.2
3925,20190603:0900,-2.6,-2.6,98.0,-2.9
15752,20190604:0900,5.1,4.0,82.0,2.3
3925,20190604:0900,4.9,4.7,97.0,4.5
15752,20190605:0900,6.0,4.2,73.0,1.6
3925,20190605:0900,2.5,2.3,96.0,1.9
15752,20190606:0900,8.1,5.2,60.0,0.8
3925,20190606:0900,-1.5,-1.5,98.0,-1.7
15752,20190607:0900,7.4,6.1,81.0,4.4
3925,20190607:0900,0.7,0.6,98.0,0.4
15752,20190608:0900,8.0,5.9,71.0,3.1
3925,20190608:0900,6.2,6.0,97.0,5.8
15752,20190609:0900,3.5,2.8,88.0,1.7
3925,20190609:0900,3.0,2.9,98.0,2.7
15752,20190610:0900,10.3,8.3,75.0,6.1
3925,20190610:0900,5.2,5.1,98.0,4.9
15752,20190611:0900,8.6,7.7,88.0,6.7
3925,20190611:0900,6.2,6.1,98.0,5.9
15752,20190612:0900,8.4,7.5,87.0,6.4
3925,20190612:0900,9.8,9.6,97.0,9.4
15752,20190613:0900,9.4,8.4,87.0,7.4
3925,20190613:0900,6.3,6.3,100.0,6.3
15752,20190614:0900,10.4,8.7,78.0,6.7
3925,20190614:0900,6.8,6.8,100.0,6.8
15752,20190615:0900,9.7,9.0,90.0,8.2
3925,20190615:0900,8.6,8.6,100.0,8.6
15752,20190616:0900,7.4,5.4,71.0,2.5
3925,20190616:0900,7.2,7.2,100.0,7.2
15752,20190617:0900,5.2,4.2,84.0,2.7
3925,20190617:0900,4.5,4.4,99.0,4.4
15752,20190618:0900,6.5,4.8,75.0,2.4
3925,20190618:0900,-0.5,-0.5,100.0,-0.6
15752,20190619:0900,2.1,1.3,86.0,0.0
3925,20190619:0900,-1.9,-,-,-
15752,20190620:0900,2.3,1.6,88.0,0.5
3925,20190620:0900,0.0,0.0,100.0,0.0
15752,20190621:0900,4.7,3.6,82.0,1.9
3925,20190621:0900,6.2,6.2,100.0,6.2
15752,20190622:0900,4.7,3.5,80.0,1.6
3925,20190622:0900,3.7,3.7,100.0,3.7
15752,20190623:0900,3.0,2.8,96.0,2.4
3925,20190623:0900,2.1,2.1,100.0,2.1
15752,20190624:0900,8.1,7.0,84.0,5.6
3925,20190624:0900,-0.1,-0.1,100.0,-0.1
15752,20190625:0900,4.1,3.6,92.0,2.9
3925,20190625:0900,-1.1,-,-,-
15752,20190626:0900,4.9,3.5,78.0,1.4
3925,20190626:0900,-1.3,-,-,-
15752,20190627:0900,8.8,6.5,69.0,3.5
3925,20190627:0900,-1.2,-,-,-
15752,20190628:0900,4.2,3.2,84.0,1.8
3925,20190628:0900,-0.5,-0.5,100.0,-0.6
15752,20190629:0900,3.8,2.7,82.0,1.0
3925,20190629:0900,1.8,1.8,100.0,1.8
15752,20190630:0900,8.1,6.1,72.0,3.4
3925,20190630:0900,2.7,2.7,100.0,2.7
15752,20190701:0900,5.0,4.0,84.0,2.5
3925,20190701:0900,1.6,1.6,100.0,1.6
15752,20190702:0900,4.4,4.1,95.0,3.7
3925,20190702:0900,4.7,4.7,100.0,4.7
15752,20190703:0900,13.3,10.2,65.0,6.9
3925,20190703:0900,13.6,13.3,96.0,13.0
15752,20190704:0900,8.7,6.9,75.0,4.5
3925,20190704:0900,6.3,6.0,96.0,5.7
15752,20190705:0900,7.3,5.5,74.0,3.0
3925,20190705:0900,1.6,1.2,93.0,0.6
15752,20190706:0900,9.5,8.0,80.0,6.2
3925,20190706:0900,-1.0,-1.0,99.0,-1.1
15752,20190707:0900,7.0,3.6,52.0,-2.1
3925,20190707:0900,-1.6,-1.6,100.0,-1.8
15752,20190708:0900,6.5,4.3,68.0,1.0
3925,20190708:0900,6.5,5.9,91.0,5.2
15752,20190709:0900,1.5,0.9,88.0,-0.2
3925,20190709:0900,5.2,5.2,100.0,5.2
15752,20190710:0900,9.9,8.2,78.0,6.3
3925,20190710:0900,5.4,5.4,100.0,5.4
15752,20190711:0900,7.6,6.5,84.0,5.1
3925,20190711:0900,6.6,6.6,100.0,6.6
15752,20190712:0900,8.2,7.4,89.0,6.5
3925,20190712:0900,6.8,6.7,99.0,6.7
15752,20190713:0900,11.7,8.1,57.0,3.5
3925,20190713:0900,5.8,5.8,100.0,5.8
15752,20190714:0900,9.1,8.1,86.0,6.9
3925,20190714:0900,10.7,10.2,93.0,9.6
15752,20190715:0900,1.5,1.0,90.0,0.0
3925,20190715:0900,4.4,4.4,100.0,4.4
15752,20190716:0900,4.7,3.8,86.0,2.6
3925,20190716:0900,7.2,6.9,96.0,6.6
15752,20190717:0900,3.0,2.4,89.0,1.4
3925,20190717:0900,6.8,6.8,100.0,6.8
15752,20190718:0900,2.3,1.4,83.0,-0.3
3925,20190718:0900,3.2,3.2,100.0,3.2
15752,20190719:0900,8.1,6.9,83.0,5.4
3925,20190719:0900,6.9,6.9,100.0,6.9
15752,20190720:0900,9.3,9.2,99.0,9.2
3925,20190720:0900,6.7,6.6,98.0,6.4
15752,20190721:0900,10.0,10.0,100.0,10.0
3925,20190721:0900,7.7,7.5,97.0,7.3
15752,20190722:0900,9.2,8.9,96.0,8.6
3925,20190722:0900,4.0,4.0,100.0,4.0
15752,20190723:0900,8.2,8.1,98.0,7.9
3925,20190723:0900,5.2,5.1,99.0,5.1
15752,20190724:0900,8.5,7.4,85.0,6.1
3925,20190724:0900,3.7,3.7,100.0,3.7
15752,20190725:0900,8.5,6.9,78.0,4.9
3925,20190725:0900,3.9,3.9,100.0,3.9
15752,20190726:0900,5.7,5.4,95.0,5.0
3925,20190726:0900,1.7,-,-,-
15752,20190727:0900,7.3,6.8,93.0,6.2
3925,20190727:0900,4.1,4.1,100.0,4.1
15752,20190728:0900,8.2,7.6,91.0,6.8
3925,20190728:0900,6.0,6.0,100.0,6.0
15752,20190729:0900,6.5,6.2,95.0,5.8
3925,20190729:0900,5.4,5.4,100.0,5.4
15752,20190730:0900,8.5,8.2,96.0,7.9
3925,20190730:0900,8.8,-,-,-
15752,20190731:0900,5.7,4.6,83.0,3.0
3925,20190731:0900,4.8,-,-,-
15752,20190801:0900,6.7,5.6,83.0,4.0
3925,20190801:0900,-1.5,-,-,-
15752,20190802:0900,7.0,4.9,70.0,1.9
3925,20190802:0900,3.6,-,-,-
15752,20190803:0900,7.1,5.4,75.0,3.0
3925,20190803:0900,2.7,-,-,-
15752,20190804:0900,3.5,1.9,72.0,-1.0
3925,20190804:0900,2.8,-,-,-
15752,20190805:0900,2.6,1.6,82.0,-0.1
3925,20190805:0900,0.9,-,-,-
15752,20190806:0900,8.3,5.4,61.0,1.2
3925,20190806:0900,2.6,-,-,-
15752,20190807:0900,8.3,5.4,60.0,1.0
3925,20190807:0900,4.0,-,-,-
15752,20190808:0900,8.4,6.8,78.0,4.8
3925,20190808:0900,5.0,-,-,-
15752,20190809:0900,6.6,5.3,80.0,3.4
3925,20190809:0900,7.2,-,-,-
15752,20190810:0900,5.9,3.9,69.0,0.7
3925,20190810:0900,6.5,-,-,-
15752,20190811:0900,6.5,6.2,96.0,5.9
3925,20190811:0900,6.0,-,-,-
15752,20190812:0900,4.4,4.2,96.0,3.8
3925,20190812:0900,4.2,-,-,-
15752,20190813:0900,6.1,4.3,73.0,1.7
3925,20190813:0900,6.2,-,-,-
15752,20190814:0900,5.6,3.9,73.0,1.2
3925,20190814:0900,6.5,6.4,98.0,6.2
15752,20190815:0900,5.3,4.0,79.0,2.0
3925,20190815:0900,4.6,-,-,-
15752,20190816:0900,9.8,7.2,66.0,3.8
3925,20190816:0900,5.6,-,-,-
15752,20190817:0900,7.2,4.5,61.0,0.2
3925,20190817:0900,8.6,-,-,-
15752,20190818:0900,4.5,3.4,82.0,1.7
3925,20190818:0900,2.0,1.1,84.0,-0.4
15752,20190819:0900,4.5,3.2,78.0,1.0
3925,20190819:0900,-1.5,-,-,-
15752,20190820:0900,8.7,6.0,64.0,2.3
3925,20190820:0900,7.5,5.9,77.0,3.8
15752,20190821:0900,8.2,6.6,78.0,4.6
3925,20190821:0900,5.5,-,-,-
15752,20190822:0900,7.7,7.3,94.0,6.8
3925,20190822:0900,6.1,-,-,-
15752,20190823:0900,6.6,5.5,84.0,4.1
3925,20190823:0900,6.3,-,-,-
15752,20190824:0900,7.6,5.6,72.0,2.9
3925,20190824:0900,2.3,-,-,-
15752,20190825:0900,8.8,6.7,72.0,4.1
3925,20190825:0900,5.5,-,-,-
15752,20190826:0900,8.8,8.2,92.0,7.6
3925,20190826:0900,9.4,-,-,-
15752,20190827:0900,8.1,5.5,64.0,1.7
3925,20190827:0900,5.5,-,-,-
15752,20190828:0900,7.6,6.1,79.0,4.2
3925,20190828:0900,5.2,-,-,-
3925,20190829:0900,6.8,-,-,-
15752,20190830:0900,5.6,3.8,72.0,1.0
3925,20190830:0900,6.9,6.4,92.0,5.7
15752,20190831:0900,11.4,7.8,57.0,3.2
3925,20190831:0900,8.4,7.8,91.0,7.0
15752,20190901:0900,8.0,7.1,87.0,6.0
3925,20190901:0900,2.7,-,-,-
15752,20190902:0900,9.7,7.4,70.0,4.5
3925,20190902:0900,8.5,8.5,100.0,8.5
15752,20190903:0900,8.8,7.0,75.0,4.6
3925,20190903:0900,2.4,-,-,-
15752,20190904:0900,8.4,7.1,82.0,5.5
3925,20190904:0900,8.3,8.3,100.0,8.3
15752,20190905:0900,9.1,8.1,87.0,7.1
3925,20190905:0900,7.9,-,-,-
15752,20190906:0900,8.8,7.0,75.0,4.6
3925,20190906:0900,8.9,8.9,100.0,8.9
15752,20190907:0900,6.4,4.6,73.0,1.9
3925,20190907:0900,4.5,4.3,97.0,4.1
15752,20190908:0900,6.1,3.1,56.0,-2.0
3925,20190908:0900,5.5,5.3,96.0,4.9
15752,20190909:0900,6.7,4.2,63.0,0.2
3925,20190909:0900,6.2,3.6,62.0,-0.5
15752,20190910:0900,7.5,4.0,52.0,-1.7
3925,20190910:0900,3.1,1.7,76.0,-0.7
15752,20190911:0900,8.1,5.6,66.0,2.2
3925,20190911:0900,5.7,5.5,96.0,5.1
15752,20190912:0900,14.6,7.6,29.0,-3.2
3925,20190912:0900,6.9,-,-,-
15752,20190913:0900,8.6,6.7,74.0,4.3
3925,20190913:0900,10.8,10.8,100.0,10.8
15752,20190914:0900,7.5,4.9,63.0,0.9
3925,20190914:0900,8.7,-,-,-
15752,20190915:0900,7.5,5.7,74.0,3.2
3925,20190915:0900,8.0,-,-,-
15752,20190916:0900,13.5,6.9,30.0,-3.7
3925,20190916:0900,7.8,-,-,-
15752,20190917:0900,7.6,4.1,52.0,-1.6
3925,20190917:0900,8.7,7.6,85.0,6.3
15752,20190918:0900,10.0,5.1,39.0,-3.3
3925,20190918:0900,3.8,-,-,-
15752,20190919:0900,12.0,7.3,46.0,0.8
3925,20190919:0900,8.0,6.5,79.0,4.6
15752,20190920:0900,11.6,8.3,61.0,4.4
3925,20190920:0900,5.4,-,-,-
15752,20190921:0900,11.7,9.0,68.0,6.0
3925,20190921:0900,8.1,7.5,91.0,6.7
15752,20190922:0900,9.6,7.8,77.0,5.8
3925,20190922:0900,11.1,8.7,71.0,6.1
15752,20190923:0900,10.0,7.9,73.0,5.4
3925,20190923:0900,10.3,9.4,88.0,8.4
15752,20190924:0900,9.6,5.8,52.0,0.3
3925,20190924:0900,10.9,8.4,69.0,5.5
15752,20190925:0900,8.3,5.4,61.0,1.2
3925,20190925:0900,6.2,-,-,-
15752,20190926:0900,5.3,3.9,78.0,1.8
3925,20190926:0900,3.6,3.6,100.0,3.6
15752,20190927:0900,9.9,7.8,73.0,5.3
3925,20190927:0900,8.7,-,-,-
15752,20190928:0900,16.3,9.4,34.0,0.5
3925,20190928:0900,9.4,-,-,-
15752,20190929:0800,8.7,8.1,92.0,7.5
3925,20190929:0800,9.4,-,-,-
15752,20190930:0800,8.9,8.2,90.0,7.4
