Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
3925,20160928:0800,10.9,10.8,98.0,10.6
15752,20160929:0800,11.7,10.8,89.0,10.0
3925,20160929:0800,10.6,10.1,94.0,9.7
15752,20160930:0800,11.2,10.1,86.0,9.0
3925,20160930:0800,11.7,11.4,96.0,11.1
15752,20161001:0800,10.4,9.8,92.0,9.2
3925,20161001:0800,11.8,11.2,93.0,10.7
15752,20161002:0800,9.6,9.2,95.0,8.8
3925,20161002:0800,11.4,11.2,97.0,11.0
15752,20161003:0800,8.9,8.4,93.0,7.8
3925,20161003:0800,10.0,10.0,100.0,10.0
15752,20161004:0800,9.6,8.8,89.0,7.9
3925,20161004:0800,11.5,11.1,95.0,10.7
15752,20161005:0800,10.9,10.4,94.0,10.0
3925,20161005:0800,10.2,9.9,96.0,9.6
15752,20161006:0800,9.0,8.3,91.0,7.6
3925,20161006:0800,10.6,10.1,94.0,9.7
15752,20161007:0800,8.3,6.2,71.0,3.4
3925,20161007:0800,7.1,6.6,93.0,6.1
15752,20161008:0800,9.9,8.4,81.0,6.8
3925,20161008:0800,6.0,5.8,97.0,5.6
15752,20161009:0800,8.8,6.3,66.0,2.8
3925,20161009:0800,8.5,8.1,94.0,7.6
15752,20161010:0800,10.7,6.9,54.0,1.8
3925,20161010:0800,4.6,4.2,93.0,3.6
15752,20161011:0800,15.3,9.8,44.0,3.1
3925,20161011:0800,11.3,9.7,80.0,8.0
15752,20161012:0800,9.1,7.8,82.0,6.2
3925,20161012:0800,8.2,8.1,98.0,7.9
15752,20161013:0800,9.9,7.0,63.0,3.2
3925,20161013:0800,7.8,7.7,98.0,7.5
15752,20161014:0800,8.1,6.3,75.0,4.0
3925,20161014:0800,8.7,8.5,97.0,8.3
15752,20161015:0800,10.5,8.4,74.0,6.1
3925,20161015:0800,8.0,6.7,82.0,5.1
15752,20161016:0800,13.6,9.6,56.0,5.0
3925,20161016:0800,9.2,8.2,86.0,7.0
15752,20161017:0800,20.4,12.2,32.0,3.2
3925,20161017:0800,7.9,7.8,99.0,7.8
15752,20161018:0800,19.3,12.5,40.0,5.4
3925,20161018:0800,10.6,10.1,93.0,9.5
15752,20161019:0800,13.4,11.6,79.0,9.8
3925,20161019:0800,15.0,13.5,84.0,12.3
15752,20161020:0800,10.2,9.1,86.0,8.0
3925,20161020:0800,10.6,10.1,94.0,9.7
15752,20161021:0800,8.6,7.3,82.0,5.7
3925,20161021:0800,9.7,8.5,84.0,7.2
15752,20161022:0800,12.6,8.7,56.0,4.1
3925,20161022:0800,6.7,5.4,80.0,3.5
15752,20161023:0800,12.3,10.4,78.0,8.6
3925,20161023:0800,11.1,9.2,77.0,7.2
15752,20161024:0800,11.6,11.0,92.0,10.4
3925,20161024:0800,9.9,9.4,93.0,8.8
15752,20161025:0800,12.3,11.6,91.0,10.9
3925,20161025:0800,11.0,10.5,94.0,10.1
15752,20161026:0800,12.0,11.3,91.0,10.6
3925,20161026:0800,11.2,10.6,92.0,10.0
15752,20161027:0800,11.4,10.4,88.0,9.5
3925,20161027:0800,11.9,11.3,93.0,10.8
15752,20161028:0800,12.7,12.0,91.0,11.3
3925,20161028:0800,10.5,9.8,91.0,9.1
15752,20161029:0800,5.6,4.9,89.0,3.9
3925,20161029:0800,8.5,7.9,91.0,7.1
15752,20161030:0800,10.9,6.8,51.0,1.2
3925,20161030:0800,4.7,4.6,98.0,4.4
15752,20161031:0800,11.8,8.2,58.0,3.8
3925,20161031:0800,9.1,8.0,85.0,6.7
15752,20161101:0800,12.2,10.1,75.0,7.9
3925,20161101:0800,8.9,8.0,88.0,7.0
15752,20161102:0800,11.2,9.5,79.0,7.7
3925,20161102:0800,12.1,11.0,87.0,10.0
15752,20161103:0800,12.6,10.5,75.0,8.3
3925,20161103:0800,8.5,8.2,96.0,7.9
15752,20161104:0800,10.4,7.0,58.0,2.5
3925,20161104:0800,8.2,7.9,96.0,7.6
15752,20161105:0800,11.8,9.6,74.0,7.3
3925,20161105:0800,10.2,9.7,94.0,9.3
15752,20161106:0800,12.9,11.5,83.0,10.1
3925,20161106:0800,12.7,11.3,83.0,9.9
15752,20161107:0800,13.3,11.1,75.0,9.0
3925,20161107:0800,8.8,8.5,96.0,8.2
15752,20161108:0800,12.8,10.8,77.0,8.9
3925,20161108:0800,10.7,9.0,79.0,7.2
15752,20161109:0800,13.7,13.0,92.0,12.4
3925,20161109:0800,12.8,11.9,89.0,11.0
15752,20161110:0800,13.7,9.9,58.0,5.6
3925,20161110:0800,13.2,12.9,96.0,12.6
15752,20161111:0800,12.2,10.8,83.0,9.4
3925,20161111:0800,15.0,14.5,94.0,14.1
15752,20161112:0800,8.3,7.7,91.0,6.9
3925,20161112:0800,12.6,11.5,87.0,10.5
15752,20161113:0800,10.5,8.0,69.0,5.1
3925,20161113:0800,12.3,10.6,80.0,9.0
15752,20161114:0800,12.1,10.2,77.0,8.2
3925,20161114:0800,10.0,9.0,87.0,8.0
15752,20161115:0800,11.4,11.2,97.0,11.0
3925,20161115:0800,18.1,16.2,81.0,14.8
15752,20161116:0800,11.1,10.7,95.0,10.3
3925,20161116:0800,12.2,11.7,94.0,11.3
15752,20161117:0800,10.2,8.5,78.0,6.5
3925,20161117:0800,9.8,9.4,94.0,8.9
15752,20161118:0800,10.3,7.4,64.0,3.8
3925,20161118:0800,10.0,7.6,69.0,4.6
15752,20161119:0800,13.7,10.5,65.0,7.3
3925,20161119:0800,14.5,13.3,87.0,12.4
15752,20161120:0800,12.8,7.9,45.0,1.2
3925,20161120:0800,11.5,10.4,86.0,9.3
15752,20161121:0800,18.6,13.2,51.0,8.3
3925,20161121:0800,11.9,10.6,84.0,9.3
15752,20161122:0800,16.9,14.6,77.0,12.9
3925,20161122:0800,14.0,12.1,79.0,10.4
15752,20161123:0800,14.0,12.9,87.0,11.9
3925,20161123:0800,14.8,13.0,80.0,11.4
15752,20161124:0800,7.6,7.0,91.0,6.2
3925,20161124:0800,16.9,15.4,85.0,14.4
15752,20161125:0800,13.3,12.2,87.0,11.2
3925,20161125:0800,12.8,12.2,93.0,11.7
15752,20161126:0800,15.2,9.3,40.0,1.7
3925,20161126:0800,12.2,11.3,89.0,10.5
15752,20161127:0800,10.6,7.2,58.0,2.7
3925,20161127:0800,10.1,9.3,90.0,8.6
15752,20161128:0800,10.0,6.4,55.0,1.4
3925,20161128:0800,7.3,7.1,97.0,6.9
15752,20161129:0800,12.8,10.9,78.0,9.1
3925,20161129:0800,11.4,11.3,98.0,11.1
15752,20161130:0800,9.2,6.1,60.0,1.9
3925,20161130:0800,12.9,11.9,88.0,11.0
15752,20161201:0800,10.8,7.3,57.0,2.6
3925,20161201:0800,10.1,8.8,83.0,7.4
15752,20161202:0800,11.5,8.8,68.0,5.8
3925,20161202:0800,13.6,10.5,65.0,7.2
15752,20161203:0800,14.0,11.4,71.0,8.8
3925,20161203:0800,13.3,11.0,74.0,8.8
15752,20161204:0800,12.8,10.0,68.0,7.1
3925,20161204:0800,13.6,11.8,80.0,10.2
15752,20161205:0800,14.5,11.6,69.0,8.9
3925,20161205:0800,15.6,13.1,74.0,11.0
15752,20161206:0800,13.8,11.9,79.0,10.2
3925,20161206:0800,12.4,11.4,88.0,10.5
15752,20161207:0800,11.8,11.0,90.0,10.2
3925,20161207:0800,16.2,14.7,84.0,13.5
15752,20161208:0800,12.4,11.5,89.0,10.6
3925,20161208:0800,15.7,14.9,91.0,14.3
15752,20161209:0800,15.5,13.4,78.0,11.7
3925,20161209:0800,16.7,14.8,80.0,13.2
15752,20161210:0800,19.5,13.9,50.0,8.8
3925,20161210:0800,14.1,13.4,92.0,12.8
15752,20161211:0800,11.5,8.5,64.0,4.9
3925,20161211:0800,10.4,9.8,92.0,9.2
15752,20161212:0800,10.4,8.0,70.0,5.2
3925,20161212:0800,11.7,10.6,87.0,9.6
15752,20161213:0800,12.2,8.4,56.0,3.7
3925,20161213:0800,8.8,8.1,90.0,7.3
15752,20161214:0800,15.5,12.4,68.0,9.6
3925,20161214:0800,11.8,10.4,83.0,9.0
15752,20161215:0800,15.4,9.6,42.0,2.6
3925,20161215:0800,16.3,15.9,96.0,15.7
15752,20161216:0800,14.0,8.5,42.0,1.3
3925,20161216:0800,10.0,9.0,87.0,8.0
15752,20161217:0800,14.9,11.7,66.0,8.6
3925,20161217:0800,14.9,12.1,70.0,9.5
15752,20161218:0800,16.8,13.2,64.0,10.0
3925,20161218:0800,13.9,11.0,68.0,8.1
15752,20161219:0800,15.7,9.5,39.0,1.8
3925,20161219:0800,12.6,10.8,79.0,9.1
15752,20161220:0800,13.0,9.5,60.0,5.4
3925,20161220:0800,11.5,9.6,77.0,7.6
15752,20161221:0800,15.8,13.6,77.0,11.8
3925,20161221:0800,12.2,10.6,81.0,9.1
15752,20161222:0800,15.1,11.7,64.0,8.4
3925,20161222:0800,16.7,15.9,92.0,15.4
15752,20161223:0800,12.6,9.6,65.0,6.2
3925,20161223:0800,11.6,9.7,77.0,7.7
15752,20161224:0800,14.7,10.7,58.0,6.5
3925,20161224:0800,8.7,8.1,92.0,7.5
15752,20161225:0800,12.6,10.0,70.0,7.3
3925,20161225:0800,14.7,12.4,75.0,10.3
15752,20161226:0800,13.4,10.8,71.0,8.3
3925,20161226:0800,14.4,12.3,77.0,10.4
15752,20161227:0800,20.8,14.5,47.0,9.1
3925,20161227:0800,13.5,12.0,83.0,10.7
15752,20161228:0800,12.7,8.7,55.0,3.9
3925,20161228:0800,13.4,10.9,72.0,8.5
15752,20161229:0800,12.5,9.0,60.0,5.0
3925,20161229:0800,11.3,9.5,78.0,7.6
15752,20161230:0800,13.2,10.5,69.0,7.6
3925,20161230:0800,13.1,11.0,76.0,9.0
