Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
15752,20180102:0300,14.3,13.4,90.0,12.7
3925,20180102:0300,16.3,15.2,88.0,14.3
15752,20180102:0400,14.2,13.4,91.0,12.8
3925,20180102:0400,15.9,15.0,90.0,14.3
15752,20180102:0500,14.3,13.8,94.0,13.4
3925,20180102:0500,16.1,15.0,88.0,14.1
15752,20180102:0600,13.4,12.8,93.0,12.3
3925,20180102:0600,16.4,15.3,88.0,14.4
15752,20180102:0700,15.8,14.6,87.0,13.6
3925,20180102:0700,17.8,16.2,84.0,15.1
15752,20180102:0800,17.8,14.6,69.0,12.1
3925,20180102:0800,19.2,17.1,80.0,15.7
15752,20180102:0900,18.3,15.0,68.0,12.3
3925,20180102:0900,21.0,17.8,72.0,15.8
15752,20180102:1000,18.9,15.7,70.0,13.3
3925,20180102:1000,23.6,18.9,62.0,15.9
15752,20180102:1100,20.3,16.6,67.0,14.0
3925,20180102:1100,25.0,19.3,56.0,15.6
15752,20180102:1200,21.3,17.4,66.0,14.7
3925,20180102:1200,27.3,19.0,42.0,13.3
15752,20180102:1300,21.5,17.3,64.0,14.4
3925,20180102:1300,28.2,18.8,37.0,12.2
15752,20180102:1400,21.0,17.2,67.0,14.6
3925,20180102:1400,27.7,19.8,45.0,14.7
15752,20180102:1500,19.2,16.1,71.0,13.8
3925,20180102:1500,27.2,19.9,48.0,15.3
15752,20180102:1600,19.4,16.3,71.0,14.0
3925,20180102:1600,25.7,19.4,53.0,15.4
15752,20180102:1700,18.9,15.9,72.0,13.8
3925,20180102:1700,24.5,18.8,56.0,15.2
15752,20180102:1800,18.4,15.7,74.0,13.7
3925,20180102:1800,23.7,18.4,58.0,15.0
15752,20180102:1900,17.8,15.5,77.0,13.7
3925,20180102:1900,23.0,18.0,59.0,14.6
15752,20180102:2000,16.2,14.8,85.0,13.7
3925,20180102:2000,22.2,17.7,62.0,14.6
15752,20180102:2100,15.0,14.3,92.0,13.7
3925,20180102:2100,21.4,17.2,64.0,14.3
15752,20180102:2200,14.9,14.5,95.0,14.1
3925,20180102:2200,20.8,17.2,68.0,14.7
15752,20180102:2300,14.8,14.6,98.0,14.5
3925,20180102:2300,20.4,17.0,69.0,14.5
15752,20180103:0000,15.0,14.9,99.0,14.8
3925,20180103:0000,20.1,16.9,71.0,14.7
15752,20180103:0100,15.1,14.8,97.0,14.6
3925,20180103:0100,19.9,17.0,73.0,14.9
15752,20180103:0200,15.2,14.8,96.0,14.6
3925,20180103:0200,19.3,16.8,76.0,15.0
15752,20180103:0300,15.0,14.7,97.0,14.5
3925,20180103:0300,19.2,16.9,78.0,15.3
15752,20180103:0400,14.9,14.7,98.0,14.6
3925,20180103:0400,17.9,16.1,82.0,14.8
15752,20180103:0500,14.9,14.7,98.0,14.6
3925,20180103:0500,16.9,15.5,86.0,14.6
15752,20180103:0600,15.1,14.7,95.0,14.3
3925,20180103:0600,16.5,15.4,88.0,14.5
15752,20180103:0700,15.5,14.3,87.0,13.3
3925,20180103:0700,18.9,16.5,77.0,14.8
15752,20180103:0800,16.5,15.0,84.0,13.8
3925,20180103:0800,20.8,17.4,70.0,15.1
15752,20180103:0900,16.9,15.6,87.0,14.7
3925,20180103:0900,22.8,17.8,59.0,14.4
15752,20180103:1000,17.8,16.1,83.0,14.9
3925,20180103:1000,22.9,17.2,54.0,13.1
15752,20180103:1100,17.1,16.1,90.0,15.5
3925,20180103:1100,24.7,17.5,46.0,12.3
15752,20180103:1200,19.6,17.4,79.0,15.9
3925,20180103:1200,26.5,17.7,38.0,11.0
15752,20180103:1300,19.7,17.3,78.0,15.8
3925,20180103:1300,27.4,17.7,34.0,10.2
15752,20180103:1400,20.2,17.6,76.0,15.8
3925,20180103:1400,28.3,17.8,31.0,9.6
15752,20180103:1500,20.4,17.8,76.0,16.0
3925,20180103:1500,28.8,18.3,32.0,10.5
15752,20180103:1600,18.8,17.2,84.0,16.1
3925,20180103:1600,28.7,18.3,32.0,10.4
15752,20180103:1700,17.3,16.6,93.0,16.2
3925,20180103:1700,26.8,18.7,43.0,13.2
15752,20180103:1800,18.1,16.9,88.0,16.1
3925,20180103:1800,26.1,18.7,46.0,13.6
15752,20180103:1900,17.4,16.8,94.0,16.4
3925,20180103:1900,24.5,18.3,52.0,14.0
15752,20180103:2000,17.4,16.8,94.0,16.4
3925,20180103:2000,22.1,17.1,58.0,13.5
15752,20180103:2100,16.4,16.4,100.0,16.4
3925,20180103:2100,20.1,16.3,66.0,13.6
15752,20180103:2200,16.2,16.1,99.0,16.0
3925,20180103:2200,18.5,15.8,74.0,13.8
15752,20180103:2300,16.5,16.3,98.0,16.2
3925,20180103:2300,17.2,14.9,77.0,13.1
15752,20180104:0000,16.3,16.3,100.0,16.3
3925,20180104:0000,16.3,14.5,81.0,13.0
15752,20180104:0100,16.3,16.3,100.0,16.3
3925,20180104:0100,15.7,14.0,82.0,12.6
15752,20180104:0200,16.2,16.2,100.0,16.2
3925,20180104:0200,14.9,13.5,85.0,12.4
15752,20180104:0300,16.1,16.1,100.0,16.1
3925,20180104:0300,14.4,13.2,87.0,12.3
15752,20180104:0400,15.9,15.9,100.0,15.9
3925,20180104:0400,13.9,12.9,88.0,12.0
15752,20180104:0500,14.9,14.9,100.0,14.9
3925,20180104:0500,13.6,12.7,89.0,11.8
15752,20180104:0600,15.7,15.7,100.0,15.7
3925,20180104:0600,13.9,12.9,88.0,12.0
15752,20180104:0700,16.5,16.3,98.0,16.2
3925,20180104:0700,16.5,14.6,80.0,13.0
15752,20180104:0800,17.0,16.1,91.0,15.5
3925,20180104:0800,18.2,15.7,76.0,13.9
15752,20180104:0900,18.6,16.4,79.0,14.9
3925,20180104:0900,20.9,17.0,66.0,14.3
15752,20180104:1000,19.2,17.4,83.0,16.3
3925,20180104:1000,23.0,17.6,56.0,13.8
15752,20180104:1100,18.6,17.8,92.0,17.3
3925,20180104:1100,25.1,18.5,50.0,14.0
15752,20180104:1200,18.4,17.6,92.0,17.1
3925,20180104:1200,25.8,17.8,42.0,11.9
15752,20180104:1300,18.9,16.8,80.0,15.4
3925,20180104:1300,26.0,18.1,43.0,12.5
15752,20180104:1400,18.2,16.7,85.0,15.6
3925,20180104:1400,25.7,18.3,46.0,13.2
15752,20180104:1500,16.5,16.1,96.0,15.9
3925,20180104:1500,25.4,18.6,49.0,13.9
15752,20180104:1600,16.6,15.9,93.0,15.5
3925,20180104:1600,24.9,18.7,53.0,14.7
15752,20180104:1700,16.6,15.9,93.0,15.5
3925,20180104:1700,24.5,18.3,52.0,14.0
15752,20180104:1800,16.3,15.7,94.0,15.3
3925,20180104:1800,19.2,17.4,83.0,16.3
15752,20180104:1900,16.7,16.2,95.0,15.9
3925,20180104:1900,18.5,17.4,89.0,16.7
15752,20180104:2000,16.7,16.3,96.0,16.1
3925,20180104:2000,18.1,17.2,91.0,16.6
15752,20180104:2100,15.9,15.9,100.0,15.9
3925,20180104:2100,17.6,16.6,90.0,16.0
15752,20180104:2200,15.7,15.7,100.0,15.7
3925,20180104:2200,17.3,16.5,92.0,16.0
15752,20180104:2300,15.8,15.8,100.0,15.8
3925,20180104:2300,16.9,16.1,92.0,15.6
15752,20180105:0000,15.6,15.6,100.0,15.6
3925,20180105:0000,16.8,16.0,92.0,15.5
15752,20180105:0100,15.4,15.4,100.0,15.4
3925,20180105:0100,16.4,15.7,93.0,15.3
15752,20180105:0200,14.7,14.7,100.0,14.7
3925,20180105:0200,16.4,15.7,93.0,15.3
15752,20180105:0300,14.2,14.2,100.0,14.2
3925,20180105:0300,16.4,15.7,93.0,15.3
15752,20180105:0400,14.0,14.0,100.0,14.0
3925,20180105:0400,16.4,15.7,93.0,15.3
15752,20180105:0500,14.3,14.3,100.0,14.3
3925,20180105:0500,16.3,15.6,93.0,15.2
15752,20180105:0600,14.6,14.6,100.0,14.6
3925,20180105:0600,16.2,15.5,93.0,15.1
15752,20180105:0700,14.5,14.5,100.0,14.5
3925,20180105:0700,16.4,15.6,92.0,15.1
15752,20180105:0800,14.9,14.9,100.0,14.9
3925,20180105:0800,16.7,15.7,90.0,15.1
15752,20180105:0900,15.7,15.4,97.0,15.2
3925,20180105:0900,16.9,15.9,90.0,15.3
15752,20180105:1000,16.3,15.7,94.0,15.3
3925,20180105:1000,17.1,16.0,89.0,15.3
15752,20180105:1100,15.8,15.4,96.0,15.2
3925,20180105:1100,17.7,16.6,89.0,15.9
15752,20180105:1200,15.9,15.4,95.0,15.1
3925,20180105:1200,18.5,17.0,85.0,15.9
15752,20180105:1300,16.0,15.4,93.0,14.9
3925,20180105:1300,19.8,18.0,83.0,16.8
15752,20180105:1400,16.0,15.3,92.0,14.7
3925,20180105:1400,20.2,17.8,78.0,16.3
15752,20180105:1500,15.3,14.9,95.0,14.5
3925,20180105:1500,19.1,17.3,83.0,16.2
15752,20180105:1600,15.4,14.5,90.0,13.8
3925,20180105:1600,19.2,17.4,83.0,16.3
15752,20180105:1700,15.9,13.6,76.0,11.7
3925,20180105:1700,20.3,17.6,75.0,15.7
15752,20180105:1800,15.5,13.4,78.0,11.7
3925,20180105:1800,18.6,16.5,80.0,15.1
15752,20180105:1900,14.9,13.5,85.0,12.4
3925,20180105:1900,18.2,16.2,80.0,14.7
15752,20180105:2000,14.5,14.1,95.0,13.7
3925,20180105:2000,17.7,16.0,83.0,14.8
15752,20180105:2100,14.8,14.0,91.0,13.4
3925,20180105:2100,17.6,15.5,79.0,13.9
15752,20180105:2200,14.7,13.9,91.0,13.3
3925,20180105:2200,17.6,14.5,70.0,12.1
15752,20180105:2300,14.6,13.6,89.0,12.8
3925,20180105:2300,16.2,14.7,84.0,13.5
15752,20180106:0000,13.5,13.3,97.0,13.0
3925,20180106:0000,15.3,13.8,84.0,12.6
15752,20180106:0100,13.4,12.0,84.0,10.8
3925,20180106:0100,14.7,13.4,86.0,12.4
15752,20180106:0200,13.1,10.5,70.0,7.8
3925,20180106:0200,14.0,12.8,86.0,11.7
15752,20180106:0300,12.8,10.3,71.0,7.7
3925,20180106:0300,14.3,12.8,83.0,11.5
15752,20180106:0400,12.8,9.8,66.0,6.6
3925,20180106:0400,13.0,12.2,91.0,11.6
15752,20180106:0500,11.5,9.4,75.0,7.2
3925,20180106:0500,12.2,11.5,91.0,10.8
15752,20180106:0600,10.8,9.3,81.0,7.7
3925,20180106:0600,12.4,11.7,91.0,11.0
15752,20180106:0700,11.2,9.8,82.0,8.3
3925,20180106:0700,14.2,13.0,86.0,11.9
15752,20180106:0800,10.9,9.7,85.0,8.5
3925,20180106:0800,17.9,14.8,70.0,12.4
15752,20180106:0900,12.4,10.3,75.0,8.1
3925,20180106:0900,21.1,15.3,51.0,10.6
15752,20180106:1000,13.8,10.3,62.0,6.7
3925,20180106:1000,22.3,15.5,45.0,9.8
15752,20180106:1100,13.4,10.6,68.0,7.6
3925,20180106:1100,24.1,16.0,39.0,9.3
15752,20180106:1200,15.4,11.0,55.0,6.4
3925,20180106:1200,25.0,16.2,36.0,8.9
15752,20180106:1300,15.5,10.9,53.0,6.0
3925,20180106:1300,25.6,16.2,33.0,8.2
15752,20180106:1400,15.6,11.2,55.0,6.6
3925,20180106:1400,25.8,16.7,35.0,9.2
15752,20180106:1500,15.5,11.2,56.0,6.8
3925,20180106:1500,25.1,16.0,34.0,8.2
15752,20180106:1600,15.0,10.6,54.0,5.8
3925,20180106:1600,25.3,16.1,34.0,8.3
15752,20180106:1700,13.6,10.0,60.0,6.0
3925,20180106:1700,24.4,15.6,35.0,8.0
15752,20180106:1800,13.7,9.7,56.0,5.1
3925,20180106:1800,23.7,14.9,34.0,6.9
15752,20180106:1900,12.9,9.2,58.0,4.9
3925,20180106:1900,20.1,13.3,42.0,6.8
15752,20180106:2000,12.4,9.2,63.0,5.6
3925,20180106:2000,17.5,11.9,47.0,6.1
15752,20180106:2100,12.0,9.0,65.0,5.7
3925,20180106:2100,16.1,11.5,54.0,6.8
15752,20180106:2200,12.2,9.4,67.0,6.3
3925,20180106:2200,14.4,10.9,62.0,7.2
15752,20180106:2300,11.6,9.8,78.0,7.9
3925,20180106:2300,14.0,10.3,60.0,6.4
15752,20180107:0000,11.4,9.4,76.0,7.3
3925,20180107:0000,13.1,10.6,71.0,8.0
15752,20180107:0100,10.4,8.4,75.0,6.2
3925,20180107:0100,12.5,9.8,69.0,7.0
15752,20180107:0200,9.6,7.9,78.0,6.0
3925,20180107:0200,11.8,9.6,73.0,7.1
15752,20180107:0300,8.9,7.3,79.0,5.5
3925,20180107:0300,10.6,9.1,81.0,7.5
15752,20180107:0400,8.4,7.0,80.0,5.2
3925,20180107:0400,9.6,8.4,84.0,7.0
15752,20180107:0500,9.0,7.3,77.0,5.2
3925,20180107:0500,9.9,8.8,85.0,7.5
15752,20180107:0600,9.6,7.7,75.0,5.4
3925,20180107:0600,10.0,8.8,84.0,7.4
15752,20180107:0700,11.4,8.7,67.0,5.5
3925,20180107:0700,10.9,9.1,78.0,7.2
15752,20180107:0800,12.5,9.9,70.0,7.2
3925,20180107:0800,14.2,11.4,69.0,8.6
15752,20180107:0900,13.9,11.0,68.0,8.1
3925,20180107:0900,17.2,14.0,68.0,11.3
15752,20180107:1000,15.7,12.2,64.0,8.9
3925,20180107:1000,18.7,14.9,64.0,11.8
15752,20180107:1100,16.4,12.5,61.0,8.9
3925,20180107:1100,20.1,15.5,59.0,11.9
15752,20180107:1200,15.7,11.9,61.0,8.2
3925,20180107:1200,22.1,15.6,47.0,10.3
15752,20180107:1300,15.8,12.4,65.0,9.3
3925,20180107:1300,23.1,16.0,44.0,10.2
15752,20180107:1400,15.5,12.4,68.0,9.6
3925,20180107:1400,23.4,15.9,42.0,9.8
15752,20180107:1500,15.3,12.3,68.0,9.5
3925,20180107:1500,25.3,15.3,29.0,6.0
15752,20180107:1600,15.4,12.7,72.0,10.4
3925,20180107:1600,23.5,14.3,31.0,5.4
15752,20180107:1700,16.5,12.8,63.0,9.5
3925,20180107:1700,21.8,13.7,35.0,5.7
15752,20180107:1800,18.1,13.3,55.0,8.9
3925,20180107:1800,19.9,13.9,48.0,8.6
15752,20180107:1900,18.8,14.2,58.0,10.4
3925,20180107:1900,18.3,13.7,57.0,9.7
15752,20180107:2000,18.6,14.3,60.0,10.7
3925,20180107:2000,17.2,13.9,67.0,11.0
15752,20180107:2100,16.4,13.6,71.0,11.1
3925,20180107:2100,16.8,13.8,70.0,11.3
15752,20180107:2200,17.0,14.3,73.0,12.1
3925,20180107:2200,15.9,13.6,76.0,11.7
15752,20180107:2300,16.2,15.4,91.0,14.7
3925,20180107:2300,15.0,13.3,81.0,11.8
15752,20180108:0000,15.1,14.3,91.0,13.6
3925,20180108:0000,13.6,12.3,85.0,11.1
15752,20180108:0100,14.9,14.0,90.0,13.3
3925,20180108:0100,12.7,11.8,89.0,10.9
15752,20180108:0200,14.6,13.7,90.0,13.0
3925,20180108:0200,12.2,11.4,90.0,10.6
15752,20180108:0300,13.7,11.4,74.0,9.2
3925,20180108:0300,11.9,11.2,91.0,10.5
15752,20180108:0400,13.5,11.1,73.0,8.8
3925,20180108:0400,11.2,10.6,92.0,10.0
15752,20180108:0500,13.6,11.5,76.0,9.5
3925,20180108:0500,11.0,10.4,92.0,9.8
15752,20180108:0600,13.8,11.5,74.0,9.3
3925,20180108:0600,11.6,10.8,90.0,10.0
15752,20180108:0700,14.3,11.8,73.0,9.5
3925,20180108:0700,12.6,11.3,84.0,10.0
15752,20180108:0800,14.4,11.1,64.0,7.7
3925,20180108:0800,13.5,11.7,79.0,9.9
15752,20180108:0900,14.9,11.3,62.0,7.7
3925,20180108:0900,16.8,13.4,66.0,10.4
15752,20180108:1000,15.8,12.3,64.0,9.0
3925,20180108:1000,20.6,15.3,54.0,11.0
15752,20180108:1100,18.0,14.2,64.0,11.1
3925,20180108:1100,23.0,16.9,51.0,12.3
15752,20180108:1200,17.8,13.7,61.0,10.2
3925,20180108:1200,24.4,17.7,49.0,13.0
15752,20180108:1300,17.3,13.4,62.0,10.0
3925,20180108:1300,24.7,17.8,48.0,13.0
15752,20180108:1400,18.0,13.8,60.0,10.1
3925,20180108:1400,23.3,17.0,50.0,12.3
15752,20180108:1500,17.6,13.7,62.0,10.3
3925,20180108:1500,24.4,17.7,49.0,13.0
15752,20180108:1600,17.7,13.6,61.0,10.1
3925,20180108:1600,24.8,17.8,47.0,12.7
15752,20180108:1700,17.6,13.7,62.0,10.3
3925,20180108:1700,23.8,17.7,52.0,13.4
15752,20180108:1800,16.0,13.2,71.0,10.8
3925,20180108:1800,23.8,17.8,53.0,13.7
15752,20180108:1900,16.0,13.5,74.0,11.4
3925,20180108:1900,22.9,17.6,57.0,13.9
15752,20180108:2000,15.0,13.4,83.0,12.2
3925,20180108:2000,21.0,16.9,64.0,14.0
15752,20180108:2100,15.0,13.7,86.0,12.7
3925,20180108:2100,19.3,16.2,71.0,13.9
15752,20180108:2200,15.1,13.8,86.0,12.8
3925,20180108:2200,18.9,16.2,74.0,14.2
15752,20180108:2300,15.1,13.9,87.0,13.0
3925,20180108:2300,18.5,15.9,75.0,14.0
15752,20180109:0000,15.1,13.8,86.0,12.8
3925,20180109:0000,16.9,15.1,82.0,13.8
15752,20180109:0100,15.1,13.8,86.0,12.8
3925,20180109:0100,16.5,15.0,84.0,13.8
15752,20180109:0200,14.5,13.5,89.0,12.7
3925,20180109:0200,16.1,14.7,85.0,13.6
15752,20180109:0300,13.8,13.0,91.0,12.4
3925,20180109:0300,16.1,14.6,84.0,13.4
15752,20180109:0400,13.2,12.7,94.0,12.3
3925,20180109:0400,16.1,14.6,84.0,13.4
15752,20180109:0500,14.2,13.2,89.0,12.4
3925,20180109:0500,16.2,14.7,84.0,13.5
15752,20180109:0600,15.1,13.7,85.0,12.6
3925,20180109:0600,15.7,14.7,89.0,13.9
15752,20180109:0700,17.4,14.4,70.0,11.9
3925,20180109:0700,15.8,14.8,89.0,14.0
15752,20180109:0800,18.1,14.5,66.0,11.7
3925,20180109:0800,16.9,15.6,87.0,14.7
15752,20180109:0900,18.2,14.5,65.0,11.5
3925,20180109:0900,18.3,16.6,83.0,15.4
15752,20180109:1000,18.6,15.2,68.0,12.6
3925,20180109:1000,18.5,16.9,84.0,15.8
15752,20180109:1100,18.3,15.8,76.0,14.0
3925,20180109:1100,20.3,18.0,79.0,16.5
15752,20180109:1200,17.6,15.8,82.0,14.5
3925,20180109:1200,22.2,19.1,73.0,17.1
15752,20180109:1300,17.1,15.3,82.0,14.0
3925,20180109:1300,22.6,19.2,71.0,17.1
15752,20180109:1400,18.3,15.6,74.0,13.6
3925,20180109:1400,20.8,19.5,88.0,18.7
15752,20180109:1500,18.4,14.6,64.0,11.5
3925,20180109:1500,20.1,19.3,92.0,18.8
15752,20180109:1600,19.0,14.4,58.0,10.6
3925,20180109:1600,20.2,18.9,88.0,18.2
15752,20180109:1700,18.4,13.6,55.0,9.2
3925,20180109:1700,20.3,18.9,87.0,18.1
15752,20180109:1800,17.5,13.2,59.0,9.4
3925,20180109:1800,20.3,18.8,86.0,17.9
15752,20180109:1900,16.5,13.1,66.0,10.1
3925,20180109:1900,20.0,18.7,88.0,18.0
15752,20180109:2000,16.2,13.6,73.0,11.4
3925,20180109:2000,19.4,18.7,93.0,18.2
15752,20180109:2100,16.2,13.5,72.0,11.2
3925,20180109:2100,18.9,18.3,94.0,17.9
15752,20180109:2200,15.7,13.6,78.0,11.9
3925,20180109:2200,18.7,18.1,94.0,17.7
15752,20180109:2300,15.0,13.5,84.0,12.3
3925,20180109:2300,18.8,18.2,94.0,17.8
15752,20180110:0000,15.2,13.4,81.0,12.0
3925,20180110:0000,18.4,17.8,94.0,17.4
15752,20180110:0100,15.3,13.9,85.0,12.8
3925,20180110:0100,18.4,17.7,93.0,17.3
15752,20180110:0200,15.2,13.4,81.0,12.0
3925,20180110:0200,18.4,17.7,93.0,17.3
15752,20180110:0300,15.4,14.8,93.0,14.3
3925,20180110:0300,18.2,17.6,94.0,17.2
15752,20180110:0400,14.7,12.8,79.0,11.1
3925,20180110:0400,18.2,17.6,94.0,17.2
15752,20180110:0500,13.9,12.6,85.0,11.4
3925,20180110:0500,18.0,17.4,94.0,17.0
15752,20180110:0600,14.2,13.0,87.0,12.1
3925,20180110:0600,18.0,17.4,94.0,17.0
15752,20180110:0700,15.4,13.3,78.0,11.6
3925,20180110:0700,18.7,17.8,91.0,17.2
15752,20180110:0800,15.8,13.3,74.0,11.2
3925,20180110:0800,19.2,18.1,89.0,17.3
15752,20180110:0900,16.7,13.5,68.0,10.8
3925,20180110:0900,19.4,18.4,90.0,17.7
15752,20180110:1000,17.0,13.6,66.0,10.6
3925,20180110:1000,19.9,18.6,88.0,17.9
15752,20180110:1100,17.3,13.6,64.0,10.5
3925,20180110:1100,20.2,19.0,89.0,18.3
15752,20180110:1200,17.9,13.5,58.0,9.5
3925,20180110:1200,21.1,19.7,87.0,18.9
15752,20180110:1300,17.9,13.6,59.0,9.8
3925,20180110:1300,22.1,20.1,82.0,18.9
15752,20180110:1400,17.7,13.9,63.0,10.6
3925,20180110:1400,21.7,19.9,84.0,18.9
15752,20180110:1500,19.6,14.7,56.0,10.6
3925,20180110:1500,20.4,18.6,83.0,17.4
15752,20180110:1600,18.1,13.0,52.0,8.1
3925,20180110:1600,19.5,18.3,88.0,17.5
15752,20180110:1700,18.2,13.2,53.0,8.5
3925,20180110:1700,19.3,18.3,90.0,17.6
15752,20180110:1800,17.4,13.6,63.0,10.3
3925,20180110:1800,19.4,18.6,92.0,18.1
15752,20180110:1900,16.4,13.1,67.0,10.3
3925,20180110:1900,19.0,18.2,92.0,17.7
15752,20180110:2000,15.9,13.3,73.0,11.1
3925,20180110:2000,17.8,17.0,92.0,16.5
15752,20180110:2100,15.4,13.0,75.0,11.0
3925,20180110:2100,17.4,16.7,93.0,16.3
15752,20180110:2200,15.3,13.0,75.0,10.9
3925,20180110:2200,17.3,16.7,94.0,16.3
15752,20180110:2300,15.2,12.9,75.0,10.8
3925,20180110:2300,17.4,16.8,94.0,16.4
15752,20180111:0000,15.1,12.8,75.0,10.7
3925,20180111:0000,17.2,16.7,95.0,16.4
15752,20180111:0100,15.1,13.1,78.0,11.3
3925,20180111:0100,17.2,16.8,96.0,16.6
15752,20180111:0200,14.9,13.1,80.0,11.5
3925,20180111:0200,17.1,16.7,96.0,16.5
15752,20180111:0300,14.9,13.4,84.0,12.2
3925,20180111:0300,17.0,16.6,96.0,16.4
15752,20180111:0400,14.9,13.5,85.0,12.4
3925,20180111:0400,16.7,16.3,96.0,16.1
15752,20180111:0500,14.8,13.4,85.0,12.3
3925,20180111:0500,16.6,16.2,96.0,16.0
15752,20180111:0600,14.9,13.3,83.0,12.0
3925,20180111:0600,16.6,16.2,96.0,16.0
15752,20180111:0700,15.2,13.7,84.0,12.5
3925,20180111:0700,16.5,16.0,95.0,15.7
15752,20180111:0800,15.7,13.8,80.0,12.3
3925,20180111:0800,17.6,17.2,96.0,17.0
15752,20180111:0900,16.1,13.7,75.0,11.7
3925,20180111:0900,19.4,18.3,89.0,17.6
15752,20180111:1000,16.5,13.6,71.0,11.2
3925,20180111:1000,19.7,18.4,88.0,17.7
15752,20180111:1100,16.5,13.8,72.0,11.5
3925,20180111:1100,19.7,18.4,88.0,17.7
15752,20180111:1200,16.2,13.1,68.0,10.3
3925,20180111:1200,19.5,18.4,89.0,17.6
15752,20180111:1300,16.2,14.0,77.0,12.2
3925,20180111:1300,19.0,18.0,90.0,17.3
15752,20180111:1400,16.3,13.7,73.0,11.5
3925,20180111:1400,19.0,17.9,89.0,17.2
15752,20180111:1500,15.1,13.7,85.0,12.6
3925,20180111:1500,18.8,17.9,91.0,17.3
15752,20180111:1600,15.7,14.0,82.0,12.6
3925,20180111:1600,18.4,17.6,92.0,17.1
15752,20180111:1700,16.1,13.6,74.0,11.5
3925,20180111:1700,18.4,17.6,92.0,17.1
15752,20180111:1800,15.2,13.5,82.0,12.2
3925,20180111:1800,18.4,17.8,94.0,17.4
15752,20180111:1900,14.7,13.6,88.0,12.7
3925,20180111:1900,18.5,17.8,93.0,17.4
15752,20180111:2000,14.6,13.2,84.0,11.9
3925,20180111:2000,17.8,17.2,94.0,16.8
15752,20180111:2100,14.3,13.1,86.0,12.0
3925,20180111:2100,17.6,17.1,95.0,16.8
15752,20180111:2200,13.9,12.9,89.0,12.1
3925,20180111:2200,16.9,16.3,94.0,15.9
15752,20180111:2300,14.3,13.1,86.0,12.0
3925,20180111:2300,16.4,15.8,94.0,15.4
15752,20180112:0000,14.2,12.8,84.0,11.5
3925,20180112:0000,16.2,15.6,94.0,15.2
15752,20180112:0100,13.9,12.2,81.0,10.7
3925,20180112:0100,15.2,14.7,94.0,14.3
15752,20180112:0200,13.4,11.8,82.0,10.4
3925,20180112:0200,14.4,14.0,95.0,13.6
15752,20180112:0300,13.2,11.6,82.0,10.2
