Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
15752,20160102:0600,12.9,12.1,91.0,11.5
3925,20160102:0600,16.7,16.1,94.0,15.7
15752,20160102:0700,14.5,12.9,82.0,11.5
3925,20160102:0700,17.0,16.4,94.0,16.0
15752,20160102:0800,16.2,13.7,74.0,11.6
3925,20160102:0800,16.8,16.3,95.0,16.0
15752,20160102:0900,17.0,14.3,73.0,12.1
3925,20160102:0900,16.8,16.1,93.0,15.7
15752,20160102:1000,18.1,15.3,73.0,13.2
3925,20160102:1000,16.8,16.0,92.0,15.5
15752,20160102:1100,17.8,14.7,70.0,12.3
3925,20160102:1100,17.4,16.5,91.0,15.9
15752,20160102:1200,17.9,14.4,66.0,11.5
3925,20160102:1200,17.9,16.9,90.0,16.3
15752,20160102:1300,17.0,14.2,72.0,11.9
3925,20160102:1300,18.2,17.3,91.0,16.7
15752,20160102:1400,19.0,14.9,62.0,11.6
3925,20160102:1400,18.0,17.3,93.0,16.9
15752,20160102:1500,19.4,15.4,63.0,12.2
3925,20160102:1500,18.3,17.4,91.0,16.8
15752,20160102:1600,20.6,16.0,60.0,12.6
3925,20160102:1600,18.4,17.8,94.0,17.4
15752,20160102:1700,18.8,15.5,69.0,13.0
3925,20160102:1700,18.2,17.6,94.0,17.2
15752,20160102:1800,18.5,15.2,69.0,12.7
3925,20160102:1800,18.3,17.9,96.0,17.7
15752,20160102:1900,15.3,13.8,84.0,12.6
3925,20160102:1900,18.1,17.6,95.0,17.3
15752,20160102:2000,14.4,13.0,84.0,11.7
3925,20160102:2000,18.0,17.4,94.0,17.0
15752,20160102:2100,13.9,12.8,87.0,11.8
3925,20160102:2100,17.7,17.0,93.0,16.6
15752,20160102:2200,13.4,12.2,86.0,11.1
3925,20160102:2200,17.4,16.8,94.0,16.4
15752,20160102:2300,13.5,12.3,86.0,11.2
3925,20160102:2300,17.4,16.9,95.0,16.6
15752,20160103:0000,13.8,12.6,86.0,11.5
3925,20160103:0000,17.4,16.9,95.0,16.6
15752,20160103:0100,13.9,12.6,85.0,11.4
3925,20160103:0100,17.5,16.9,94.0,16.5
15752,20160103:0200,13.7,12.7,89.0,11.9
3925,20160103:0200,17.3,16.8,95.0,16.5
15752,20160103:0300,13.8,12.9,90.0,12.2
3925,20160103:0300,17.2,16.6,94.0,16.2
15752,20160103:0400,14.0,12.9,88.0,12.1
3925,20160103:0400,17.3,16.7,94.0,16.3
15752,20160103:0500,14.2,13.0,87.0,12.1
3925,20160103:0500,17.5,16.8,93.0,16.4
15752,20160103:0600,13.8,12.8,89.0,12.0
3925,20160103:0600,17.5,16.7,92.0,16.2
15752,20160103:0700,11.8,11.3,94.0,10.9
3925,20160103:0700,17.5,16.9,94.0,16.5
15752,20160103:0800,10.8,9.8,87.0,8.7
3925,20160103:0800,17.7,17.2,95.0,16.9
15752,20160103:0900,11.8,9.7,75.0,7.5
3925,20160103:0900,18.3,17.8,95.0,17.5
15752,20160103:1000,12.5,10.1,72.0,7.6
3925,20160103:1000,18.9,18.0,91.0,17.4
15752,20160103:1100,13.3,10.5,68.0,7.5
3925,20160103:1100,19.8,18.6,89.0,17.9
15752,20160103:1200,12.6,10.5,75.0,8.3
3925,20160103:1200,20.1,18.6,86.0,17.7
15752,20160103:1300,11.2,9.8,83.0,8.4
3925,20160103:1300,19.8,18.8,90.0,18.1
15752,20160103:1400,11.8,9.6,73.0,7.1
3925,20160103:1400,20.8,18.8,82.0,17.6
15752,20160103:1500,10.9,8.5,70.0,5.7
3925,20160103:1500,21.6,19.2,79.0,17.8
15752,20160103:1600,11.2,8.2,64.0,4.7
3925,20160103:1600,22.5,18.8,69.0,16.5
15752,20160103:1700,12.3,9.0,62.0,5.2
3925,20160103:1700,20.8,17.7,72.0,15.6
15752,20160103:1800,11.4,8.0,59.0,3.7
3925,20160103:1800,19.4,17.0,77.0,15.3
15752,20160103:1900,10.0,7.7,70.0,4.8
3925,20160103:1900,17.8,15.7,79.0,14.1
15752,20160103:2000,10.2,7.8,69.0,4.8
3925,20160103:2000,16.7,14.2,75.0,12.3
15752,20160103:2100,10.1,7.1,62.0,3.2
3925,20160103:2100,15.3,12.2,67.0,9.2
15752,20160103:2200,10.4,7.7,66.0,4.4
3925,20160103:2200,14.2,10.4,59.0,6.3
15752,20160103:2300,9.6,6.7,63.0,2.9
3925,20160103:2300,13.4,9.8,60.0,5.8
15752,20160104:0000,8.8,6.9,74.0,4.4
3925,20160104:0000,12.2,9.1,64.0,5.6
15752,20160104:0100,8.4,7.0,81.0,5.3
3925,20160104:0100,10.8,9.1,79.0,7.3
15752,20160104:0200,7.4,6.3,84.0,4.9
3925,20160104:0200,9.5,8.3,84.0,6.9
15752,20160104:0300,7.2,6.0,83.0,4.5
3925,20160104:0300,8.4,7.4,86.0,6.2
15752,20160104:0400,7.6,6.3,81.0,4.6
3925,20160104:0400,7.6,6.8,88.0,5.8
15752,20160104:0500,7.8,6.2,78.0,4.2
3925,20160104:0500,7.4,6.4,85.0,5.1
15752,20160104:0600,8.1,6.2,74.0,3.8
3925,20160104:0600,7.0,6.3,89.0,5.3
15752,20160104:0700,8.6,6.4,70.0,3.5
3925,20160104:0700,11.0,8.1,65.0,4.7
15752,20160104:0800,9.6,7.0,66.0,3.6
3925,20160104:0800,13.7,9.6,55.0,4.8
15752,20160104:0900,10.6,7.6,63.0,3.9
3925,20160104:0900,15.8,10.5,47.0,4.5
15752,20160104:1000,12.4,8.2,52.0,2.8
3925,20160104:1000,16.8,10.7,42.0,3.8
15752,20160104:1100,13.0,8.9,54.0,3.9
3925,20160104:1100,18.4,11.5,38.0,3.9
15752,20160104:1200,14.2,10.3,58.0,6.1
3925,20160104:1200,19.8,12.2,35.0,3.9
15752,20160104:1300,14.0,9.8,55.0,5.1
3925,20160104:1300,21.0,12.7,32.0,3.7
15752,20160104:1400,13.8,10.1,59.0,6.0
3925,20160104:1400,22.0,13.1,30.0,3.7
15752,20160104:1500,13.4,9.9,61.0,6.1
3925,20160104:1500,22.9,13.1,26.0,2.4
15752,20160104:1600,13.4,10.0,62.0,6.3
3925,20160104:1600,23.3,12.8,22.0,0.4
15752,20160104:1700,13.1,9.5,60.0,5.5
3925,20160104:1700,23.8,13.9,27.0,3.7
15752,20160104:1800,13.2,9.5,59.0,5.4
3925,20160104:1800,23.1,13.7,29.0,4.1
15752,20160104:1900,12.3,9.2,64.0,5.7
3925,20160104:1900,22.2,13.4,31.0,4.3
15752,20160104:2000,11.6,8.9,67.0,5.7
3925,20160104:2000,18.0,12.4,48.0,6.9
15752,20160104:2100,10.8,8.3,69.0,5.4
3925,20160104:2100,14.6,11.7,69.0,9.0
15752,20160104:2200,10.1,8.1,74.0,5.7
3925,20160104:2200,12.2,10.5,80.0,8.9
15752,20160104:2300,10.2,8.2,75.0,6.0
3925,20160104:2300,10.7,9.6,86.0,8.5
15752,20160105:0000,10.5,8.4,73.0,5.9
3925,20160105:0000,11.2,9.9,84.0,8.6
15752,20160105:0100,10.6,8.5,73.0,6.0
3925,20160105:0100,10.9,9.6,83.0,8.1
15752,20160105:0200,10.7,8.6,74.0,6.3
3925,20160105:0200,10.2,8.9,83.0,7.5
15752,20160105:0300,10.7,8.6,74.0,6.3
3925,20160105:0300,9.2,8.2,86.0,7.0
15752,20160105:0400,10.7,8.6,74.0,6.3
3925,20160105:0400,8.6,7.7,88.0,6.7
15752,20160105:0500,10.7,8.6,74.0,6.3
3925,20160105:0500,7.9,7.3,91.0,6.5
15752,20160105:0600,11.1,9.0,74.0,6.7
3925,20160105:0600,8.1,7.5,91.0,6.7
15752,20160105:0700,11.4,9.2,73.0,6.7
3925,20160105:0700,11.2,9.8,82.0,8.3
15752,20160105:0800,12.2,9.5,68.0,6.5
3925,20160105:0800,12.8,10.8,77.0,8.9
15752,20160105:0900,13.2,9.6,60.0,5.6
3925,20160105:0900,15.7,12.4,66.0,9.4
15752,20160105:1000,15.0,10.8,56.0,6.3
3925,20160105:1000,19.5,12.3,38.0,4.8
15752,20160105:1100,15.7,11.3,55.0,6.7
3925,20160105:1100,20.7,13.0,36.0,5.1
15752,20160105:1200,16.7,12.2,56.0,7.9
3925,20160105:1200,22.0,13.5,33.0,5.0
15752,20160105:1300,16.8,12.5,58.0,8.5
3925,20160105:1300,22.9,13.9,31.0,4.9
15752,20160105:1400,15.7,13.1,73.0,10.9
3925,20160105:1400,24.1,14.9,32.0,6.4
15752,20160105:1500,15.8,12.5,66.0,9.5
3925,20160105:1500,24.5,15.2,32.0,6.7
15752,20160105:1600,15.7,12.2,64.0,8.9
3925,20160105:1600,24.5,15.8,36.0,8.5
15752,20160105:1700,15.0,12.1,69.0,9.4
3925,20160105:1700,23.8,15.5,37.0,8.3
15752,20160105:1800,15.2,11.6,62.0,8.0
3925,20160105:1800,22.8,15.4,42.0,9.2
15752,20160105:1900,14.7,11.8,69.0,9.1
3925,20160105:1900,20.8,15.5,54.0,11.2
15752,20160105:2000,13.2,10.8,73.0,8.5
3925,20160105:2000,17.6,13.9,64.0,10.7
15752,20160105:2100,12.1,10.8,84.0,9.5
3925,20160105:2100,15.5,12.5,69.0,9.9
15752,20160105:2200,12.4,10.8,81.0,9.2
3925,20160105:2200,14.2,11.9,75.0,9.8
15752,20160105:2300,11.8,10.2,81.0,8.7
3925,20160105:2300,13.0,11.5,82.0,10.0
15752,20160106:0000,11.9,10.5,83.0,9.1
3925,20160106:0000,11.9,10.9,88.0,10.0
15752,20160106:0100,10.7,9.8,88.0,8.8
3925,20160106:0100,12.9,12.0,89.0,11.1
15752,20160106:0200,9.9,9.1,90.0,8.3
3925,20160106:0200,12.5,11.5,88.0,10.6
15752,20160106:0300,11.2,10.2,87.0,9.1
3925,20160106:0300,11.6,10.8,90.0,10.0
15752,20160106:0400,11.4,10.1,84.0,8.8
3925,20160106:0400,10.8,10.2,92.0,9.6
15752,20160106:0500,11.0,10.0,87.0,8.9
3925,20160106:0500,10.7,10.3,95.0,9.9
15752,20160106:0600,11.7,10.5,85.0,9.3
3925,20160106:0600,10.4,10.0,95.0,9.6
15752,20160106:0700,13.2,11.3,78.0,9.5
3925,20160106:0700,13.0,12.2,91.0,11.6
15752,20160106:0800,14.9,12.0,69.0,9.3
3925,20160106:0800,15.0,13.3,82.0,12.0
15752,20160106:0900,15.9,12.6,66.0,9.6
3925,20160106:0900,17.4,14.4,70.0,11.9
15752,20160106:1000,16.6,13.3,67.0,10.5
3925,20160106:1000,20.1,15.2,57.0,11.3
15752,20160106:1100,17.9,14.2,64.0,11.0
3925,20160106:1100,23.0,15.6,42.0,9.4
15752,20160106:1200,19.3,15.0,61.0,11.6
3925,20160106:1200,24.6,15.8,35.0,8.2
15752,20160106:1300,18.6,15.0,66.0,12.1
3925,20160106:1300,23.7,15.9,40.0,9.3
15752,20160106:1400,18.9,15.1,65.0,12.2
3925,20160106:1400,23.2,15.3,39.0,8.5
15752,20160106:1500,18.5,15.2,69.0,12.7
3925,20160106:1500,24.7,15.8,35.0,8.2
15752,20160106:1600,18.5,15.1,68.0,12.5
3925,20160106:1600,25.8,16.5,34.0,8.8
15752,20160106:1700,18.9,15.0,64.0,12.0
3925,20160106:1700,25.3,16.0,33.0,7.9
15752,20160106:1800,18.0,15.8,78.0,14.1
3925,20160106:1800,23.7,14.9,34.0,6.9
15752,20160106:1900,15.8,13.0,71.0,10.6
3925,20160106:1900,20.0,13.3,42.0,6.7
15752,20160106:2000,14.8,12.4,74.0,10.2
3925,20160106:2000,18.0,12.2,46.0,6.2
15752,20160106:2100,14.2,12.2,78.0,10.4
3925,20160106:2100,15.1,11.9,66.0,8.8
15752,20160106:2200,13.7,11.9,80.0,10.3
3925,20160106:2200,13.0,10.8,75.0,8.7
15752,20160106:2300,13.7,12.1,82.0,10.7
3925,20160106:2300,11.5,10.0,81.0,8.4
15752,20160107:0000,13.6,11.6,77.0,9.6
3925,20160107:0000,10.8,9.5,84.0,8.2
15752,20160107:0100,13.6,11.7,78.0,9.9
3925,20160107:0100,10.3,9.3,87.0,8.2
15752,20160107:0200,13.4,11.6,79.0,9.8
3925,20160107:0200,10.4,9.3,86.0,8.2
15752,20160107:0300,13.0,11.4,81.0,9.8
3925,20160107:0300,10.0,9.0,87.0,8.0
15752,20160107:0400,12.5,11.2,84.0,9.9
3925,20160107:0400,9.9,9.0,88.0,8.0
15752,20160107:0500,12.6,11.3,84.0,10.0
3925,20160107:0500,9.6,8.8,89.0,7.9
15752,20160107:0600,12.8,11.4,84.0,10.2
3925,20160107:0600,9.9,9.1,90.0,8.3
15752,20160107:0700,13.8,11.9,79.0,10.2
3925,20160107:0700,11.0,9.9,86.0,8.8
15752,20160107:0800,14.7,12.3,74.0,10.1
3925,20160107:0800,12.7,11.2,82.0,9.7
15752,20160107:0900,15.1,12.8,75.0,10.7
3925,20160107:0900,13.7,12.0,81.0,10.5
15752,20160107:1000,16.2,13.2,69.0,10.5
3925,20160107:1000,16.2,13.4,71.0,10.9
15752,20160107:1100,16.9,13.2,63.0,9.8
3925,20160107:1100,19.8,14.6,54.0,10.2
15752,20160107:1200,16.3,13.3,69.0,10.6
3925,20160107:1200,21.5,14.7,44.0,8.8
15752,20160107:1300,17.2,14.0,68.0,11.3
3925,20160107:1300,21.5,14.7,44.0,8.8
15752,20160107:1400,17.1,14.0,69.0,11.4
3925,20160107:1400,22.0,14.5,40.0,7.8
15752,20160107:1500,16.7,13.7,70.0,11.2
3925,20160107:1500,21.9,14.3,39.0,7.4
15752,20160107:1600,17.0,14.0,70.0,11.5
3925,20160107:1600,21.9,14.6,41.0,8.1
15752,20160107:1700,17.2,14.3,71.0,11.9
3925,20160107:1700,20.4,14.9,52.0,10.2
15752,20160107:1800,17.0,14.3,73.0,12.1
3925,20160107:1800,18.8,14.4,59.0,10.6
15752,20160107:1900,17.2,14.4,72.0,12.1
3925,20160107:1900,17.2,14.0,68.0,11.3
15752,20160107:2000,17.9,14.5,67.0,11.7
3925,20160107:2000,16.5,14.0,74.0,11.9
15752,20160107:2100,19.1,13.2,47.0,7.6
3925,20160107:2100,16.1,14.0,78.0,12.3
15752,20160107:2200,19.9,13.0,41.0,6.3
3925,20160107:2200,14.6,13.8,91.0,13.2
15752,20160107:2300,19.1,13.2,47.0,7.6
3925,20160107:2300,14.4,13.9,94.0,13.5
15752,20160108:0000,18.4,13.0,50.0,7.8
3925,20160108:0000,14.2,13.7,94.0,13.2
15752,20160108:0100,17.8,12.5,50.0,7.3
3925,20160108:0100,15.0,14.2,91.0,13.6
15752,20160108:0200,16.9,12.7,59.0,8.9
3925,20160108:0200,15.4,14.8,93.0,14.3
15752,20160108:0300,16.5,12.3,58.0,8.2
3925,20160108:0300,15.7,15.1,93.0,14.6
15752,20160108:0400,15.8,12.9,70.0,10.4
3925,20160108:0400,16.0,15.4,93.0,14.9
15752,20160108:0500,15.0,12.2,70.0,9.6
3925,20160108:0500,16.3,15.7,94.0,15.3
15752,20160108:0600,14.8,13.1,81.0,11.6
3925,20160108:0600,17.1,16.5,94.0,16.1
15752,20160108:0700,14.1,13.0,87.0,12.0
3925,20160108:0700,17.6,17.0,94.0,16.6
15752,20160108:0800,13.5,12.7,91.0,12.1
3925,20160108:0800,17.9,17.3,94.0,16.9
15752,20160108:0900,13.4,12.9,94.0,12.5
3925,20160108:0900,18.2,17.7,95.0,17.4
15752,20160108:1000,13.1,11.3,79.0,9.6
3925,20160108:1000,18.2,17.7,95.0,17.4
15752,20160108:1100,13.9,10.9,67.0,7.9
3925,20160108:1100,17.7,16.9,92.0,16.4
15752,20160108:1200,14.0,10.8,65.0,7.5
3925,20160108:1200,16.9,16.0,91.0,15.4
15752,20160108:1300,16.6,12.0,55.0,7.5
3925,20160108:1300,15.7,14.8,90.0,14.1
15752,20160108:1400,16.7,11.9,53.0,7.1
3925,20160108:1400,19.5,17.2,78.0,15.6
15752,20160108:1500,17.0,11.7,49.0,6.2
3925,20160108:1500,20.4,15.7,59.0,12.1
15752,20160108:1600,15.9,10.8,49.0,5.2
3925,20160108:1600,19.0,14.9,62.0,11.6
15752,20160108:1700,14.2,10.1,56.0,5.6
3925,20160108:1700,19.6,15.1,59.0,11.4
15752,20160108:1800,13.6,10.3,63.0,6.7
3925,20160108:1800,18.9,13.7,53.0,9.1
15752,20160108:1900,11.7,9.5,74.0,7.2
3925,20160108:1900,17.2,12.4,54.0,7.8
15752,20160108:2000,11.4,9.1,72.0,6.6
3925,20160108:2000,14.7,11.8,69.0,9.1
15752,20160108:2100,10.0,8.2,77.0,6.2
3925,20160108:2100,13.3,11.1,75.0,9.0
15752,20160108:2200,10.6,8.5,73.0,6.0
3925,20160108:2200,12.5,10.2,73.0,7.8
15752,20160108:2300,9.8,8.3,80.0,6.5
3925,20160108:2300,12.6,10.3,73.0,7.9
15752,20160109:0000,9.3,8.3,86.0,7.1
3925,20160109:0000,12.1,10.3,79.0,8.6
15752,20160109:0100,9.2,8.2,86.0,7.0
3925,20160109:0100,12.0,10.6,83.0,9.2
15752,20160109:0200,9.4,8.3,85.0,7.0
3925,20160109:0200,11.6,10.4,85.0,9.2
15752,20160109:0300,9.3,8.0,83.0,6.6
3925,20160109:0300,11.6,10.5,87.0,9.5
15752,20160109:0400,9.7,8.1,79.0,6.3
3925,20160109:0400,11.7,10.9,90.0,10.1
15752,20160109:0500,9.8,7.8,74.0,5.4
3925,20160109:0500,11.4,10.7,91.0,10.0
15752,20160109:0600,10.2,8.1,73.0,5.6
3925,20160109:0600,11.7,10.8,89.0,10.0
15752,20160109:0700,11.0,8.7,72.0,6.2
3925,20160109:0700,12.3,11.1,85.0,9.9
15752,20160109:0800,11.6,8.8,66.0,5.5
3925,20160109:0800,12.8,11.3,82.0,9.8
15752,20160109:0900,12.8,9.3,60.0,5.2
3925,20160109:0900,12.6,11.5,87.0,10.5
15752,20160109:1000,14.6,10.2,54.0,5.4
3925,20160109:1000,16.0,13.9,78.0,12.2
15752,20160109:1100,15.4,10.8,53.0,5.9
3925,20160109:1100,18.2,13.7,58.0,9.8
15752,20160109:1200,16.2,11.4,52.0,6.3
3925,20160109:1200,18.3,14.4,63.0,11.1
15752,20160109:1300,18.0,13.1,54.0,8.6
3925,20160109:1300,19.4,14.0,52.0,9.3
15752,20160109:1400,18.3,12.9,50.0,7.7
3925,20160109:1400,19.8,14.0,49.0,8.8
15752,20160109:1500,16.3,12.0,57.0,7.8
3925,20160109:1500,20.5,14.6,49.0,9.4
15752,20160109:1600,17.2,12.8,57.0,8.6
3925,20160109:1600,19.4,14.3,54.0,9.9
15752,20160109:1700,14.3,11.3,67.0,8.3
3925,20160109:1700,18.5,14.3,61.0,10.9
15752,20160109:1800,14.3,11.7,72.0,9.3
3925,20160109:1800,17.7,14.0,64.0,10.8
15752,20160109:1900,14.3,12.1,76.0,10.1
3925,20160109:1900,17.6,13.9,64.0,10.7
15752,20160109:2000,14.6,12.5,77.0,10.6
3925,20160109:2000,16.5,14.0,74.0,11.9
15752,20160109:2100,15.4,12.7,72.0,10.4
3925,20160109:2100,15.9,13.6,76.0,11.7
15752,20160109:2200,15.2,13.0,76.0,11.0
3925,20160109:2200,14.7,13.3,84.0,12.0
15752,20160109:2300,14.4,12.7,81.0,11.2
3925,20160109:2300,13.5,12.5,88.0,11.6
15752,20160110:0000,13.2,11.6,82.0,10.2
3925,20160110:0000,13.1,12.3,90.0,11.5
15752,20160110:0100,17.1,12.3,54.0,7.7
3925,20160110:0100,12.5,11.4,87.0,10.4
15752,20160110:0200,14.3,11.0,64.0,7.6
3925,20160110:0200,11.8,11.0,90.0,10.2
15752,20160110:0300,13.1,9.7,62.0,6.0
3925,20160110:0300,11.8,11.0,90.0,10.2
15752,20160110:0400,12.4,8.8,59.0,4.6
3925,20160110:0400,11.9,11.2,91.0,10.5
15752,20160110:0500,11.7,8.1,58.0,3.7
3925,20160110:0500,12.0,11.3,91.0,10.6
15752,20160110:0600,10.9,7.5,58.0,3.0
3925,20160110:0600,12.1,11.4,91.0,10.7
15752,20160110:0700,10.8,7.3,57.0,2.6
3925,20160110:0700,12.7,11.6,87.0,10.6
15752,20160110:0800,11.6,7.4,51.0,1.8
3925,20160110:0800,13.7,12.3,84.0,11.0
15752,20160110:0900,12.2,8.2,54.0,3.2
3925,20160110:0900,14.2,13.3,90.0,12.6
15752,20160110:1000,11.4,8.5,65.0,5.1
3925,20160110:1000,15.1,14.2,90.0,13.5
15752,20160110:1100,12.6,8.7,56.0,4.1
3925,20160110:1100,18.3,15.3,71.0,13.0
15752,20160110:1200,13.7,8.9,48.0,2.9
3925,20160110:1200,19.7,14.3,52.0,9.6
15752,20160110:1300,12.3,9.1,63.0,5.5
3925,20160110:1300,20.3,14.0,46.0,8.3
15752,20160110:1400,14.1,9.5,51.0,4.1
3925,20160110:1400,19.7,13.8,48.0,8.4
15752,20160110:1500,14.3,9.0,44.0,2.2
3925,20160110:1500,19.7,13.8,48.0,8.4
15752,20160110:1600,13.3,9.1,54.0,4.2
3925,20160110:1600,18.9,13.0,47.0,7.4
15752,20160110:1700,13.3,8.5,47.0,2.3
3925,20160110:1700,18.0,12.3,47.0,6.6
15752,20160110:1800,13.1,8.6,50.0,2.9
3925,20160110:1800,16.6,11.8,53.0,7.0
15752,20160110:1900,12.4,8.1,51.0,2.6
3925,20160110:1900,15.8,11.1,53.0,6.3
15752,20160110:2000,11.6,7.3,50.0,1.6
3925,20160110:2000,13.2,10.2,66.0,7.0
15752,20160110:2100,10.7,7.3,58.0,2.8
3925,20160110:2100,11.5,9.3,73.0,6.8
15752,20160110:2200,9.8,6.9,63.0,3.1
3925,20160110:2200,10.2,8.8,82.0,7.3
15752,20160110:2300,9.4,6.8,66.0,3.4
3925,20160110:2300,9.4,8.3,85.0,7.0
15752,20160111:0000,9.2,6.6,66.0,3.2
3925,20160111:0000,8.6,7.7,88.0,6.7
15752,20160111:0100,9.3,6.7,66.0,3.3
3925,20160111:0100,9.1,8.1,87.0,7.1
15752,20160111:0200,9.0,6.3,64.0,2.6
3925,20160111:0200,9.3,8.4,88.0,7.4
15752,20160111:0300,8.2,5.7,66.0,2.3
3925,20160111:0300,9.4,8.4,86.0,7.2
15752,20160111:0400,8.2,5.6,65.0,2.0
3925,20160111:0400,9.3,8.3,86.0,7.1
15752,20160111:0500,7.7,5.4,68.0,2.2
3925,20160111:0500,9.5,8.5,86.0,7.3
15752,20160111:0600,8.5,6.1,68.0,3.0
3925,20160111:0600,10.0,8.8,84.0,7.4
15752,20160111:0700,11.5,7.6,54.0,2.5
3925,20160111:0700,11.4,9.8,80.0,8.1
15752,20160111:0800,13.1,8.2,46.0,1.8
3925,20160111:0800,13.6,11.0,71.0,8.5
15752,20160111:0900,13.9,8.8,46.0,2.5
3925,20160111:0900,15.4,11.6,61.0,7.9
15752,20160111:1000,14.1,9.1,47.0,3.0
3925,20160111:1000,17.2,12.5,55.0,8.1
15752,20160111:1100,15.6,10.7,50.0,5.2
3925,20160111:1100,18.8,13.3,50.0,8.2
15752,20160111:1200,16.1,11.9,58.0,7.9
3925,20160111:1200,20.6,14.0,44.0,8.0
15752,20160111:1300,16.6,13.0,64.0,9.8
3925,20160111:1300,21.8,14.2,39.0,7.3
15752,20160111:1400,15.8,12.5,66.0,9.5
3925,20160111:1400,22.2,14.7,40.0,8.0
15752,20160111:1500,15.6,12.5,68.0,9.7
3925,20160111:1500,22.9,15.2,40.0,8.6
15752,20160111:1600,15.4,12.6,70.0,10.0
3925,20160111:1600,21.9,15.0,44.0,9.1
15752,20160111:1700,15.4,12.7,71.0,10.2
3925,20160111:1700,20.7,14.9,50.0,9.9
15752,20160111:1800,15.5,12.9,73.0,10.7
3925,20160111:1800,19.5,14.6,56.0,10.5
15752,20160111:1900,14.9,12.7,76.0,10.7
3925,20160111:1900,17.9,14.3,65.0,11.3
15752,20160111:2000,14.2,12.5,81.0,11.0
3925,20160111:2000,16.8,13.4,66.0,10.4
15752,20160111:2100,13.6,12.1,83.0,10.8
3925,20160111:2100,16.0,13.0,69.0,10.3
15752,20160111:2200,13.3,12.2,87.0,11.2
3925,20160111:2200,15.4,12.8,73.0,10.6
15752,20160111:2300,12.6,11.6,88.0,10.7
3925,20160111:2300,15.1,12.8,75.0,10.7
15752,20160112:0000,11.8,10.8,88.0,9.9
3925,20160112:0000,14.4,12.2,76.0,10.2
15752,20160112:0100,11.1,10.2,89.0,9.4
3925,20160112:0100,14.1,12.0,77.0,10.1
15752,20160112:0200,10.9,10.0,88.0,9.0
3925,20160112:0200,13.7,11.8,78.0,9.9
15752,20160112:0300,10.3,9.5,89.0,8.6
