Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
3925,20190212:0700,14.8,14.2,93.0,13.7
15752,20190212:0800,18.0,16.3,83.0,15.1
3925,20190212:0800,15.9,15.2,92.0,14.6
15752,20190212:0900,17.6,16.6,90.0,16.0
3925,20190212:0900,17.6,16.4,88.0,15.6
15752,20190212:1000,19.3,17.4,82.0,16.2
3925,20190212:1000,20.5,17.5,73.0,15.5
15752,20190212:1100,19.2,17.1,80.0,15.7
3925,20190212:1100,21.0,17.1,66.0,14.4
15752,20190212:1200,18.8,16.7,80.0,15.3
3925,20190212:1200,22.4,18.2,65.0,15.5
15752,20190212:1300,19.2,16.9,78.0,15.3
3925,20190212:1300,23.2,18.2,59.0,14.8
15752,20190212:1400,19.8,17.2,76.0,15.5
3925,20190212:1400,24.2,18.4,55.0,14.6
15752,20190212:1500,18.5,16.5,81.0,15.2
3925,20190212:1500,23.4,18.0,57.0,14.4
15752,20190212:1600,19.8,17.8,81.0,16.5
3925,20190212:1600,23.3,17.8,56.0,14.0
15752,20190212:1700,18.5,16.8,83.0,15.6
3925,20190212:1700,23.4,18.2,58.0,14.7
15752,20190212:1800,18.9,17.0,82.0,15.8
3925,20190212:1800,23.4,18.0,57.0,14.4
15752,20190212:1900,17.9,16.2,83.0,15.0
3925,20190212:1900,22.6,17.6,59.0,14.2
15752,20190212:2000,17.7,16.4,87.0,15.5
3925,20190212:2000,20.7,17.0,67.0,14.4
15752,20190212:2100,17.3,16.3,90.0,15.6
3925,20190212:2100,19.2,16.1,71.0,13.8
15752,20190212:2200,16.9,16.0,91.0,15.4
3925,20190212:2200,17.6,15.4,78.0,13.7
15752,20190212:2300,16.6,15.8,92.0,15.3
3925,20190212:2300,17.6,15.4,78.0,13.7
15752,20190213:0000,16.3,15.6,92.0,15.0
3925,20190213:0000,17.3,15.3,80.0,13.8
15752,20190213:0100,16.0,15.4,94.0,15.0
3925,20190213:0100,16.7,15.0,82.0,13.6
15752,20190213:0200,16.2,15.6,94.0,15.2
3925,20190213:0200,15.7,14.5,87.0,13.6
15752,20190213:0300,16.0,15.4,94.0,15.0
3925,20190213:0300,15.6,14.4,87.0,13.5
15752,20190213:0400,15.2,14.7,94.0,14.3
3925,20190213:0400,15.0,13.9,88.0,13.0
15752,20190213:0500,14.4,14.0,95.0,13.6
3925,20190213:0500,14.3,13.4,90.0,12.7
15752,20190213:0600,14.4,14.1,96.0,13.8
3925,20190213:0600,14.1,13.2,90.0,12.5
15752,20190213:0700,16.7,16.3,96.0,16.1
3925,20190213:0700,15.0,14.0,89.0,13.2
15752,20190213:0800,18.8,16.9,82.0,15.7
3925,20190213:0800,16.6,15.0,83.0,13.7
15752,20190213:0900,20.5,17.5,73.0,15.5
3925,20190213:0900,18.5,16.0,76.0,14.2
15752,20190213:1000,21.4,17.6,67.0,15.0
3925,20190213:1000,21.2,16.4,59.0,12.9
15752,20190213:1100,21.0,17.6,70.0,15.3
3925,20190213:1100,22.5,16.7,53.0,12.5
15752,20190213:1200,19.9,17.2,75.0,15.4
3925,20190213:1200,24.4,17.7,49.0,13.0
15752,20190213:1300,20.4,17.7,75.0,15.8
3925,20190213:1300,25.6,17.5,41.0,11.4
15752,20190213:1400,20.7,17.7,73.0,15.7
3925,20190213:1400,27.4,17.7,34.0,10.2
15752,20190213:1500,21.0,17.7,71.0,15.6
3925,20190213:1500,28.0,18.8,38.0,12.4
15752,20190213:1600,19.8,17.2,76.0,15.5
3925,20190213:1600,28.2,19.0,38.0,12.6
15752,20190213:1700,19.1,17.1,81.0,15.8
3925,20190213:1700,28.6,19.1,37.0,12.5
15752,20190213:1800,18.5,16.9,84.0,15.8
3925,20190213:1800,27.0,18.9,43.0,13.4
15752,20190213:1900,18.1,16.7,86.0,15.7
3925,20190213:1900,24.0,17.9,52.0,13.6
15752,20190213:2000,17.4,16.5,91.0,15.9
3925,20190213:2000,21.3,17.0,63.0,14.0
15752,20190213:2100,17.4,16.6,92.0,16.1
3925,20190213:2100,19.2,16.3,73.0,14.3
15752,20190213:2200,17.6,16.8,92.0,16.3
3925,20190213:2200,17.7,15.8,81.0,14.4
15752,20190213:2300,17.6,16.9,93.0,16.5
3925,20190213:2300,16.7,15.2,84.0,14.0
15752,20190214:0000,17.5,16.8,93.0,16.4
3925,20190214:0000,15.6,14.3,86.0,13.3
15752,20190214:0100,17.3,16.7,94.0,16.3
3925,20190214:0100,14.6,13.5,88.0,12.6
15752,20190214:0200,17.2,16.5,93.0,16.1
3925,20190214:0200,13.9,13.0,90.0,12.3
15752,20190214:0300,17.1,16.4,93.0,16.0
3925,20190214:0300,13.4,12.7,92.0,12.1
15752,20190214:0400,17.0,16.2,92.0,15.7
3925,20190214:0400,13.4,12.6,91.0,12.0
15752,20190214:0500,16.8,16.1,93.0,15.7
3925,20190214:0500,12.0,11.4,92.0,10.8
15752,20190214:0600,16.6,16.0,94.0,15.6
3925,20190214:0600,12.4,11.9,94.0,11.5
15752,20190214:0700,17.2,16.4,92.0,15.9
3925,20190214:0700,14.2,13.3,90.0,12.6
15752,20190214:0800,17.6,16.5,89.0,15.8
3925,20190214:0800,15.9,14.5,85.0,13.4
15752,20190214:0900,17.7,16.5,88.0,15.7
3925,20190214:0900,16.9,15.4,85.0,14.4
15752,20190214:1000,17.6,16.5,89.0,15.8
3925,20190214:1000,20.2,17.1,72.0,15.0
15752,20190214:1100,17.5,16.6,91.0,16.0
3925,20190214:1100,23.4,17.2,51.0,12.7
15752,20190214:1200,17.8,16.9,91.0,16.3
3925,20190214:1200,24.5,17.2,45.0,11.8
15752,20190214:1300,19.2,17.5,84.0,16.4
3925,20190214:1300,25.6,17.6,42.0,11.8
15752,20190214:1400,15.8,14.7,88.0,13.8
3925,20190214:1400,27.5,18.3,37.0,11.5
15752,20190214:1500,15.4,14.7,92.0,14.1
3925,20190214:1500,26.0,17.8,41.0,11.7
15752,20190214:1600,15.2,14.0,87.0,13.1
3925,20190214:1600,24.7,18.0,49.0,13.3
15752,20190214:1700,14.5,13.9,93.0,13.4
3925,20190214:1700,22.2,17.4,60.0,14.1
15752,20190214:1800,14.9,14.2,92.0,13.6
3925,20190214:1800,20.0,17.6,78.0,16.1
15752,20190214:1900,15.1,13.8,86.0,12.8
3925,20190214:1900,18.7,17.0,83.0,15.8
15752,20190214:2000,14.5,13.2,85.0,12.0
3925,20190214:2000,18.5,16.8,83.0,15.6
15752,20190214:2100,13.9,13.0,90.0,12.3
3925,20190214:2100,18.0,16.8,88.0,16.0
15752,20190214:2200,14.1,13.1,89.0,12.3
3925,20190214:2200,17.9,16.9,90.0,16.3
15752,20190214:2300,13.4,12.0,84.0,10.8
3925,20190214:2300,17.9,17.2,93.0,16.8
15752,20190215:0000,11.7,10.7,88.0,9.8
3925,20190215:0000,17.9,17.2,93.0,16.8
15752,20190215:0100,11.2,10.6,92.0,10.0
3925,20190215:0100,16.8,15.8,90.0,15.2
15752,20190215:0200,11.6,10.8,90.0,10.0
3925,20190215:0200,15.9,14.6,86.0,13.6
15752,20190215:0300,10.2,9.4,89.0,8.5
3925,20190215:0300,15.2,13.5,82.0,12.2
15752,20190215:0400,9.3,8.8,93.0,8.2
3925,20190215:0400,14.1,12.8,85.0,11.6
15752,20190215:0500,9.3,8.7,92.0,8.1
3925,20190215:0500,13.0,12.1,89.0,11.3
15752,20190215:0600,11.0,10.1,89.0,9.3
3925,20190215:0600,14.0,12.2,80.0,10.6
15752,20190215:0700,11.8,10.8,88.0,9.9
3925,20190215:0700,14.3,12.3,78.0,10.5
15752,20190215:0800,14.6,12.1,73.0,9.8
3925,20190215:0800,16.0,13.1,70.0,10.6
15752,20190215:0900,16.9,12.8,60.0,9.1
3925,20190215:0900,17.3,13.4,62.0,10.0
15752,20190215:1000,18.1,12.8,51.0,7.8
3925,20190215:1000,18.5,13.6,55.0,9.3
15752,20190215:1100,19.1,13.8,52.0,9.0
3925,20190215:1100,19.6,13.3,45.0,7.4
15752,20190215:1200,19.6,14.8,57.0,10.9
3925,20190215:1200,20.8,14.7,48.0,9.4
15752,20190215:1300,20.2,15.6,59.0,11.9
3925,20190215:1300,20.5,14.0,45.0,8.2
15752,20190215:1400,19.4,15.5,64.0,12.4
3925,20190215:1400,22.6,14.4,36.0,6.8
15752,20190215:1500,19.2,15.6,67.0,12.9
3925,20190215:1500,21.8,12.1,24.0,0.4
15752,20190215:1600,19.4,15.8,67.0,13.1
3925,20190215:1600,21.3,11.4,22.0,-1.2
15752,20190215:1700,18.8,15.4,68.0,12.8
3925,20190215:1700,20.9,12.3,30.0,2.7
15752,20190215:1800,17.7,14.7,71.0,12.4
3925,20190215:1800,19.5,11.8,34.0,3.3
15752,20190215:1900,15.9,14.3,83.0,13.0
3925,20190215:1900,17.8,12.0,46.0,6.1
15752,20190215:2000,14.1,12.6,83.0,11.3
3925,20190215:2000,16.1,11.8,57.0,7.6
15752,20190215:2100,12.6,11.5,87.0,10.5
3925,20190215:2100,15.0,11.9,67.0,8.9
15752,20190215:2200,11.8,11.2,93.0,10.7
3925,20190215:2200,14.9,12.0,69.0,9.3
15752,20190215:2300,11.4,10.8,92.0,10.2
3925,20190215:2300,14.2,12.0,76.0,10.0
15752,20190216:0000,11.2,10.2,88.0,9.3
3925,20190216:0000,13.2,11.5,80.0,9.8
15752,20190216:0100,11.3,10.0,84.0,8.7
3925,20190216:0100,12.0,10.8,85.0,9.6
15752,20190216:0200,11.2,9.8,82.0,8.3
3925,20190216:0200,12.3,11.1,85.0,9.9
15752,20190216:0300,10.8,9.3,81.0,7.7
3925,20190216:0300,12.8,11.3,82.0,9.8
15752,20190216:0400,10.6,8.8,77.0,6.8
3925,20190216:0400,12.7,11.3,84.0,10.1
15752,20190216:0500,10.3,8.7,79.0,6.8
3925,20190216:0500,12.4,11.3,87.0,10.3
15752,20190216:0600,10.3,8.7,79.0,6.8
3925,20190216:0600,12.2,11.5,92.0,10.9
15752,20190216:0700,10.7,8.8,76.0,6.7
3925,20190216:0700,13.1,12.5,93.0,12.0
15752,20190216:0800,11.4,9.2,73.0,6.7
3925,20190216:0800,14.6,13.0,82.0,11.6
15752,20190216:0900,13.0,9.8,64.0,6.4
3925,20190216:0900,15.0,13.2,80.0,11.6
15752,20190216:1000,13.8,10.1,60.0,6.2
3925,20190216:1000,15.8,12.9,70.0,10.4
15752,20190216:1100,13.6,10.0,60.0,6.0
3925,20190216:1100,18.3,13.8,58.0,9.9
15752,20190216:1200,13.4,10.6,69.0,7.8
3925,20190216:1200,19.3,13.7,50.0,8.6
15752,20190216:1300,14.6,10.8,60.0,6.9
3925,20190216:1300,20.8,14.2,44.0,8.1
15752,20190216:1400,13.5,10.6,68.0,7.7
3925,20190216:1400,22.5,15.2,42.0,9.0
15752,20190216:1500,13.4,11.0,73.0,8.7
3925,20190216:1500,23.0,14.6,35.0,6.8
15752,20190216:1600,15.9,11.1,52.0,6.1
3925,20190216:1600,23.8,15.2,35.0,7.4
15752,20190216:1700,16.3,11.3,51.0,6.2
3925,20190216:1700,23.2,14.7,35.0,6.9
15752,20190216:1800,15.6,10.5,49.0,4.9
3925,20190216:1800,21.8,14.7,42.0,8.3
15752,20190216:1900,14.8,10.8,58.0,6.6
3925,20190216:1900,18.9,13.9,54.0,9.4
15752,20190216:2000,13.5,9.9,60.0,5.9
3925,20190216:2000,16.5,12.8,63.0,9.5
15752,20190216:2100,12.9,9.8,65.0,6.5
3925,20190216:2100,14.7,12.1,72.0,9.7
15752,20190216:2200,12.4,9.5,66.0,6.2
3925,20190216:2200,13.3,11.4,78.0,9.6
15752,20190216:2300,11.6,9.2,71.0,6.5
3925,20190216:2300,12.0,10.5,82.0,9.0
15752,20190217:0000,11.5,9.3,73.0,6.8
3925,20190217:0000,10.7,9.8,88.0,8.8
15752,20190217:0100,11.3,9.2,74.0,6.8
3925,20190217:0100,9.8,9.2,92.0,8.6
15752,20190217:0200,12.0,9.4,69.0,6.5
3925,20190217:0200,9.3,8.8,93.0,8.2
15752,20190217:0300,12.1,9.5,69.0,6.6
3925,20190217:0300,11.0,10.5,93.0,9.9
15752,20190217:0400,12.2,9.7,70.0,6.9
3925,20190217:0400,11.6,10.8,90.0,10.0
15752,20190217:0500,11.8,9.4,71.0,6.7
3925,20190217:0500,11.7,10.9,90.0,10.1
15752,20190217:0600,11.0,9.0,75.0,6.8
3925,20190217:0600,11.9,11.1,90.0,10.3
15752,20190217:0700,11.2,9.3,76.0,7.1
3925,20190217:0700,12.4,11.4,88.0,10.5
15752,20190217:0800,12.8,10.1,69.0,7.3
3925,20190217:0800,13.4,12.1,85.0,10.9
15752,20190217:0900,14.4,10.8,61.0,7.0
3925,20190217:0900,15.3,12.4,69.0,9.7
15752,20190217:1000,15.9,11.5,56.0,7.2
3925,20190217:1000,17.3,12.5,54.0,7.9
15752,20190217:1100,16.2,11.9,57.0,7.7
3925,20190217:1100,18.6,12.6,46.0,6.8
15752,20190217:1200,16.7,12.7,60.0,8.9
3925,20190217:1200,20.2,13.5,43.0,7.3
15752,20190217:1300,17.0,13.1,62.0,9.7
3925,20190217:1300,21.4,13.9,39.0,6.9
15752,20190217:1400,18.0,13.6,58.0,9.6
3925,20190217:1400,21.9,14.5,40.0,7.7
15752,20190217:1500,17.2,13.0,59.0,9.1
3925,20190217:1500,21.6,14.4,41.0,7.8
15752,20190217:1600,15.8,12.7,68.0,9.9
3925,20190217:1600,21.8,14.9,44.0,9.0
15752,20190217:1700,15.8,12.5,66.0,9.5
3925,20190217:1700,20.6,14.4,47.0,8.9
15752,20190217:1800,15.5,12.2,66.0,9.2
3925,20190217:1800,19.7,14.4,53.0,9.9
15752,20190217:1900,15.0,12.4,72.0,10.0
3925,20190217:1900,16.6,12.5,59.0,8.6
15752,20190217:2000,14.3,12.2,77.0,10.3
3925,20190217:2000,15.1,11.8,65.0,8.6
15752,20190217:2100,14.0,12.2,80.0,10.6
3925,20190217:2100,14.9,12.0,69.0,9.3
15752,20190217:2200,13.9,12.2,81.0,10.7
3925,20190217:2200,14.2,11.7,72.0,9.2
15752,20190217:2300,14.0,12.4,82.0,11.0
3925,20190217:2300,14.0,11.7,74.0,9.5
15752,20190218:0000,14.0,12.5,83.0,11.2
3925,20190218:0000,13.1,11.3,79.0,9.6
15752,20190218:0100,13.8,12.5,85.0,11.3
3925,20190218:0100,13.3,11.5,79.0,9.8
15752,20190218:0200,13.6,12.3,85.0,11.1
3925,20190218:0200,13.5,11.3,75.0,9.2
15752,20190218:0300,12.4,11.2,86.0,10.1
3925,20190218:0300,13.8,11.6,75.0,9.5
15752,20190218:0400,13.2,12.2,88.0,11.3
3925,20190218:0400,13.0,11.3,80.0,9.6
15752,20190218:0500,13.1,12.3,90.0,11.5
3925,20190218:0500,12.5,11.2,84.0,9.9
15752,20190218:0600,11.6,10.8,90.0,10.0
3925,20190218:0600,12.5,11.2,85.0,10.1
15752,20190218:0700,13.8,12.9,90.0,12.2
3925,20190218:0700,13.1,11.6,83.0,10.3
15752,20190218:0800,15.8,13.3,74.0,11.2
3925,20190218:0800,14.8,11.3,63.0,7.8
15752,20190218:0900,17.6,14.3,68.0,11.6
3925,20190218:0900,15.9,11.5,56.0,7.2
15752,20190218:1000,18.2,14.7,67.0,12.0
3925,20190218:1000,17.4,12.4,52.0,7.5
15752,20190218:1100,21.8,16.0,52.0,11.5
3925,20190218:1100,19.2,12.9,44.0,6.7
15752,20190218:1200,23.2,16.8,49.0,11.9
3925,20190218:1200,20.8,13.6,40.0,6.7
15752,20190218:1300,23.3,16.9,49.0,12.0
3925,20190218:1300,21.6,14.5,42.0,8.2
15752,20190218:1400,24.4,17.0,44.0,11.4
3925,20190218:1400,23.5,15.4,38.0,8.4
15752,20190218:1500,23.6,18.2,57.0,14.6
3925,20190218:1500,23.6,15.2,36.0,7.7
15752,20190218:1600,25.0,17.0,41.0,10.9
3925,20190218:1600,24.0,15.6,37.0,8.4
15752,20190218:1700,23.2,18.3,60.0,15.0
3925,20190218:1700,23.0,15.6,42.0,9.4
15752,20190218:1800,20.9,16.5,62.0,13.4
3925,20190218:1800,20.3,14.7,51.0,9.9
15752,20190218:1900,18.6,16.0,75.0,14.1
3925,20190218:1900,18.4,13.6,55.0,9.2
15752,20190218:2000,17.8,15.0,73.0,12.9
3925,20190218:2000,17.7,13.5,60.0,9.8
15752,20190218:2100,17.0,15.1,81.0,13.7
3925,20190218:2100,17.0,13.2,63.0,9.9
15752,20190218:2200,17.2,15.2,80.0,13.7
3925,20190218:2200,15.8,12.7,68.0,9.9
15752,20190218:2300,17.8,15.0,73.0,12.9
3925,20190218:2300,16.0,12.9,68.0,10.1
15752,20190219:0000,18.1,15.5,75.0,13.6
3925,20190219:0000,16.0,13.1,70.0,10.6
15752,20190219:0100,17.9,15.7,78.0,14.0
3925,20190219:0100,15.9,13.2,72.0,10.9
15752,20190219:0200,17.7,15.5,78.0,13.8
3925,20190219:0200,15.9,13.4,74.0,11.3
15752,20190219:0300,17.2,15.7,85.0,14.7
3925,20190219:0300,15.6,13.7,80.0,12.2
15752,20190219:0400,18.5,15.6,72.0,13.4
3925,20190219:0400,15.6,13.4,77.0,11.6
15752,20190219:0500,18.6,15.4,70.0,13.0
3925,20190219:0500,15.4,13.8,83.0,12.5
15752,20190219:0600,20.0,15.8,62.0,12.5
3925,20190219:0600,15.3,13.6,82.0,12.3
15752,20190219:0700,19.8,16.1,66.0,13.3
3925,20190219:0700,15.4,13.7,82.0,12.4
15752,20190219:0800,19.6,16.3,70.0,14.0
3925,20190219:0800,16.0,13.8,77.0,12.0
15752,20190219:0900,20.3,16.7,68.0,14.2
3925,20190219:0900,18.4,15.3,70.0,12.9
15752,20190219:1000,23.1,17.7,56.0,13.9
3925,20190219:1000,21.2,16.6,60.0,13.1
15752,20190219:1100,23.8,18.0,54.0,14.0
3925,20190219:1100,23.3,17.4,53.0,13.2
15752,20190219:1200,23.2,18.2,59.0,14.8
3925,20190219:1200,25.0,17.9,47.0,12.9
15752,20190219:1300,22.3,17.5,60.0,14.2
3925,20190219:1300,24.7,18.0,49.0,13.3
15752,20190219:1400,25.1,19.5,57.0,16.0
3925,20190219:1400,25.1,18.5,50.0,14.0
15752,20190219:1500,23.7,18.6,59.0,15.2
3925,20190219:1500,27.1,18.3,39.0,12.0
15752,20190219:1600,25.7,18.3,46.0,13.2
3925,20190219:1600,25.5,17.9,44.0,12.4
15752,20190219:1700,29.1,18.0,29.0,9.3
3925,20190219:1700,24.3,17.2,46.0,12.0
15752,20190219:1800,27.5,16.8,29.0,7.9
3925,20190219:1800,23.3,16.4,46.0,11.1
15752,20190219:1900,26.5,16.3,30.0,7.6
3925,20190219:1900,21.2,16.8,62.0,13.6
15752,20190219:2000,18.2,15.5,74.0,13.5
3925,20190219:2000,19.6,16.1,68.0,13.5
15752,20190219:2100,17.5,15.7,82.0,14.4
3925,20190219:2100,18.9,15.7,70.0,13.3
15752,20190219:2200,16.6,15.6,89.0,14.8
3925,20190219:2200,18.5,15.5,71.0,13.2
15752,20190219:2300,16.6,15.7,91.0,15.1
3925,20190219:2300,18.3,15.3,71.0,13.0
15752,20190220:0000,17.0,16.2,92.0,15.7
3925,20190220:0000,18.1,15.0,70.0,12.6
15752,20190220:0100,17.1,16.0,89.0,15.3
3925,20190220:0100,18.0,14.9,70.0,12.5
15752,20190220:0200,16.8,15.8,90.0,15.2
3925,20190220:0200,17.0,14.5,75.0,12.6
15752,20190220:0300,15.5,13.9,83.0,12.6
3925,20190220:0300,16.8,14.3,75.0,12.4
15752,20190220:0400,14.4,12.4,78.0,10.6
3925,20190220:0400,15.8,14.3,84.0,13.1
15752,20190220:0500,13.5,12.1,84.0,10.9
3925,20190220:0500,15.6,14.3,86.0,13.3
15752,20190220:0600,13.2,12.2,88.0,11.3
3925,20190220:0600,15.8,14.4,85.0,13.3
15752,20190220:0700,13.4,12.6,91.0,12.0
3925,20190220:0700,16.7,15.0,82.0,13.6
15752,20190220:0800,16.9,14.4,75.0,12.4
3925,20190220:0800,17.8,15.4,76.0,13.5
15752,20190220:0900,17.6,14.3,68.0,11.6
3925,20190220:0900,18.8,15.6,70.0,13.2
15752,20190220:1000,17.7,14.8,72.0,12.6
3925,20190220:1000,20.2,16.3,65.0,13.4
15752,20190220:1100,18.6,15.0,66.0,12.1
3925,20190220:1100,21.5,16.7,59.0,13.2
15752,20190220:1200,18.0,14.2,64.0,11.1
3925,20190220:1200,20.4,16.6,66.0,13.9
15752,20190220:1300,18.7,14.6,62.0,11.3
3925,20190220:1300,21.0,17.1,66.0,14.4
15752,20190220:1400,19.1,16.0,71.0,13.7
3925,20190220:1400,21.6,17.2,62.0,14.0
15752,20190220:1500,18.2,15.5,74.0,13.5
3925,20190220:1500,22.5,17.5,59.0,14.1
15752,20190220:1600,18.7,15.4,69.0,12.9
3925,20190220:1600,23.3,17.6,54.0,13.5
15752,20190220:1700,17.8,14.7,70.0,12.3
3925,20190220:1700,22.6,17.2,56.0,13.4
15752,20190220:1800,16.8,14.3,75.0,12.4
3925,20190220:1800,21.4,17.7,68.0,15.3
15752,20190220:1900,16.3,14.2,78.0,12.5
3925,20190220:1900,20.5,17.5,73.0,15.5
15752,20190220:2000,15.8,13.7,78.0,12.0
3925,20190220:2000,19.4,17.3,80.0,15.9
15752,20190220:2100,15.8,13.1,72.0,10.8
3925,20190220:2100,18.5,16.5,81.0,15.2
15752,20190220:2200,16.0,13.7,76.0,11.8
3925,20190220:2200,18.6,16.5,80.0,15.1
15752,20190220:2300,15.8,13.3,74.0,11.2
3925,20190220:2300,17.7,16.3,86.0,15.3
15752,20190221:0000,15.8,13.4,75.0,11.4
3925,20190221:0000,17.2,15.9,87.0,15.0
15752,20190221:0100,15.6,13.3,76.0,11.4
3925,20190221:0100,17.1,15.8,87.0,14.9
15752,20190221:0200,15.7,13.8,80.0,12.3
3925,20190221:0200,17.0,16.0,90.0,15.4
15752,20190221:0300,15.6,13.8,81.0,12.4
3925,20190221:0300,16.6,15.7,91.0,15.1
15752,20190221:0400,15.7,14.4,86.0,13.4
3925,20190221:0400,16.2,15.5,93.0,15.1
15752,20190221:0500,15.8,14.5,86.0,13.5
3925,20190221:0500,15.3,14.7,93.0,14.2
15752,20190221:0600,15.8,14.6,87.0,13.6
3925,20190221:0600,15.2,14.8,95.0,14.4
15752,20190221:0700,16.2,14.9,86.0,13.9
3925,20190221:0700,15.3,14.9,96.0,14.7
15752,20190221:0800,17.3,15.4,81.0,14.0
3925,20190221:0800,16.4,15.6,92.0,15.1
15752,20190221:0900,18.9,15.9,72.0,13.8
3925,20190221:0900,17.7,16.6,89.0,15.9
15752,20190221:1000,18.8,16.2,75.0,14.3
3925,20190221:1000,20.2,17.4,74.0,15.4
15752,20190221:1100,20.6,16.9,67.0,14.3
3925,20190221:1100,21.5,17.2,63.0,14.2
15752,20190221:1200,20.4,17.0,69.0,14.5
3925,20190221:1200,23.7,17.7,53.0,13.6
15752,20190221:1300,17.1,15.5,84.0,14.4
3925,20190221:1300,22.6,17.0,54.0,12.8
15752,20190221:1400,17.5,15.6,81.0,14.2
3925,20190221:1400,23.0,17.3,54.0,13.2
15752,20190221:1500,17.4,15.6,82.0,14.3
3925,20190221:1500,25.1,18.2,48.0,13.3
15752,20190221:1600,16.9,15.1,82.0,13.8
3925,20190221:1600,25.2,17.5,43.0,11.8
15752,20190221:1700,16.7,14.6,78.0,12.9
3925,20190221:1700,23.3,16.9,49.0,12.0
15752,20190221:1800,15.8,14.0,81.0,12.6
3925,20190221:1800,22.6,17.0,54.0,12.8
15752,20190221:1900,15.2,13.6,83.0,12.3
3925,20190221:1900,20.8,16.0,58.0,12.3
15752,20190221:2000,15.0,13.5,84.0,12.3
3925,20190221:2000,19.7,15.7,64.0,12.7
15752,20190221:2100,14.5,13.3,87.0,12.4
3925,20190221:2100,19.5,15.6,64.0,12.5
15752,20190221:2200,13.9,12.9,89.0,12.1
3925,20190221:2200,19.0,15.6,68.0,13.0
15752,20190221:2300,14.0,13.0,89.0,12.2
3925,20190221:2300,18.4,15.6,73.0,13.5
15752,20190222:0000,14.3,13.1,87.0,12.2
3925,20190222:0000,18.4,15.7,74.0,13.7
15752,20190222:0100,15.0,13.7,86.0,12.7
3925,20190222:0100,17.8,15.5,77.0,13.7
15752,20190222:0200,16.5,13.8,72.0,11.5
3925,20190222:0200,18.3,15.5,73.0,13.4
15752,20190222:0300,16.6,13.5,69.0,10.9
3925,20190222:0300,17.7,15.5,78.0,13.8
15752,20190222:0400,14.7,13.2,83.0,11.8
3925,20190222:0400,17.6,15.5,79.0,13.9
15752,20190222:0500,15.7,14.4,86.0,13.4
3925,20190222:0500,17.4,15.2,78.0,13.5
15752,20190222:0600,14.0,11.8,76.0,9.8
3925,20190222:0600,16.6,15.1,84.0,13.9
15752,20190222:0700,12.5,11.2,84.0,9.9
3925,20190222:0700,18.1,15.5,75.0,13.6
15752,20190222:0800,13.3,11.4,78.0,9.6
3925,20190222:0800,17.1,15.8,87.0,14.9
15752,20190222:0900,15.4,11.6,61.0,7.9
3925,20190222:0900,18.2,16.3,81.0,14.9
15752,20190222:1000,16.9,12.3,55.0,7.8
3925,20190222:1000,19.5,16.7,74.0,14.8
15752,20190222:1100,18.1,13.1,53.0,8.4
3925,20190222:1100,21.6,17.3,63.0,14.3
15752,20190222:1200,18.8,13.3,50.0,8.2
3925,20190222:1200,21.3,16.4,58.0,12.7
15752,20190222:1300,19.5,13.9,50.0,8.8
3925,20190222:1300,24.7,17.2,44.0,11.7
15752,20190222:1400,20.1,14.5,51.0,9.7
3925,20190222:1400,24.4,16.7,42.0,10.7
15752,20190222:1500,18.8,14.2,58.0,10.4
3925,20190222:1500,25.5,17.2,40.0,10.9
15752,20190222:1600,16.7,12.8,61.0,9.2
3925,20190222:1600,20.5,16.6,65.0,13.7
15752,20190222:1700,15.7,12.8,70.0,10.3
3925,20190222:1700,19.7,15.4,61.0,12.0
15752,20190222:1800,15.4,12.7,72.0,10.4
3925,20190222:1800,18.8,13.8,54.0,9.3
15752,20190222:1900,15.4,12.9,74.0,10.8
3925,20190222:1900,17.4,12.6,54.0,8.0
15752,20190222:2000,14.8,12.4,74.0,10.2
3925,20190222:2000,15.7,11.8,60.0,8.0
15752,20190222:2100,13.8,10.4,63.0,6.9
3925,20190222:2100,14.8,11.6,66.0,8.5
15752,20190222:2200,12.9,9.8,65.0,6.5
3925,20190222:2200,15.0,11.8,66.0,8.7
15752,20190222:2300,12.6,9.7,67.0,6.7
3925,20190222:2300,14.3,10.9,63.0,7.4
15752,20190223:0000,12.0,9.5,70.0,6.7
3925,20190223:0000,13.3,10.3,66.0,7.1
15752,20190223:0100,11.7,9.1,69.0,6.2
3925,20190223:0100,13.0,10.3,69.0,7.5
15752,20190223:0200,11.8,9.0,67.0,5.9
3925,20190223:0200,13.2,10.3,67.0,7.2
15752,20190223:0300,10.5,8.2,71.0,5.5
3925,20190223:0300,12.8,9.8,66.0,6.6
15752,20190223:0400,10.0,7.9,73.0,5.4
3925,20190223:0400,10.7,8.8,76.0,6.7
15752,20190223:0500,10.5,8.3,72.0,5.7
3925,20190223:0500,10.8,8.8,75.0,6.6
15752,20190223:0600,10.6,8.2,70.0,5.4
3925,20190223:0600,9.3,8.0,82.0,6.4
15752,20190223:0700,11.3,8.7,68.0,5.6
3925,20190223:0700,9.3,8.2,85.0,6.9
15752,20190223:0800,12.0,9.0,65.0,5.7
3925,20190223:0800,12.1,9.7,72.0,7.2
15752,20190223:0900,12.4,9.2,63.0,5.6
3925,20190223:0900,15.5,10.8,52.0,5.7
15752,20190223:1000,13.4,10.0,62.0,6.3
3925,20190223:1000,16.7,10.3,39.0,2.7
15752,20190223:1100,15.4,11.4,59.0,7.5
3925,20190223:1100,18.6,10.9,32.0,1.6
