Station,Date(NZST),Tair(C),Twet(C),RH(%),Tdew(C)
15752,20190103:0900,17.9,14.7,69.0,12.2
3925,20190103:0900,20.4,17.0,69.0,14.5
15752,20190103:1000,18.3,14.4,63.0,11.1
3925,20190103:1000,22.0,16.1,51.0,11.4
15752,20190103:1100,17.2,14.7,75.0,12.7
3925,20190103:1100,21.6,16.3,55.0,12.2
15752,20190103:1200,19.1,15.0,62.0,11.7
3925,20190103:1200,22.4,17.5,59.0,14.0
15752,20190103:1300,19.3,14.2,54.0,9.8
3925,20190103:1300,22.0,16.7,56.0,12.8
15752,20190103:1400,19.1,14.3,56.0,10.1
3925,20190103:1400,22.0,15.7,48.0,10.5
15752,20190103:1500,19.2,14.1,54.0,9.7
3925,20190103:1500,22.0,15.0,43.0,8.9
15752,20190103:1600,18.4,13.8,57.0,9.7
3925,20190103:1600,21.6,15.1,46.0,9.5
15752,20190103:1700,18.4,13.0,50.0,7.8
3925,20190103:1700,21.6,14.8,44.0,8.8
15752,20190103:1800,17.6,12.4,51.0,7.4
3925,20190103:1800,22.2,15.1,43.0,9.1
15752,20190103:1900,17.4,12.1,50.0,6.9
3925,20190103:1900,20.1,14.6,52.0,10.0
15752,20190103:2000,15.9,11.4,55.0,6.9
3925,20190103:2000,17.1,13.1,61.0,9.5
15752,20190103:2100,15.7,11.1,53.0,6.2
3925,20190103:2100,15.6,12.2,65.0,9.1
15752,20190103:2200,15.2,10.8,55.0,6.2
3925,20190103:2200,14.0,11.8,75.0,9.7
15752,20190103:2300,14.7,10.7,58.0,6.5
3925,20190103:2300,14.2,12.0,76.0,10.0
15752,20190104:0000,14.3,11.0,64.0,7.6
3925,20190104:0000,14.4,12.2,76.0,10.2
15752,20190104:0100,13.7,10.8,68.0,7.9
3925,20190104:0100,14.2,12.3,79.0,10.6
15752,20190104:0200,12.7,10.3,72.0,7.8
3925,20190104:0200,14.2,12.4,80.0,10.8
15752,20190104:0300,12.3,9.9,72.0,7.4
3925,20190104:0300,14.0,12.5,83.0,11.2
15752,20190104:0400,13.1,10.0,65.0,6.7
3925,20190104:0400,13.8,12.0,80.0,10.4
15752,20190104:0500,13.2,10.1,65.0,6.8
3925,20190104:0500,13.8,11.5,74.0,9.3
15752,20190104:0600,13.2,10.0,64.0,6.6
3925,20190104:0600,14.0,11.7,74.0,9.5
15752,20190104:0700,13.6,10.5,66.0,7.4
3925,20190104:0700,14.1,11.8,74.0,9.6
15752,20190104:0800,14.6,10.9,61.0,7.2
3925,20190104:0800,15.5,12.1,65.0,9.0
15752,20190104:0900,15.5,11.8,62.0,8.3
3925,20190104:0900,16.2,12.7,64.0,9.4
15752,20190104:1000,16.0,12.8,67.0,9.9
3925,20190104:1000,18.6,12.8,47.0,7.1
15752,20190104:1100,14.3,12.6,81.0,11.1
3925,20190104:1100,19.0,12.8,45.0,6.8
15752,20190104:1200,14.5,13.0,83.0,11.7
3925,20190104:1200,20.2,13.3,41.0,6.6
15752,20190104:1300,13.7,12.9,91.0,12.3
3925,20190104:1300,20.4,12.8,36.0,4.9
15752,20190104:1400,13.0,12.5,94.0,12.1
3925,20190104:1400,21.0,13.6,39.0,6.6
15752,20190104:1500,13.0,12.7,96.0,12.4
3925,20190104:1500,21.5,13.7,37.0,6.2
15752,20190104:1600,12.9,12.6,96.0,12.3
3925,20190104:1600,21.0,13.4,37.0,5.8
15752,20190104:1700,12.9,12.6,96.0,12.3
3925,20190104:1700,21.4,14.4,42.0,8.0
15752,20190104:1800,13.0,12.6,95.0,12.2
3925,20190104:1800,19.9,13.7,46.0,8.0
15752,20190104:1900,13.3,12.7,93.0,12.2
3925,20190104:1900,17.2,12.8,57.0,8.6
15752,20190104:2000,13.4,12.8,93.0,12.3
3925,20190104:2000,15.8,12.3,64.0,9.0
15752,20190104:2100,13.7,13.1,93.0,12.6
3925,20190104:2100,14.8,11.9,69.0,9.2
15752,20190104:2200,13.4,12.7,92.0,12.1
3925,20190104:2200,14.2,11.8,73.0,9.5
15752,20190104:2300,13.1,12.5,93.0,12.0
3925,20190104:2300,12.6,10.8,79.0,9.1
15752,20190105:0000,13.3,12.8,94.0,12.4
3925,20190105:0000,11.7,10.4,84.0,9.1
15752,20190105:0100,13.4,12.9,94.0,12.5
3925,20190105:0100,10.5,9.5,87.0,8.4
15752,20190105:0200,13.5,13.0,94.0,12.6
3925,20190105:0200,10.1,9.3,90.0,8.6
15752,20190105:0300,13.4,12.8,93.0,12.3
3925,20190105:0300,10.7,9.8,88.0,8.8
15752,20190105:0400,13.8,12.9,90.0,12.2
3925,20190105:0400,10.1,9.3,90.0,8.6
15752,20190105:0500,14.0,12.8,86.0,11.7
3925,20190105:0500,9.0,8.3,90.0,7.5
15752,20190105:0600,14.7,13.3,84.0,12.0
3925,20190105:0600,9.5,9.0,93.0,8.4
15752,20190105:0700,16.3,14.1,77.0,12.3
3925,20190105:0700,11.9,10.7,85.0,9.5
15752,20190105:0800,17.8,14.9,72.0,12.7
3925,20190105:0800,14.4,12.4,78.0,10.6
15752,20190105:0900,20.2,15.8,61.0,12.5
3925,20190105:0900,16.8,13.4,66.0,10.4
15752,20190105:1000,22.4,16.7,53.0,12.4
3925,20190105:1000,19.7,14.5,54.0,10.2
15752,20190105:1100,24.9,18.2,49.0,13.5
3925,20190105:1100,22.0,15.7,48.0,10.5
15752,20190105:1200,29.1,18.9,34.0,11.7
3925,20190105:1200,23.3,16.6,47.0,11.4
15752,20190105:1300,30.2,18.7,29.0,10.2
3925,20190105:1300,23.4,16.8,48.0,11.8
15752,20190105:1400,30.3,18.4,27.0,9.3
3925,20190105:1400,24.5,16.2,38.0,9.3
15752,20190105:1500,30.5,18.8,28.0,10.0
3925,20190105:1500,24.8,16.7,40.0,10.3
15752,20190105:1600,29.1,18.4,31.0,10.3
3925,20190105:1600,25.2,17.0,40.0,10.7
15752,20190105:1700,30.1,18.9,30.0,10.6
3925,20190105:1700,24.3,16.8,43.0,10.9
15752,20190105:1800,28.1,18.0,33.0,10.3
3925,20190105:1800,23.5,16.6,46.0,11.2
15752,20190105:1900,18.6,16.5,80.0,15.1
3925,20190105:1900,21.5,15.6,51.0,11.0
15752,20190105:2000,19.6,17.1,77.0,15.5
3925,20190105:2000,20.2,15.4,58.0,11.7
15752,20190105:2100,21.2,17.4,67.0,14.8
3925,20190105:2100,19.5,15.2,61.0,11.8
15752,20190105:2200,20.9,17.3,68.0,14.8
3925,20190105:2200,18.8,15.2,66.0,12.3
15752,20190105:2300,20.4,17.3,72.0,15.2
3925,20190105:2300,18.1,15.2,72.0,13.0
15752,20190106:0000,14.3,13.3,89.0,12.5
3925,20190106:0000,17.3,15.3,80.0,13.8
15752,20190106:0100,13.3,12.5,91.0,11.9
3925,20190106:0100,16.9,15.1,82.0,13.8
15752,20190106:0200,13.0,12.2,91.0,11.6
3925,20190106:0200,16.0,14.8,87.0,13.8
15752,20190106:0300,12.2,11.7,94.0,11.3
3925,20190106:0300,15.8,14.8,89.0,14.0
15752,20190106:0400,12.8,12.0,91.0,11.4
3925,20190106:0400,16.0,15.0,89.0,14.2
15752,20190106:0500,12.9,12.5,95.0,12.1
3925,20190106:0500,16.0,15.1,90.0,14.4
15752,20190106:0600,13.2,12.8,95.0,12.4
3925,20190106:0600,16.3,15.5,91.0,14.8
15752,20190106:0700,12.7,12.1,93.0,11.6
3925,20190106:0700,17.1,16.2,91.0,15.6
15752,20190106:0800,12.8,12.2,93.0,11.7
3925,20190106:0800,18.6,17.4,88.0,16.6
15752,20190106:0900,12.4,11.9,94.0,11.5
3925,20190106:0900,20.4,18.1,79.0,16.7
15752,20190106:1000,13.1,12.7,95.0,12.3
3925,20190106:1000,22.4,18.7,69.0,16.4
15752,20190106:1100,13.5,13.1,95.0,12.7
3925,20190106:1100,23.7,19.3,64.0,16.5
15752,20190106:1200,13.8,13.3,94.0,12.9
3925,20190106:1200,25.3,19.2,54.0,15.3
15752,20190106:1300,13.7,13.1,93.0,12.6
3925,20190106:1300,25.2,19.3,55.0,15.5
15752,20190106:1400,13.7,13.1,93.0,12.6
3925,20190106:1400,26.8,19.5,48.0,14.9
15752,20190106:1500,13.7,13.2,94.0,12.8
3925,20190106:1500,25.2,18.4,49.0,13.8
15752,20190106:1600,13.7,13.2,94.0,12.8
3925,20190106:1600,24.6,17.9,49.0,13.2
15752,20190106:1700,13.9,13.5,95.0,13.1
3925,20190106:1700,23.8,17.5,51.0,13.1
15752,20190106:1800,14.0,13.6,95.0,13.2
3925,20190106:1800,22.5,17.7,60.0,14.4
15752,20190106:1900,14.9,14.2,92.0,13.6
3925,20190106:1900,20.5,17.5,73.0,15.5
15752,20190106:2000,14.7,13.6,88.0,12.7
3925,20190106:2000,19.7,17.3,78.0,15.8
15752,20190106:2100,14.0,13.2,91.0,12.6
3925,20190106:2100,19.2,17.7,86.0,16.8
15752,20190106:2200,12.9,12.4,94.0,12.0
3925,20190106:2200,19.1,18.0,89.0,17.3
15752,20190106:2300,12.3,11.8,94.0,11.4
3925,20190106:2300,19.4,18.2,88.0,17.4
15752,20190107:0000,11.9,11.4,94.0,11.0
3925,20190107:0000,17.3,16.4,91.0,15.8
15752,20190107:0100,12.4,11.9,94.0,11.5
3925,20190107:0100,17.0,16.1,91.0,15.5
15752,20190107:0200,12.5,12.1,95.0,11.7
3925,20190107:0200,16.0,15.3,92.0,14.7
15752,20190107:0300,12.1,11.7,95.0,11.3
3925,20190107:0300,15.0,14.2,91.0,13.6
15752,20190107:0400,10.6,10.1,93.0,9.5
3925,20190107:0400,14.3,12.9,84.0,11.7
15752,20190107:0500,11.2,10.5,91.0,9.8
3925,20190107:0500,14.0,12.6,84.0,11.4
15752,20190107:0600,12.5,11.3,86.0,10.2
3925,20190107:0600,13.9,12.3,82.0,10.9
15752,20190107:0700,13.8,12.1,81.0,10.6
3925,20190107:0700,14.5,12.1,74.0,9.9
15752,20190107:0800,15.1,12.8,75.0,10.7
3925,20190107:0800,16.0,12.9,68.0,10.1
15752,20190107:0900,16.0,13.0,69.0,10.3
3925,20190107:0900,16.8,13.1,63.0,9.7
15752,20190107:1000,17.4,14.3,69.0,11.7
3925,20190107:1000,17.8,13.4,58.0,9.5
15752,20190107:1100,19.3,15.7,67.0,13.0
3925,20190107:1100,19.4,14.5,56.0,10.4
15752,20190107:1200,20.8,16.0,58.0,12.3
3925,20190107:1200,21.1,14.8,47.0,9.4
15752,20190107:1300,16.7,14.3,76.0,12.5
3925,20190107:1300,21.4,14.2,41.0,7.6
15752,20190107:1400,18.9,15.5,68.0,12.9
3925,20190107:1400,22.1,14.6,40.0,7.9
15752,20190107:1500,19.0,15.2,65.0,12.3
3925,20190107:1500,22.0,14.8,42.0,8.5
15752,20190107:1600,19.6,15.2,60.0,11.6
3925,20190107:1600,22.0,14.7,41.0,8.2
15752,20190107:1700,17.7,15.0,73.0,12.8
3925,20190107:1700,21.2,14.3,43.0,8.2
15752,20190107:1800,17.1,14.2,71.0,11.8
3925,20190107:1800,20.7,14.6,48.0,9.3
15752,20190107:1900,16.1,13.5,73.0,11.3
3925,20190107:1900,18.5,13.5,54.0,9.0
15752,20190107:2000,16.0,13.1,70.0,10.6
3925,20190107:2000,16.6,12.4,58.0,8.3
15752,20190107:2100,15.6,13.1,74.0,11.0
3925,20190107:2100,15.2,11.6,62.0,8.0
15752,20190107:2200,15.3,13.1,77.0,11.3
3925,20190107:2200,13.6,11.3,74.0,9.1
15752,20190107:2300,14.8,13.3,83.0,12.0
3925,20190107:2300,12.3,10.6,80.0,9.0
15752,20190108:0000,14.0,12.3,81.0,10.8
3925,20190108:0000,11.9,10.4,82.0,8.9
15752,20190108:0100,13.4,12.0,84.0,10.8
3925,20190108:0100,11.4,10.2,85.0,9.0
15752,20190108:0200,12.1,10.8,84.0,9.5
3925,20190108:0200,10.6,9.7,89.0,8.9
15752,20190108:0300,11.8,10.7,87.0,9.7
3925,20190108:0300,9.8,9.1,91.0,8.4
15752,20190108:0400,12.5,11.2,84.0,9.9
3925,20190108:0400,10.0,9.5,93.0,8.9
15752,20190108:0500,12.3,11.0,84.0,9.7
3925,20190108:0500,10.6,10.1,93.0,9.5
15752,20190108:0600,13.1,11.6,82.0,10.1
3925,20190108:0600,10.2,9.7,93.0,9.1
15752,20190108:0700,13.7,11.6,76.0,9.6
3925,20190108:0700,12.7,11.8,89.0,10.9
15752,20190108:0800,16.0,12.9,68.0,10.1
3925,20190108:0800,17.0,13.0,61.0,9.5
15752,20190108:0900,17.1,13.2,62.0,9.8
3925,20190108:0900,18.0,13.1,54.0,8.6
15752,20190108:1000,17.8,13.7,61.0,10.2
3925,20190108:1000,20.2,14.2,48.0,8.9
15752,20190108:1100,18.4,14.6,64.0,11.5
3925,20190108:1100,21.4,15.0,47.0,9.7
15752,20190108:1200,19.1,15.7,68.0,13.1
3925,20190108:1200,21.7,14.9,44.0,8.9
15752,20190108:1300,18.4,15.3,70.0,12.9
3925,20190108:1300,22.9,14.8,37.0,7.5
15752,20190108:1400,17.5,14.2,68.0,11.5
3925,20190108:1400,22.7,14.2,34.0,6.1
15752,20190108:1500,16.2,13.4,71.0,10.9
3925,20190108:1500,23.7,15.2,36.0,7.8
15752,20190108:1600,15.5,12.9,73.0,10.7
3925,20190108:1600,24.1,15.7,37.0,8.5
15752,20190108:1700,15.8,12.9,70.0,10.4
3925,20190108:1700,22.9,15.2,40.0,8.6
15752,20190108:1800,15.3,12.6,71.0,10.1
3925,20190108:1800,23.0,15.2,39.0,8.3
15752,20190108:1900,15.1,12.4,71.0,9.9
3925,20190108:1900,22.2,14.7,40.0,8.0
15752,20190108:2000,15.0,12.5,73.0,10.2
3925,20190108:2000,18.4,13.1,51.0,8.1
15752,20190108:2100,14.1,12.0,77.0,10.1
3925,20190108:2100,15.9,12.0,60.0,8.2
15752,20190108:2200,14.2,12.4,80.0,10.8
3925,20190108:2200,14.3,11.6,70.0,8.9
15752,20190108:2300,14.0,12.3,81.0,10.8
3925,20190108:2300,13.1,11.2,78.0,9.4
15752,20190109:0000,14.4,12.7,81.0,11.2
3925,20190109:0000,11.8,10.3,82.0,8.8
15752,20190109:0100,14.6,12.8,80.0,11.2
3925,20190109:0100,10.7,9.7,87.0,8.6
15752,20190109:0200,14.7,13.0,81.0,11.5
3925,20190109:0200,10.8,10.0,90.0,9.2
15752,20190109:0300,14.6,13.1,83.0,11.8
3925,20190109:0300,11.9,11.0,89.0,10.2
15752,20190109:0400,14.7,13.3,85.0,12.2
3925,20190109:0400,10.6,9.8,90.0,9.0
15752,20190109:0500,15.0,13.9,88.0,13.0
3925,20190109:0500,9.8,9.2,92.0,8.6
15752,20190109:0600,15.2,13.9,86.0,12.9
3925,20190109:0600,9.8,9.4,94.0,8.9
15752,20190109:0700,16.7,14.7,79.0,13.1
3925,20190109:0700,12.0,11.2,90.0,10.4
15752,20190109:0800,17.9,15.5,76.0,13.6
3925,20190109:0800,15.9,13.9,79.0,12.3
15752,20190109:0900,18.3,15.7,75.0,13.8
3925,20190109:0900,17.0,14.2,72.0,11.9
15752,20190109:1000,18.8,16.3,76.0,14.5
3925,20190109:1000,22.2,15.1,43.0,9.1
15752,20190109:1100,18.5,16.3,79.0,14.8
3925,20190109:1100,23.5,15.6,39.0,8.8
15752,20190109:1200,18.4,16.2,79.0,14.7
3925,20190109:1200,24.6,15.8,35.0,8.2
15752,20190109:1300,18.2,16.1,79.0,14.5
3925,20190109:1300,26.0,16.3,32.0,8.1
15752,20190109:1400,18.5,16.5,81.0,15.2
3925,20190109:1400,25.1,16.8,39.0,10.2
15752,20190109:1500,18.3,16.4,81.0,15.0
3925,20190109:1500,24.3,16.6,42.0,10.6
15752,20190109:1600,17.7,16.4,87.0,15.5
3925,20190109:1600,22.5,15.9,47.0,10.6
15752,20190109:1700,17.7,16.1,84.0,15.0
3925,20190109:1700,20.5,14.8,51.0,10.0
15752,20190109:1800,17.8,16.3,85.0,15.3
3925,20190109:1800,20.8,15.1,51.0,10.3
15752,20190109:1900,19.6,16.3,70.0,14.0
3925,20190109:1900,19.7,14.7,55.0,10.4
15752,20190109:2000,21.2,16.4,59.0,12.9
3925,20190109:2000,18.4,14.6,64.0,11.5
15752,20190109:2100,21.5,16.2,55.0,12.1
3925,20190109:2100,17.6,14.5,70.0,12.1
15752,20190109:2200,19.4,15.5,64.0,12.4
3925,20190109:2200,16.3,14.6,82.0,13.2
15752,20190109:2300,19.1,15.9,70.0,13.5
3925,20190109:2300,16.6,15.3,86.0,14.3
15752,20190110:0000,16.3,15.2,88.0,14.3
3925,20190110:0000,16.8,15.8,90.0,15.2
15752,20190110:0100,15.5,14.7,91.0,14.0
3925,20190110:0100,17.0,16.1,91.0,15.5
15752,20190110:0200,15.8,15.3,94.0,14.9
3925,20190110:0200,16.6,15.8,92.0,15.3
15752,20190110:0300,14.8,13.7,88.0,12.8
3925,20190110:0300,16.2,15.5,93.0,15.1
15752,20190110:0400,14.6,13.4,87.0,12.5
3925,20190110:0400,15.9,15.3,93.0,14.8
15752,20190110:0500,14.0,13.3,92.0,12.7
3925,20190110:0500,16.5,15.8,93.0,15.4
15752,20190110:0600,14.5,13.1,84.0,11.8
3925,20190110:0600,17.6,16.5,89.0,15.8
15752,20190110:0700,14.6,13.2,85.0,12.1
3925,20190110:0700,18.1,17.1,90.0,16.4
15752,20190110:0800,14.6,13.2,85.0,12.1
3925,20190110:0800,18.7,17.9,92.0,17.4
15752,20190110:0900,15.1,13.7,85.0,12.6
3925,20190110:0900,20.9,19.5,87.0,18.7
15752,20190110:1000,15.5,13.7,81.0,12.3
3925,20190110:1000,22.3,20.4,83.0,19.3
15752,20190110:1100,15.8,13.7,78.0,12.0
3925,20190110:1100,20.6,19.1,86.0,18.2
15752,20190110:1200,16.1,13.6,74.0,11.5
3925,20190110:1200,23.8,20.4,72.0,18.5
15752,20190110:1300,16.5,14.1,75.0,12.1
3925,20190110:1300,25.3,20.1,60.0,17.0
15752,20190110:1400,17.5,14.9,74.0,12.8
3925,20190110:1400,26.5,20.1,53.0,16.2
15752,20190110:1500,18.2,15.2,71.0,12.9
3925,20190110:1500,25.0,18.8,53.0,14.8
15752,20190110:1600,18.7,15.6,71.0,13.3
3925,20190110:1600,26.6,18.6,43.0,13.0
15752,20190110:1700,19.1,15.3,65.0,12.4
3925,20190110:1700,25.2,18.2,48.0,13.4
15752,20190110:1800,18.2,15.0,69.0,12.4
3925,20190110:1800,23.8,17.7,52.0,13.4
15752,20190110:1900,17.2,13.7,66.0,10.8
3925,20190110:1900,22.5,17.0,55.0,13.0
15752,20190110:2000,16.0,13.1,70.0,10.6
3925,20190110:2000,21.1,17.7,70.0,15.4
15752,20190110:2100,15.6,13.1,74.0,11.0
3925,20190110:2100,20.0,17.3,75.0,15.4
15752,20190110:2200,15.6,13.4,77.0,11.6
3925,20190110:2200,19.2,16.9,78.0,15.3
15752,20190110:2300,15.3,13.2,78.0,11.5
3925,20190110:2300,18.3,16.6,83.0,15.4
15752,20190111:0000,15.7,14.2,84.0,13.0
3925,20190111:0000,18.5,16.9,84.0,15.8
15752,20190111:0100,15.0,13.8,87.0,12.9
3925,20190111:0100,18.1,16.7,86.0,15.7
15752,20190111:0200,14.7,12.4,75.0,10.3
3925,20190111:0200,17.8,16.5,87.0,15.6
15752,20190111:0300,13.1,11.5,81.0,9.9
3925,20190111:0300,17.3,16.3,90.0,15.6
15752,20190111:0400,12.1,11.2,89.0,10.3
3925,20190111:0400,16.9,15.8,89.0,15.1
15752,20190111:0500,11.9,11.1,90.0,10.3
3925,20190111:0500,16.0,15.1,90.0,14.4
15752,20190111:0600,12.0,11.2,90.0,10.4
3925,20190111:0600,16.0,15.1,90.0,14.4
15752,20190111:0700,11.9,10.9,88.0,10.0
3925,20190111:0700,16.7,14.8,80.0,13.2
15752,20190111:0800,13.8,11.7,76.0,9.7
3925,20190111:0800,18.2,13.7,58.0,9.8
15752,20190111:0900,14.3,11.9,74.0,9.7
3925,20190111:0900,19.0,13.9,54.0,9.5
15752,20190111:1000,15.7,12.3,65.0,9.2
3925,20190111:1000,19.9,13.9,48.0,8.6
15752,20190111:1100,17.7,13.5,60.0,9.8
3925,20190111:1100,20.4,13.3,40.0,6.4
15752,20190111:1200,17.4,13.9,66.0,11.0
3925,20190111:1200,20.5,14.3,47.0,8.8
15752,20190111:1300,18.8,13.2,49.0,7.9
3925,20190111:1300,19.5,14.6,56.0,10.5
15752,20190111:1400,16.8,13.5,67.0,10.7
3925,20190111:1400,22.4,16.3,50.0,11.5
15752,20190111:1500,17.1,13.7,66.0,10.7
3925,20190111:1500,23.0,15.9,44.0,10.1
15752,20190111:1600,17.4,13.0,58.0,9.1
3925,20190111:1600,22.4,14.3,36.0,6.6
15752,20190111:1700,16.4,11.6,53.0,6.8
3925,20190111:1700,21.3,13.6,37.0,6.1
15752,20190111:1800,14.3,11.7,72.0,9.3
3925,20190111:1800,19.5,13.1,44.0,6.9
15752,20190111:1900,13.6,11.0,71.0,8.5
3925,20190111:1900,18.6,12.6,46.0,6.8
15752,20190111:2000,13.0,10.7,73.0,8.3
3925,20190111:2000,16.5,11.8,54.0,7.2
15752,20190111:2100,12.9,10.4,71.0,7.8
3925,20190111:2100,14.8,11.0,60.0,7.1
15752,20190111:2200,12.7,10.0,69.0,7.2
3925,20190111:2200,12.8,10.3,71.0,7.7
15752,20190111:2300,11.9,8.8,63.0,5.1
3925,20190111:2300,12.0,10.1,77.0,8.1
15752,20190112:0000,11.9,8.5,60.0,4.4
3925,20190112:0000,11.4,9.9,82.0,8.5
15752,20190112:0100,10.6,8.0,67.0,4.8
3925,20190112:0100,11.0,9.6,83.0,8.2
15752,20190112:0200,10.5,8.2,71.0,5.5
3925,20190112:0200,10.0,8.9,86.0,7.8
15752,20190112:0300,10.6,8.1,69.0,5.2
